STATIONS_ID;MESS_DATUM;QN_592;ATMO_STRAHL;FD_STRAHL;FG_STRAHL;SD_STRAHL;eor
       1443;19730101;    1;     -999;     -999;   371.00;    0.9;eor
       1443;19730102;    1;     -999;     -999;   366.00;    3.7;eor
       1443;19730103;    1;     -999;     -999;   226.00;    0.0;eor
       1443;19730104;    1;     -999;     -999;   167.00;    0.0;eor
       1443;19730105;    1;     -999;     -999;   120.00;    0.0;eor
       1443;19730106;    1;     -999;     -999;   118.00;    0.0;eor
       1443;19730107;    1;     -999;     -999;   283.00;    1.9;eor
       1443;19730108;    1;     -999;     -999;    89.00;    0.0;eor
       1443;19730109;    1;     -999;     -999;   101.00;    0.0;eor
       1443;19730110;    1;     -999;     -999;   515.00;    5.4;eor
       1443;19730111;    1;     -999;     -999;   579.00;    6.8;eor
       1443;19730112;    1;     -999;     -999;   536.00;    4.4;eor
       1443;19730113;    1;     -999;     -999;   271.00;    0.0;eor
       1443;19730114;    1;     -999;     -999;   295.00;    0.4;eor
       1443;19730115;    1;     -999;     -999;   152.00;    0.0;eor
       1443;19730116;    1;     -999;     -999;   347.00;    0.8;eor
       1443;19730117;    1;     -999;     -999;   180.00;    0.0;eor
       1443;19730118;    1;     -999;     -999;    81.00;    0.0;eor
       1443;19730119;    1;     -999;     -999;   184.00;    0.0;eor
       1443;19730120;    1;     -999;     -999;   276.00;    0.0;eor
       1443;19730121;    1;     -999;     -999;   229.00;    0.6;eor
       1443;19730122;    1;     -999;     -999;   406.00;    2.4;eor
       1443;19730123;    1;     -999;     -999;   407.00;    0.5;eor
       1443;19730124;    1;     -999;     -999;   178.00;    0.0;eor
       1443;19730125;    1;     -999;     -999;   217.00;    0.0;eor
       1443;19730126;    1;     -999;     -999;   674.00;    5.7;eor
       1443;19730127;    1;     -999;     -999;    63.00;    0.0;eor
       1443;19730128;    1;     -999;     -999;   216.00;    0.0;eor
       1443;19730129;    1;     -999;     -999;   120.00;    0.0;eor
       1443;19730130;    1;     -999;     -999;   196.00;    0.0;eor
       1443;19730131;    1;     -999;     -999;   162.00;    0.0;eor
       1443;19730201;    1;     -999;     -999;   468.00;    2.3;eor
       1443;19730202;    1;     -999;     -999;   173.00;    0.0;eor
       1443;19730203;    1;     -999;     -999;   207.00;    0.0;eor
       1443;19730204;    1;     -999;     -999;   564.00;    1.8;eor
       1443;19730205;    1;     -999;     -999;   496.00;    3.0;eor
       1443;19730206;    1;     -999;     -999;   496.00;    1.5;eor
       1443;19730207;    1;     -999;     -999;   654.00;    2.2;eor
       1443;19730208;    1;     -999;     -999;   681.00;    4.8;eor
       1443;19730209;    1;     -999;     -999;   469.00;    0.7;eor
       1443;19730210;    1;     -999;     -999;   244.00;    0.5;eor
       1443;19730211;    1;     -999;     -999;   279.00;    0.3;eor
       1443;19730212;    1;     -999;     -999;   158.00;    0.1;eor
       1443;19730213;    1;     -999;     -999;   426.00;    0.5;eor
       1443;19730214;    1;     -999;     -999;   990.00;    8.3;eor
       1443;19730215;    1;     -999;     -999;  1069.00;    9.4;eor
       1443;19730216;    1;     -999;     -999;   737.00;    4.7;eor
       1443;19730217;    1;     -999;     -999;   854.00;    4.4;eor
       1443;19730218;    1;     -999;     -999;   330.00;    0.0;eor
       1443;19730219;    1;     -999;     -999;   250.00;    0.0;eor
       1443;19730220;    1;     -999;     -999;   531.00;    0.1;eor
       1443;19730221;    1;     -999;     -999;   452.00;    0.3;eor
       1443;19730222;    1;     -999;     -999;   312.00;    0.8;eor
       1443;19730223;    1;     -999;     -999;   256.00;    0.2;eor
       1443;19730224;    1;     -999;     -999;   904.00;    5.2;eor
       1443;19730225;    1;     -999;     -999;   582.00;    1.7;eor
       1443;19730226;    1;     -999;     -999;  1011.00;    6.3;eor
       1443;19730227;    1;     -999;     -999;   833.00;    4.1;eor
       1443;19730228;    1;     -999;     -999;  1378.00;    9.4;eor
       1443;19730301;    1;     -999;     -999;  1394.00;    9.9;eor
       1443;19730302;    1;     -999;     -999;   638.00;    1.2;eor
       1443;19730303;    1;     -999;     -999;   718.00;    0.2;eor
       1443;19730304;    1;     -999;     -999;  1028.00;    2.9;eor
       1443;19730305;    1;     -999;     -999;  1160.00;    6.2;eor
       1443;19730306;    1;     -999;     -999;   425.00;    1.2;eor
       1443;19730307;    1;     -999;     -999;   228.00;    0.1;eor
       1443;19730308;    1;     -999;     -999;  1407.00;    7.5;eor
       1443;19730309;    1;     -999;     -999;   680.00;    3.3;eor
       1443;19730310;    1;     -999;     -999;  1041.00;    8.9;eor
       1443;19730311;    1;     -999;     -999;  1643.00;   10.5;eor
       1443;19730312;    1;     -999;     -999;   429.00;    0.0;eor
       1443;19730313;    1;     -999;     -999;   313.00;    0.0;eor
       1443;19730314;    1;     -999;     -999;  1032.00;    2.2;eor
       1443;19730315;    1;     -999;     -999;   865.00;    3.1;eor
       1443;19730316;    1;     -999;     -999;   607.00;    2.6;eor
       1443;19730317;    1;     -999;     -999;  1651.00;   10.0;eor
       1443;19730318;    1;     -999;     -999;   499.00;    0.0;eor
       1443;19730319;    1;     -999;     -999;   898.00;    3.7;eor
       1443;19730320;    1;     -999;     -999;  1749.00;   10.6;eor
       1443;19730321;    1;     -999;     -999;  1610.00;    8.5;eor
       1443;19730322;    1;     -999;     -999;  1744.00;   10.8;eor
       1443;19730323;    1;     -999;     -999;  1741.00;   10.7;eor
       1443;19730324;    1;     -999;     -999;  1728.00;   10.6;eor
       1443;19730325;    1;     -999;     -999;  1505.00;    8.3;eor
       1443;19730326;    1;     -999;     -999;   719.00;    0.4;eor
       1443;19730327;    1;     -999;     -999;  1258.00;    5.0;eor
       1443;19730328;    1;     -999;     -999;  1356.00;    5.1;eor
       1443;19730329;    1;     -999;     -999;   492.00;    0.0;eor
       1443;19730330;    1;     -999;     -999;  1034.00;    1.2;eor
       1443;19730331;    1;     -999;     -999;   133.00;    0.0;eor
       1443;19730401;    1;     -999;     -999;  1222.00;    3.4;eor
       1443;19730402;    1;     -999;     -999;   536.00;    1.4;eor
       1443;19730403;    1;     -999;     -999;   639.00;    2.9;eor
       1443;19730404;    1;     -999;     -999;  1340.00;    8.9;eor
       1443;19730405;    1;     -999;     -999;  1842.00;    7.2;eor
       1443;19730406;    1;     -999;     -999;   912.00;    0.8;eor
       1443;19730407;    1;     -999;     -999;  1390.00;    7.4;eor
       1443;19730408;    1;     -999;     -999;  1671.00;    7.1;eor
       1443;19730409;    1;     -999;     -999;   607.00;    0.0;eor
       1443;19730410;    1;     -999;     -999;   172.00;    0.0;eor
       1443;19730411;    1;     -999;     -999;  1024.00;    0.7;eor
       1443;19730412;    1;     -999;     -999;   891.00;    1.6;eor
       1443;19730413;    1;     -999;     -999;  1691.00;    8.4;eor
       1443;19730414;    1;     -999;     -999;  1787.00;    8.7;eor
       1443;19730415;    1;     -999;     -999;  1543.00;    4.6;eor
       1443;19730416;    1;     -999;     -999;  1074.00;    2.9;eor
       1443;19730417;    1;     -999;     -999;   647.00;    0.3;eor
       1443;19730418;    1;     -999;     -999;   797.00;    2.2;eor
       1443;19730419;    1;     -999;     -999;  1069.00;    3.0;eor
       1443;19730420;    1;     -999;     -999;   988.00;    3.1;eor
       1443;19730421;    1;     -999;     -999;  1503.00;    5.1;eor
       1443;19730422;    1;     -999;     -999;  2297.00;   10.3;eor
       1443;19730423;    1;     -999;     -999;  1980.00;   10.1;eor
       1443;19730424;    1;     -999;     -999;  1557.00;    3.4;eor
       1443;19730425;    1;     -999;     -999;   597.00;    0.0;eor
       1443;19730426;    1;     -999;     -999;  1968.00;    8.2;eor
       1443;19730427;    1;     -999;     -999;  2284.00;   10.8;eor
       1443;19730428;    1;     -999;     -999;   531.00;    0.0;eor
       1443;19730429;    1;     -999;     -999;   638.00;    0.4;eor
       1443;19730430;    1;     -999;     -999;  2203.00;   10.2;eor
       1443;19730501;    1;     -999;     -999;  2044.00;    7.0;eor
       1443;19730502;    1;     -999;     -999;  1506.00;    4.5;eor
       1443;19730503;    1;     -999;     -999;  1846.00;    8.5;eor
       1443;19730504;    1;     -999;     -999;  2526.00;   12.6;eor
       1443;19730505;    1;     -999;     -999;  1258.00;    2.3;eor
       1443;19730506;    1;     -999;     -999;   738.00;    2.1;eor
       1443;19730507;    1;     -999;     -999;   962.00;    1.1;eor
       1443;19730508;    1;     -999;     -999;  1403.00;    4.6;eor
       1443;19730509;    1;     -999;     -999;  1114.00;    1.6;eor
       1443;19730510;    1;     -999;     -999;  1732.00;    4.1;eor
       1443;19730511;    1;     -999;     -999;  1991.00;    9.1;eor
       1443;19730512;    1;     -999;     -999;  2770.00;   13.6;eor
       1443;19730513;    1;     -999;     -999;  2797.00;   13.4;eor
       1443;19730514;    1;     -999;     -999;  2270.00;    8.3;eor
       1443;19730515;    1;     -999;     -999;  2564.00;   12.1;eor
       1443;19730516;    1;     -999;     -999;  2507.00;   11.0;eor
       1443;19730517;    1;     -999;     -999;  1982.00;    5.5;eor
       1443;19730518;    1;     -999;     -999;  2492.00;    9.4;eor
       1443;19730519;    1;     -999;     -999;  1702.00;    5.0;eor
       1443;19730520;    1;     -999;     -999;  2433.00;    8.3;eor
       1443;19730521;    1;     -999;     -999;   886.00;    2.5;eor
       1443;19730522;    1;     -999;     -999;  2893.00;   13.3;eor
       1443;19730523;    1;     -999;     -999;  2988.00;   12.9;eor
       1443;19730524;    1;     -999;     -999;  2046.00;   11.1;eor
       1443;19730525;    1;     -999;     -999;  2847.00;   12.6;eor
       1443;19730526;    1;     -999;     -999;  2703.00;   12.8;eor
       1443;19730527;    1;     -999;     -999;  2934.00;   13.0;eor
       1443;19730528;    1;     -999;     -999;  2255.00;    8.8;eor
       1443;19730529;    1;     -999;     -999;   587.00;    0.0;eor
       1443;19730530;    1;     -999;     -999;  2130.00;    5.7;eor
       1443;19730531;    1;     -999;     -999;  2337.00;    8.5;eor
       1443;19730601;    1;     -999;     -999;  2011.00;    7.2;eor
       1443;19730602;    1;     -999;     -999;  1282.00;    2.7;eor
       1443;19730603;    1;     -999;     -999;  2561.00;   13.0;eor
       1443;19730604;    1;     -999;     -999;  2672.00;   12.8;eor
       1443;19730605;    1;     -999;     -999;  2148.00;    8.7;eor
       1443;19730606;    1;     -999;     -999;  1219.00;    1.0;eor
       1443;19730607;    1;     -999;     -999;  2589.00;   12.4;eor
       1443;19730608;    1;     -999;     -999;  1589.00;    4.1;eor
       1443;19730609;    1;     -999;     -999;  2438.00;   10.2;eor
       1443;19730610;    1;     -999;     -999;  1722.00;    5.5;eor
       1443;19730611;    1;     -999;     -999;  2660.00;   10.5;eor
       1443;19730612;    1;     -999;     -999;  2929.00;   14.1;eor
       1443;19730613;    1;     -999;     -999;  2019.00;    6.5;eor
       1443;19730614;    1;     -999;     -999;  1039.00;    4.8;eor
       1443;19730615;    1;     -999;     -999;  3053.00;   14.6;eor
       1443;19730616;    1;     -999;     -999;  2904.00;   14.6;eor
       1443;19730617;    1;     -999;     -999;  2505.00;   11.6;eor
       1443;19730618;    1;     -999;     -999;  1889.00;    8.0;eor
       1443;19730619;    1;     -999;     -999;  2914.00;   14.3;eor
       1443;19730620;    1;     -999;     -999;   849.00;    2.9;eor
       1443;19730621;    1;     -999;     -999;   861.00;    0.5;eor
       1443;19730622;    1;     -999;     -999;   752.00;    1.3;eor
       1443;19730623;    1;     -999;     -999;   238.00;    0.0;eor
       1443;19730624;    1;     -999;     -999;  1124.00;    2.4;eor
       1443;19730625;    1;     -999;     -999;  1733.00;    7.2;eor
       1443;19730626;    1;     -999;     -999;  2837.00;   14.4;eor
       1443;19730627;    1;     -999;     -999;  2532.00;   10.6;eor
       1443;19730628;    1;     -999;     -999;  2364.00;    9.7;eor
       1443;19730629;    1;     -999;     -999;  1901.00;    8.2;eor
       1443;19730630;    1;     -999;     -999;  2621.00;   13.4;eor
       1443;19730701;    1;     -999;     -999;  2793.00;   12.9;eor
       1443;19730702;    1;     -999;     -999;  2855.00;   13.7;eor
       1443;19730703;    1;     -999;     -999;  2668.00;   12.0;eor
       1443;19730704;    1;     -999;     -999;  2422.00;   10.3;eor
       1443;19730705;    1;     -999;     -999;  2584.00;   12.0;eor
       1443;19730706;    1;     -999;     -999;  1370.00;    3.2;eor
       1443;19730707;    1;     -999;     -999;  1607.00;    5.6;eor
       1443;19730708;    1;     -999;     -999;  2462.00;   11.0;eor
       1443;19730709;    1;     -999;     -999;  2127.00;    5.7;eor
       1443;19730710;    1;     -999;     -999;  2441.00;   10.3;eor
       1443;19730711;    1;     -999;     -999;  2305.00;    8.5;eor
       1443;19730712;    1;     -999;     -999;  1351.00;    5.2;eor
       1443;19730713;    1;     -999;     -999;  2802.00;   13.1;eor
       1443;19730714;    1;     -999;     -999;  1213.00;    2.0;eor
       1443;19730715;    1;     -999;     -999;   974.00;    2.0;eor
       1443;19730716;    1;     -999;     -999;  2670.00;   10.4;eor
       1443;19730717;    1;     -999;     -999;  2261.00;    8.5;eor
       1443;19730718;    1;     -999;     -999;  1307.00;    2.7;eor
       1443;19730719;    1;     -999;     -999;  1833.00;    5.6;eor
       1443;19730720;    1;     -999;     -999;  2216.00;    8.2;eor
       1443;19730721;    1;     -999;     -999;   515.00;    0.0;eor
       1443;19730722;    1;     -999;     -999;  1356.00;    3.6;eor
       1443;19730723;    1;     -999;     -999;  1174.00;    1.3;eor
       1443;19730724;    1;     -999;     -999;  1318.00;    2.3;eor
       1443;19730725;    1;     -999;     -999;   748.00;    0.0;eor
       1443;19730726;    1;     -999;     -999;   456.00;    0.5;eor
       1443;19730727;    1;     -999;     -999;   630.00;    0.4;eor
       1443;19730728;    1;     -999;     -999;  1891.00;    2.8;eor
       1443;19730729;    1;     -999;     -999;  1391.00;    2.7;eor
       1443;19730730;    1;     -999;     -999;  1831.00;    7.1;eor
       1443;19730731;    1;     -999;     -999;  2466.00;   11.9;eor
       1443;19730801;    1;     -999;     -999;  1990.00;    8.5;eor
       1443;19730802;    1;     -999;     -999;  1852.00;    5.0;eor
       1443;19730803;    1;     -999;     -999;  1152.00;    1.0;eor
       1443;19730804;    1;     -999;     -999;  1002.00;    1.1;eor
       1443;19730805;    1;     -999;     -999;  2202.00;    9.2;eor
       1443;19730806;    1;     -999;     -999;  2578.00;   13.4;eor
       1443;19730807;    1;     -999;     -999;   385.00;    1.3;eor
       1443;19730808;    1;     -999;     -999;  2339.00;   10.0;eor
       1443;19730809;    1;     -999;     -999;  2589.00;   13.4;eor
       1443;19730810;    1;     -999;     -999;  2540.00;   13.2;eor
       1443;19730811;    1;     -999;     -999;  1465.00;    7.7;eor
       1443;19730812;    1;     -999;     -999;  2273.00;   12.6;eor
       1443;19730813;    1;     -999;     -999;  2213.00;   12.3;eor
       1443;19730814;    1;     -999;     -999;  2132.00;   11.9;eor
       1443;19730815;    1;     -999;     -999;  2307.00;   12.3;eor
       1443;19730816;    1;     -999;     -999;  2450.00;   12.7;eor
       1443;19730817;    1;     -999;     -999;  2335.00;   11.8;eor
       1443;19730818;    1;     -999;     -999;  2119.00;   10.8;eor
       1443;19730819;    1;     -999;     -999;  2111.00;   11.3;eor
       1443;19730820;    1;     -999;     -999;  1198.00;    4.7;eor
       1443;19730821;    1;     -999;     -999;  2015.00;    9.1;eor
       1443;19730822;    1;     -999;     -999;  1613.00;    6.0;eor
       1443;19730823;    1;     -999;     -999;  1924.00;   10.0;eor
       1443;19730824;    1;     -999;     -999;  1786.00;    8.4;eor
       1443;19730825;    1;     -999;     -999;   748.00;    0.0;eor
       1443;19730826;    1;     -999;     -999;   413.00;    0.0;eor
       1443;19730827;    1;     -999;     -999;  1296.00;    3.2;eor
       1443;19730828;    1;     -999;     -999;  1031.00;    0.4;eor
       1443;19730829;    1;     -999;     -999;  1208.00;    3.0;eor
       1443;19730830;    1;     -999;     -999;   974.00;    0.2;eor
       1443;19730831;    1;     -999;     -999;  1302.00;    4.1;eor
       1443;19730901;    1;     -999;     -999;  1976.00;    9.5;eor
       1443;19730902;    1;     -999;     -999;  2145.00;   11.5;eor
       1443;19730903;    1;     -999;     -999;  2171.00;   12.4;eor
       1443;19730904;    1;     -999;     -999;  2115.00;   12.2;eor
       1443;19730905;    1;     -999;     -999;  2055.00;   12.1;eor
       1443;19730906;    1;     -999;     -999;  1967.00;   11.5;eor
       1443;19730907;    1;     -999;     -999;  1768.00;   10.9;eor
       1443;19730908;    1;     -999;     -999;  1673.00;   10.1;eor
       1443;19730909;    1;     -999;     -999;  1425.00;    7.2;eor
       1443;19730910;    1;     -999;     -999;   577.00;    0.2;eor
       1443;19730911;    1;     -999;     -999;  1186.00;    4.2;eor
       1443;19730912;    1;     -999;     -999;  1836.00;   11.1;eor
       1443;19730913;    1;     -999;     -999;  1857.00;   10.7;eor
       1443;19730914;    1;     -999;     -999;  1534.00;    8.1;eor
       1443;19730915;    1;     -999;     -999;  1541.00;    8.5;eor
       1443;19730916;    1;     -999;     -999;  1390.00;    5.9;eor
       1443;19730917;    1;     -999;     -999;  1588.00;    8.6;eor
       1443;19730918;    1;     -999;     -999;   525.00;    0.0;eor
       1443;19730919;    1;     -999;     -999;  1139.00;    4.5;eor
       1443;19730920;    1;     -999;     -999;  1234.00;    7.4;eor
       1443;19730921;    1;     -999;     -999;   508.00;    0.6;eor
       1443;19730922;    1;     -999;     -999;  1283.00;    6.7;eor
       1443;19730923;    1;     -999;     -999;   576.00;    0.6;eor
       1443;19730924;    1;     -999;     -999;  1405.00;    7.5;eor
       1443;19730925;    1;     -999;     -999;  1536.00;    9.2;eor
       1443;19730926;    1;     -999;     -999;  1070.00;    6.2;eor
       1443;19730927;    1;     -999;     -999;   733.00;    0.8;eor
       1443;19730928;    1;     -999;     -999;  1346.00;    6.8;eor
       1443;19730929;    1;     -999;     -999;   334.00;    1.4;eor
       1443;19730930;    1;     -999;     -999;  1187.00;    5.8;eor
       1443;19731001;    1;     -999;     -999;   959.00;    3.9;eor
       1443;19731002;    1;     -999;     -999;  1084.00;    6.4;eor
       1443;19731003;    1;     -999;     -999;   924.00;    5.2;eor
       1443;19731004;    1;     -999;     -999;  1079.00;    6.5;eor
       1443;19731005;    1;     -999;     -999;  1076.00;    6.0;eor
       1443;19731006;    1;     -999;     -999;   967.00;    4.1;eor
       1443;19731007;    1;     -999;     -999;   222.00;    0.0;eor
       1443;19731008;    1;     -999;     -999;   347.00;    0.5;eor
       1443;19731009;    1;     -999;     -999;  1162.00;    7.9;eor
       1443;19731010;    1;     -999;     -999;  1173.00;    7.3;eor
       1443;19731011;    1;     -999;     -999;   345.00;    0.0;eor
       1443;19731012;    1;     -999;     -999;   936.00;    4.7;eor
       1443;19731013;    1;     -999;     -999;   946.00;    4.8;eor
       1443;19731014;    1;     -999;     -999;   648.00;    2.0;eor
       1443;19731015;    1;     -999;     -999;   949.00;    0.9;eor
       1443;19731016;    1;     -999;     -999;   320.00;    5.4;eor
       1443;19731017;    1;     -999;     -999;   130.00;    0.0;eor
       1443;19731018;    1;     -999;     -999;   608.00;    4.6;eor
       1443;19731019;    1;     -999;     -999;   196.00;    8.8;eor
       1443;19731020;    1;     -999;     -999;   559.00;    1.5;eor
       1443;19731021;    1;     -999;     -999;  1222.00;    0.7;eor
       1443;19731022;    1;     -999;     -999;   596.00;    2.9;eor
       1443;19731023;    1;     -999;     -999;   280.00;    0.8;eor
       1443;19731024;    1;     -999;     -999;   684.00;    2.1;eor
       1443;19731025;    1;     -999;     -999;  1002.00;    7.0;eor
       1443;19731026;    1;     -999;     -999;  1028.00;    8.6;eor
       1443;19731027;    1;     -999;     -999;   965.00;    8.9;eor
       1443;19731028;    1;     -999;     -999;  1054.00;    9.1;eor
       1443;19731029;    1;     -999;     -999;   884.00;    8.0;eor
       1443;19731030;    1;     -999;     -999;   806.00;    5.1;eor
       1443;19731031;    1;     -999;     -999;   854.00;    7.0;eor
       1443;19731101;    1;     -999;     -999;   875.00;    8.0;eor
       1443;19731102;    1;     -999;     -999;   762.00;    7.4;eor
       1443;19731103;    1;     -999;     -999;   322.00;    0.0;eor
       1443;19731104;    1;     -999;     -999;   443.00;    1.7;eor
       1443;19731105;    1;     -999;     -999;   127.00;    0.3;eor
       1443;19731106;    1;     -999;     -999;   309.00;    1.1;eor
       1443;19731107;    1;     -999;     -999;   436.00;    2.4;eor
       1443;19731108;    1;     -999;     -999;   273.00;    0.0;eor
       1443;19731109;    1;     -999;     -999;   518.00;    3.2;eor
       1443;19731110;    1;     -999;     -999;   731.00;    6.2;eor
       1443;19731111;    1;     -999;     -999;   103.00;    0.0;eor
       1443;19731112;    1;     -999;     -999;   823.00;    7.6;eor
       1443;19731113;    1;     -999;     -999;   143.00;    0.1;eor
       1443;19731114;    1;     -999;     -999;   123.00;    0.0;eor
       1443;19731115;    1;     -999;     -999;    83.00;    0.0;eor
       1443;19731116;    1;     -999;     -999;   288.00;    1.5;eor
       1443;19731117;    1;     -999;     -999;   754.00;    8.2;eor
       1443;19731118;    1;     -999;     -999;   706.00;    6.7;eor
       1443;19731119;    1;     -999;     -999;   525.00;    3.4;eor
       1443;19731120;    1;     -999;     -999;   705.00;    7.9;eor
       1443;19731121;    1;     -999;     -999;   669.00;    7.6;eor
       1443;19731122;    1;     -999;     -999;   490.00;    4.3;eor
       1443;19731123;    1;     -999;     -999;   530.00;    4.8;eor
       1443;19731124;    1;     -999;     -999;   581.00;    5.8;eor
       1443;19731125;    1;     -999;     -999;    54.00;    0.0;eor
       1443;19731126;    1;     -999;     -999;   334.00;    1.9;eor
       1443;19731127;    1;     -999;     -999;   386.00;    2.7;eor
       1443;19731128;    1;     -999;     -999;   198.00;    0.0;eor
       1443;19731129;    1;     -999;     -999;    71.00;    0.0;eor
       1443;19731130;    1;     -999;     -999;   311.00;    1.6;eor
       1443;19731201;    1;     -999;     -999;   242.00;    0.0;eor
       1443;19731202;    1;     -999;     -999;   556.00;    5.7;eor
       1443;19731203;    1;     -999;     -999;   502.00;    7.1;eor
       1443;19731204;    1;     -999;     -999;    46.00;    0.0;eor
       1443;19731205;    1;     -999;     -999;    82.00;    0.0;eor
       1443;19731206;    1;     -999;     -999;   120.00;    0.0;eor
       1443;19731207;    1;     -999;     -999;    95.00;    0.0;eor
       1443;19731208;    1;     -999;     -999;    89.00;    0.3;eor
       1443;19731209;    1;     -999;     -999;   371.00;    3.6;eor
       1443;19731210;    1;     -999;     -999;   535.00;    7.1;eor
       1443;19731211;    1;     -999;     -999;   579.00;    5.5;eor
       1443;19731212;    1;     -999;     -999;   196.00;    1.2;eor
       1443;19731213;    1;     -999;     -999;    61.00;    0.0;eor
       1443;19731214;    1;     -999;     -999;    31.00;    0.0;eor
       1443;19731215;    1;     -999;     -999;   107.00;    0.0;eor
       1443;19731216;    1;     -999;     -999;   156.00;    0.0;eor
       1443;19731217;    1;     -999;     -999;   178.00;    0.4;eor
       1443;19731218;    1;     -999;     -999;   373.00;    3.5;eor
       1443;19731219;    1;     -999;     -999;   488.00;    5.6;eor
       1443;19731220;    1;     -999;     -999;   229.00;    0.0;eor
       1443;19731221;    1;     -999;     -999;   123.00;    0.0;eor
       1443;19731222;    1;     -999;     -999;   139.00;    0.0;eor
       1443;19731223;    1;     -999;     -999;   310.00;    1.1;eor
       1443;19731224;    1;     -999;     -999;   192.00;    0.2;eor
       1443;19731225;    1;     -999;     -999;   133.00;    0.0;eor
       1443;19731226;    1;     -999;     -999;    77.00;    0.0;eor
       1443;19731227;    1;     -999;     -999;   541.00;    6.9;eor
       1443;19731228;    1;     -999;     -999;   328.00;    2.3;eor
       1443;19731229;    1;     -999;     -999;   117.00;    0.0;eor
       1443;19731230;    1;     -999;     -999;   224.00;    0.5;eor
       1443;19731231;    1;     -999;     -999;   143.00;    0.0;eor
       1443;19740101;    1;     -999;     -999;    81.00;    0.0;eor
       1443;19740102;    1;     -999;     -999;   410.00;    2.3;eor
       1443;19740103;    1;     -999;     -999;    73.00;    0.0;eor
       1443;19740104;    1;     -999;     -999;   164.00;    0.0;eor
       1443;19740105;    1;     -999;     -999;   373.00;    2.6;eor
       1443;19740106;    1;     -999;     -999;   234.00;    1.1;eor
       1443;19740107;    1;     -999;     -999;   200.00;    0.3;eor
       1443;19740108;    1;     -999;     -999;   398.00;    3.6;eor
       1443;19740109;    1;     -999;     -999;   176.00;    0.1;eor
       1443;19740110;    1;     -999;     -999;   128.00;    0.5;eor
       1443;19740111;    1;     -999;     -999;   244.00;    0.9;eor
       1443;19740112;    1;     -999;     -999;   558.00;    6.9;eor
       1443;19740113;    1;     -999;     -999;   260.00;    0.9;eor
       1443;19740114;    1;     -999;     -999;   360.00;    1.6;eor
       1443;19740115;    1;     -999;     -999;   118.00;    0.0;eor
       1443;19740116;    1;     -999;     -999;   312.00;    1.3;eor
       1443;19740117;    1;     -999;     -999;   180.00;    0.6;eor
       1443;19740118;    1;     -999;     -999;    95.00;    0.0;eor
       1443;19740119;    1;     -999;     -999;    74.00;    0.0;eor
       1443;19740120;    1;     -999;     -999;   133.00;    0.0;eor
       1443;19740121;    1;     -999;     -999;   137.00;    0.0;eor
       1443;19740122;    1;     -999;     -999;   214.00;    0.5;eor
       1443;19740123;    1;     -999;     -999;   362.00;    1.8;eor
       1443;19740124;    1;     -999;     -999;   119.00;    0.0;eor
       1443;19740125;    1;     -999;     -999;   503.00;    2.9;eor
       1443;19740126;    1;     -999;     -999;   418.00;    3.8;eor
       1443;19740127;    1;     -999;     -999;   272.00;    1.2;eor
       1443;19740128;    1;     -999;     -999;   498.00;    1.9;eor
       1443;19740129;    1;     -999;     -999;   130.00;    0.1;eor
       1443;19740130;    1;     -999;     -999;   688.00;    6.0;eor
       1443;19740131;    1;     -999;     -999;   137.00;    0.0;eor
       1443;19740201;    1;     -999;     -999;   502.00;    3.0;eor
       1443;19740202;    1;     -999;     -999;   674.00;    4.0;eor
       1443;19740203;    1;     -999;     -999;   402.00;    0.8;eor
       1443;19740204;    1;     -999;     -999;   198.00;    0.0;eor
       1443;19740205;    1;     -999;     -999;   302.00;    1.5;eor
       1443;19740206;    1;     -999;     -999;   289.00;    0.7;eor
       1443;19740207;    1;     -999;     -999;    65.00;    0.0;eor
       1443;19740208;    1;     -999;     -999;   596.00;    2.7;eor
       1443;19740209;    1;     -999;     -999;   370.00;    0.9;eor
       1443;19740210;    1;     -999;     -999;   908.00;    7.5;eor
       1443;19740211;    1;     -999;     -999;   743.00;    5.2;eor
       1443;19740212;    1;     -999;     -999;   336.00;    0.2;eor
       1443;19740213;    1;     -999;     -999;   623.00;    2.7;eor
       1443;19740214;    1;     -999;     -999;   320.00;    0.9;eor
       1443;19740215;    1;     -999;     -999;   846.00;    6.7;eor
       1443;19740216;    1;     -999;     -999;   756.00;    4.2;eor
       1443;19740217;    1;     -999;     -999;   673.00;    3.6;eor
       1443;19740218;    1;     -999;     -999;   156.00;    0.0;eor
       1443;19740219;    1;     -999;     -999;    91.00;    0.0;eor
       1443;19740220;    1;     -999;     -999;   321.00;    0.1;eor
       1443;19740221;    1;     -999;     -999;   403.00;    0.0;eor
       1443;19740222;    1;     -999;     -999;   251.00;    0.0;eor
       1443;19740223;    1;     -999;     -999;   250.00;    0.5;eor
       1443;19740224;    1;     -999;     -999;   224.00;    0.0;eor
       1443;19740225;    1;     -999;     -999;   226.00;    0.1;eor
       1443;19740226;    1;     -999;     -999;   483.00;    0.7;eor
       1443;19740227;    1;     -999;     -999;  1039.00;    8.0;eor
       1443;19740228;    1;     -999;     -999;   553.00;    1.0;eor
       1443;19740301;    1;     -999;     -999;   699.00;    3.6;eor
       1443;19740302;    1;     -999;     -999;   481.00;    0.9;eor
       1443;19740303;    1;     -999;     -999;   818.00;    3.9;eor
       1443;19740304;    1;     -999;     -999;   490.00;    0.0;eor
       1443;19740305;    1;     -999;     -999;   309.00;    0.0;eor
