Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
May 28, 2020;May 29, 2020;13,848.00;11,005.25;5,923.25;30,948.25;288.00;31,055.00;7,595.75;720.00;11,151.50;3,024.00
May 29, 2020;May 30, 2020;13,848.00;11,753.25;7,460.75;32,538.25;288.00;31,135.50;7,410.25;720.00;11,850.25;3,024.00
May 30, 2020;May 31, 2020;13,848.00;10,608.25;10,976.50;30,464.75;288.00;31,137.25;7,250.25;720.00;7,698.25;3,024.00
May 31, 2020;Jun 1, 2020;13,848.00;9,052.50;6,970.75;35,196.25;288.00;31,147.75;14,348.50;720.00;5,279.00;3,024.00
Jun 1, 2020;Jun 2, 2020;13,848.00;10,059.25;7,486.25;37,577.50;288.00;30,981.00;14,519.25;720.00;5,991.00;3,024.00
Jun 2, 2020;Jun 3, 2020;13,848.00;12,443.00;3,414.00;36,349.00;288.00;30,764.00;16,058.25;707.00;15,416.50;3,024.00
Jun 3, 2020;Jun 4, 2020;13,848.00;13,107.00;2,725.75;27,824.50;288.00;30,749.50;8,783.50;553.50;17,428.25;3,024.00
Jun 4, 2020;Jun 5, 2020;13,848.00;13,517.50;7,141.00;12,878.50;288.00;30,872.75;17,300.00;1,670.25;14,454.25;3,396.25
Jun 5, 2020;Jun 6, 2020;13,848.00;12,848.00;15,265.75;13,603.00;288.00;30,975.75;7,206.25;720.00;9,677.50;3,024.00
Jun 6, 2020;Jun 7, 2020;13,848.00;12,067.25;9,776.75;15,393.50;288.00;30,824.75;13,734.50;720.00;4,175.75;3,024.00
Jun 7, 2020;Jun 8, 2020;13,848.00;13,256.50;2,684.25;15,722.75;288.00;30,673.25;12,595.50;720.00;4,420.00;3,024.00
Jun 8, 2020;Jun 9, 2020;13,848.00;14,392.50;1,415.00;24,957.25;288.00;30,542.50;9,335.50;720.00;11,772.75;3,024.00
Jun 9, 2020;Jun 10, 2020;13,848.00;14,000.50;5,908.25;9,785.75;288.00;30,396.50;8,724.25;705.50;11,571.75;3,024.00
Jun 10, 2020;Jun 11, 2020;13,848.00;14,312.50;3,840.75;8,164.50;288.00;30,237.00;9,167.00;696.00;13,158.25;3,024.00
Jun 11, 2020;Jun 12, 2020;13,848.00;15,426.25;1,227.25;17,819.00;288.00;30,128.25;10,699.50;696.00;5,276.75;3,024.00
Jun 12, 2020;Jun 13, 2020;13,848.00;14,469.25;7,775.00;37,279.75;288.00;29,862.25;8,675.75;696.00;4,548.25;3,024.00
Jun 13, 2020;Jun 14, 2020;13,848.00;13,327.25;7,360.75;28,473.25;288.00;29,692.50;10,770.00;696.00;3,859.25;3,024.00
Jun 14, 2020;Jun 15, 2020;13,848.00;15,572.00;17,027.00;6,860.75;288.00;29,662.75;8,367.00;696.00;7,530.75;3,024.00
Jun 15, 2020;Jun 16, 2020;13,848.00;15,176.25;10,045.25;11,836.25;288.00;29,504.75;8,236.75;934.75;11,541.25;3,030.75
Jun 16, 2020;Jun 17, 2020;13,848.00;16,425.00;1,037.25;15,831.75;288.00;29,103.25;10,522.75;720.00;14,984.25;3,024.00
Jun 17, 2020;Jun 18, 2020;13,848.00;15,997.75;4,576.50;16,599.00;288.00;29,002.25;6,609.00;720.00;7,066.75;3,051.75
Jun 18, 2020;Jun 19, 2020;13,848.00;18,042.25;4,990.50;31,414.50;288.00;28,194.00;6,795.25;720.00;8,523.75;3,024.00
Jun 19, 2020;Jun 20, 2020;13,848.00;17,076.25;4,827.50;19,303.00;288.00;9,796.00;6,500.50;720.00;11,598.75;3,024.00
Jun 20, 2020;Jun 21, 2020;13,848.00;15,958.00;3,967.25;25,322.50;288.00;0.00;15,996.00;720.00;7,239.25;3,024.00
Jun 21, 2020;Jun 22, 2020;13,848.00;14,607.25;1,238.25;32,592.00;288.00;0.00;14,380.00;720.00;4,368.75;3,024.00
Jun 22, 2020;Jun 23, 2020;13,848.00;17,424.75;4,467.75;30,761.00;288.00;0.00;22,211.75;433.75;12,909.00;3,024.00
Jun 23, 2020;Jun 24, 2020;13,848.00;16,433.00;3,915.50;36,250.50;288.00;0.00;14,293.50;0.00;10,179.25;3,024.00
Jun 24, 2020;Jun 25, 2020;13,848.00;15,645.00;8,212.00;37,722.25;288.00;0.00;11,183.00;0.00;8,203.50;3,024.00
Jun 25, 2020;Jun 26, 2020;13,848.00;15,662.00;4,437.25;33,909.50;288.00;0.50;11,253.00;0.00;10,410.75;3,024.00
Jun 26, 2020;Jun 27, 2020;13,848.00;14,605.50;5,003.00;28,566.00;288.00;3.50;10,835.00;0.00;9,285.50;3,024.00
Jun 27, 2020;Jun 28, 2020;13,848.00;15,443.25;5,773.00;29,413.75;288.00;9.50;16,895.00;0.00;8,912.00;3,024.00
Jun 28, 2020;Jun 29, 2020;13,848.00;14,293.25;8,193.75;21,679.50;288.00;11.00;18,765.75;0.00;5,521.75;3,024.00
Jun 29, 2020;Jun 30, 2020;13,848.00;16,535.75;5,365.25;24,907.50;288.00;0.00;17,415.50;0.00;12,511.00;3,024.00
Jun 30, 2020;Jul 1, 2020;13,848.00;17,994.50;7,698.00;30,117.25;288.00;0.00;22,631.25;0.00;6,636.00;3,026.75
Jul 1, 2020;Jul 2, 2020;13,848.00;18,802.75;5,237.50;34,930.25;288.00;2.00;12,294.25;0.00;9,384.00;3,026.75
Jul 2, 2020;Jul 3, 2020;13,848.00;19,732.00;6,557.25;19,811.75;288.00;2.75;19,573.00;0.00;13,025.00;3,024.00
Jul 3, 2020;Jul 4, 2020;13,848.00;20,922.75;2,990.00;28,431.50;288.00;1.00;6,556.25;0.00;14,082.50;3,024.00
Jul 4, 2020;Jul 5, 2020;13,848.00;16,125.00;5,998.25;34,300.25;288.00;2.25;7,118.75;0.00;10,269.50;3,024.00
Jul 5, 2020;Jul 6, 2020;13,848.00;13,058.75;12,581.25;28,111.25;288.00;6.75;11,492.50;0.00;7,833.50;3,024.00
Jul 6, 2020;Jul 7, 2020;13,848.00;16,899.75;16,590.25;30,123.75;288.00;3.25;23,392.75;0.00;5,663.25;3,024.00
Jul 7, 2020;Jul 8, 2020;13,848.00;16,933.25;699.75;34,301.50;288.00;0.00;8,590.75;0.00;7,461.00;3,024.00
Jul 8, 2020;Jul 9, 2020;13,848.00;16,985.75;5,094.75;27,408.50;288.00;0.00;6,355.75;850.50;15,306.25;3,024.25
Jul 9, 2020;Jul 10, 2020;13,848.00;17,927.50;5,578.00;32,938.00;288.00;0.00;7,639.25;0.00;6,086.25;3,024.00
Jul 10, 2020;Jul 11, 2020;13,848.00;14,606.25;14,142.50;29,672.00;288.00;0.00;7,221.00;0.00;9,075.00;3,024.00
Jul 11, 2020;Jul 12, 2020;13,848.00;14,470.75;2,450.50;26,894.25;288.00;0.00;13,931.00;0.00;4,518.25;3,024.00
Jul 12, 2020;Jul 13, 2020;13,848.00;13,986.25;3,584.25;35,168.00;288.00;0.00;16,440.75;0.00;3,587.00;3,024.00
Jul 13, 2020;Jul 14, 2020;13,848.00;14,181.25;4,018.50;35,291.50;288.00;0.00;9,777.75;0.00;7,447.50;3,024.00
Jul 14, 2020;Jul 15, 2020;13,848.00;14,105.25;1,099.75;29,674.25;288.00;0.00;7,596.00;0.00;8,745.00;3,025.50
Jul 15, 2020;Jul 16, 2020;13,848.00;14,703.25;3,701.75;14,607.75;288.00;0.00;11,711.25;1,030.75;13,727.25;3,024.00
Jul 16, 2020;Jul 17, 2020;13,848.00;15,687.50;4,021.75;7,144.00;288.00;11,931.75;17,610.50;733.25;14,102.00;3,048.00
Jul 17, 2020;Jul 18, 2020;13,848.00;15,422.25;721.50;21,558.00;288.00;31,071.50;5,873.50;0.00;8,250.50;3,024.00
Jul 18, 2020;Jul 19, 2020;13,848.00;13,974.50;307.25;32,612.00;288.00;31,106.00;4,520.50;0.00;5,974.00;3,024.00
Jul 19, 2020;Jul 20, 2020;13,848.00;12,616.25;445.75;32,772.50;288.00;31,056.50;6,643.00;0.00;3,957.50;3,024.00
Jul 20, 2020;Jul 21, 2020;13,848.00;14,687.00;1,519.25;31,234.00;288.00;30,949.75;11,070.25;698.00;9,023.50;3,024.00
Jul 21, 2020;Jul 22, 2020;13,848.00;13,644.75;2,871.25;31,745.50;288.00;30,937.00;6,184.75;76.50;7,305.25;3,024.00
Jul 22, 2020;Jul 23, 2020;13,848.00;13,740.75;2,845.00;31,797.25;288.00;31,084.50;6,452.75;326.50;11,745.50;3,024.00
Jul 23, 2020;Jul 24, 2020;13,848.00;13,723.00;1,328.75;33,225.50;288.00;31,148.00;7,387.75;389.50;12,585.50;3,024.50
Jul 24, 2020;Jul 25, 2020;13,848.00;13,724.75;2,870.25;21,464.00;288.00;31,128.25;6,269.00;365.25;9,163.50;3,024.75
Jul 25, 2020;Jul 26, 2020;13,848.00;13,729.00;2,289.25;29,733.75;288.00;30,976.50;4,688.50;194.25;6,251.00;3,024.00
Jul 26, 2020;Jul 27, 2020;13,848.00;12,351.75;8,572.75;23,898.00;288.00;29,925.75;4,148.25;95.50;6,461.75;3,024.00
Jul 27, 2020;Jul 28, 2020;13,848.00;14,137.75;2,874.50;33,835.25;288.00;30,863.50;5,984.25;168.75;9,348.25;3,024.00
Jul 28, 2020;Jul 29, 2020;13,848.00;12,147.25;15,437.75;25,974.00;288.00;30,824.00;14,406.75;142.25;7,464.75;3,024.00
Jul 29, 2020;Jul 30, 2020;13,848.00;12,208.25;1,840.75;34,701.25;288.00;31,019.50;21,102.50;100.50;10,955.50;3,024.00
Jul 30, 2020;Jul 31, 2020;13,848.00;12,314.00;699.75;34,409.00;288.00;30,965.00;5,952.25;693.00;8,834.25;3,024.00
Jul 31, 2020;Aug 1, 2020;13,848.00;12,428.25;1,331.00;33,229.25;288.00;30,842.50;5,841.25;332.25;11,026.75;3,024.00
Aug 1, 2020;Aug 2, 2020;13,848.00;11,374.75;3,301.75;26,866.50;288.00;30,804.75;6,644.75;272.50;6,903.75;3,024.00
Aug 2, 2020;Aug 3, 2020;13,848.00;12,911.50;4,376.50;12,027.25;288.00;30,736.25;6,170.75;194.25;3,085.75;3,024.00
Aug 3, 2020;Aug 4, 2020;13,848.00;14,297.00;2,522.50;11,248.25;288.00;30,946.75;5,455.75;647.75;7,973.25;3,024.00
Aug 4, 2020;Aug 5, 2020;13,848.00;16,379.50;1,678.50;16,328.25;288.00;31,082.75;5,623.00;651.75;10,439.50;3,062.75
Aug 5, 2020;Aug 6, 2020;13,848.00;14,651.75;2,766.50;33,761.00;288.00;31,013.25;12,974.25;0.00;8,931.50;3,024.00
Aug 6, 2020;Aug 7, 2020;13,848.00;15,277.75;3,163.25;34,075.75;288.00;30,919.50;8,090.25;407.00;10,976.75;3,024.00
Aug 7, 2020;Aug 8, 2020;13,848.00;15,015.75;2,873.50;32,819.50;288.00;30,746.75;5,503.00;625.75;9,775.50;3,024.00
Aug 8, 2020;Aug 9, 2020;13,848.00;14,161.75;1,037.50;32,729.50;288.00;30,673.00;4,789.25;226.25;8,667.50;3,024.00
Aug 9, 2020;Aug 10, 2020;13,848.00;13,570.75;1,139.50;31,963.50;288.00;30,718.50;5,712.50;141.75;5,974.00;3,024.00
Aug 10, 2020;Aug 11, 2020;13,848.00;15,189.75;1,877.75;30,286.00;288.00;30,632.50;6,580.50;348.25;11,178.50;3,024.00
Aug 11, 2020;Aug 12, 2020;13,848.00;12,959.75;4,006.75;26,363.50;288.00;30,608.00;9,673.00;261.75;10,946.50;3,024.00
Aug 12, 2020;Aug 13, 2020;13,848.00;11,777.75;3,905.75;25,447.50;288.00;30,552.75;13,791.00;140.00;7,431.75;3,024.00
Aug 13, 2020;Aug 14, 2020;13,848.00;14,286.25;4,591.00;10,836.25;288.00;30,596.50;10,817.75;357.25;11,870.00;3,024.00
Aug 14, 2020;Aug 15, 2020;13,848.00;13,779.25;1,477.00;16,253.00;288.00;30,668.50;6,185.25;488.50;11,786.75;3,024.00
Aug 15, 2020;Aug 16, 2020;13,848.00;12,106.50;1,215.00;26,477.75;288.00;30,710.50;5,236.50;92.75;6,283.25;3,024.00
Aug 16, 2020;Aug 17, 2020;13,848.00;10,393.50;2,791.75;29,274.75;288.00;30,588.75;5,785.25;151.25;2,960.25;3,024.00
Aug 17, 2020;Aug 18, 2020;13,848.00;13,361.00;4,455.25;18,566.25;288.00;30,819.00;6,096.25;1,301.75;18,403.75;3,024.00
Aug 18, 2020;Aug 19, 2020;13,848.00;13,154.50;4,515.75;24,720.00;288.00;30,862.25;6,427.75;619.00;13,098.50;3,024.00
Aug 19, 2020;Aug 20, 2020;13,848.00;12,097.25;1,053.00;27,293.50;288.00;30,868.50;6,442.25;1,714.50;10,438.25;3,024.00
Aug 20, 2020;Aug 21, 2020;13,848.00;13,783.75;3,636.75;28,430.50;288.00;30,726.25;6,644.00;684.50;15,752.00;3,210.75
Aug 21, 2020;Aug 22, 2020;13,848.00;12,499.00;6,049.25;29,444.25;288.00;30,556.75;6,501.25;154.75;9,947.00;3,024.00
Aug 22, 2020;Aug 23, 2020;13,848.00;11,245.75;8,858.25;15,545.75;288.00;30,727.50;4,692.75;0.00;9,101.00;3,024.00
Aug 23, 2020;Aug 24, 2020;13,848.00;11,632.25;11,242.00;21,937.00;288.00;25,865.00;5,184.00;0.00;4,058.50;3,024.00
Aug 24, 2020;Aug 25, 2020;13,848.00;11,137.75;3,418.00;22,416.25;288.00;31,062.00;5,891.75;474.50;10,768.00;3,024.00
Aug 25, 2020;Aug 26, 2020;13,848.00;11,066.75;4,873.25;19,647.50;288.00;31,118.75;7,871.50;299.75;11,955.25;3,024.00
Aug 26, 2020;Aug 27, 2020;13,848.00;9,873.75;27,552.50;30,396.25;288.00;24,546.00;10,176.50;289.50;5,411.75;3,024.00
Aug 27, 2020;Aug 28, 2020;13,848.00;11,700.00;3,130.00;22,860.75;288.00;30,997.00;20,858.50;436.75;11,248.00;3,244.50
Aug 28, 2020;Aug 29, 2020;13,848.00;11,225.00;10,229.75;12,034.00;288.00;30,943.75;6,471.25;427.00;8,595.50;3,024.00
Aug 29, 2020;Aug 30, 2020;13,848.00;11,220.75;3,939.00;11,129.50;288.00;31,025.00;4,585.25;147.25;4,143.25;3,024.00
Aug 30, 2020;Aug 31, 2020;13,848.00;13,043.25;4,203.75;4,493.75;288.00;31,116.75;5,966.75;586.75;3,705.50;3,024.00
Aug 31, 2020;Sep 1, 2020;13,848.00;16,568.50;2,234.25;15,335.50;288.00;31,079.25;25,622.00;881.50;11,905.75;3,024.00
Sep 1, 2020;Sep 2, 2020;13,848.00;17,396.50;1,042.25;13,160.75;288.00;31,080.50;33,825.50;1,114.50;9,677.50;3,579.50
Sep 2, 2020;Sep 3, 2020;13,848.00;18,163.50;253.50;23,919.50;288.00;31,165.25;28,248.00;672.00;10,797.00;3,024.00
Sep 3, 2020;Sep 4, 2020;13,848.00;16,931.75;2,227.00;25,587.25;288.00;31,116.00;15,298.00;829.25;7,067.00;3,024.00
Sep 4, 2020;Sep 5, 2020;13,848.00;16,132.50;4,963.25;26,011.50;288.00;30,927.00;16,462.00;676.25;10,845.25;3,024.00
Sep 5, 2020;Sep 6, 2020;13,848.00;13,976.75;7,855.25;21,302.50;288.00;30,849.50;8,929.25;681.75;5,053.25;3,024.00
Sep 6, 2020;Sep 7, 2020;13,848.00;12,535.75;977.75;14,871.00;288.00;31,129.75;8,857.00;682.00;5,128.50;3,024.00
Sep 7, 2020;Sep 8, 2020;13,848.00;14,762.75;1,718.50;26,914.25;288.00;31,212.00;9,664.25;0.00;8,115.00;3,024.00
Sep 8, 2020;Sep 9, 2020;13,848.00;14,401.00;409.00;29,375.00;288.00;31,162.00;10,822.00;617.50;10,173.00;3,024.00
Sep 9, 2020;Sep 10, 2020;13,848.00;14,818.25;1,394.25;28,938.50;288.00;31,021.50;16,765.75;0.00;8,662.00;3,024.00
Sep 10, 2020;Sep 11, 2020;13,848.00;14,272.50;951.25;18,754.25;288.00;30,908.75;35,576.75;130.00;11,669.50;3,024.00
Sep 11, 2020;Sep 12, 2020;13,848.00;12,440.75;541.00;23,120.50;288.00;30,872.75;30,649.25;60.75;9,190.25;3,024.00
Sep 12, 2020;Sep 13, 2020;13,848.00;10,917.25;652.75;25,044.25;288.00;29,355.00;17,570.25;151.25;9,075.75;3,024.00
Sep 13, 2020;Sep 14, 2020;13,848.00;10,473.50;935.75;27,164.75;288.00;28,710.50;7,867.50;479.25;5,131.75;3,024.00
Sep 14, 2020;Sep 15, 2020;13,848.00;13,343.00;4,505.75;26,572.75;288.00;30,743.75;30,852.25;1,046.00;12,816.25;3,208.75
Sep 15, 2020;Sep 16, 2020;13,848.00;14,352.25;451.50;26,236.00;288.00;30,707.00;36,169.00;1,525.25;18,500.75;3,552.25
Sep 16, 2020;Sep 17, 2020;13,848.00;11,254.25;627.75;18,385.75;288.00;30,754.25;35,331.50;690.00;7,710.75;3,024.00
Sep 17, 2020;Sep 18, 2020;13,848.00;9,396.75;9,843.50;19,616.75;288.00;30,741.50;23,314.00;408.25;5,632.50;3,024.00
Sep 18, 2020;Sep 19, 2020;13,848.00;9,406.00;13,856.00;23,557.25;288.00;31,014.50;13,074.75;290.50;6,507.00;3,024.00
Sep 19, 2020;Sep 20, 2020;13,848.00;8,725.50;6,140.50;24,286.50;288.00;31,124.00;6,281.25;659.25;4,986.50;3,024.00
Sep 20, 2020;Sep 21, 2020;13,848.00;9,312.00;1,822.50;24,977.75;288.00;31,105.25;7,687.00;707.00;3,216.25;3,024.00
Sep 21, 2020;Sep 22, 2020;13,848.00;11,135.00;656.25;23,911.00;288.00;31,017.75;31,454.75;484.50;11,498.50;3,024.00
Sep 22, 2020;Sep 23, 2020;13,848.00;10,912.25;547.25;20,099.00;288.00;30,909.50;39,983.50;867.00;12,291.75;3,024.00
Sep 23, 2020;Sep 24, 2020;13,848.00;10,912.50;5,744.75;12,731.25;288.00;30,934.25;25,025.00;2,443.75;7,805.00;3,024.00
Sep 24, 2020;Sep 25, 2020;13,848.00;11,168.50;11,968.00;14,755.50;288.00;30,708.00;17,423.75;2,536.75;8,500.00;3,057.00
Sep 25, 2020;Sep 26, 2020;13,848.00;12,754.75;13,065.25;5,846.75;288.00;31,284.25;12,637.75;5,047.00;7,721.50;3,028.75
Sep 26, 2020;Sep 27, 2020;13,848.00;12,687.50;26,261.50;5,015.50;288.00;31,454.75;7,323.50;4,951.75;2,947.75;3,024.00
Sep 27, 2020;Sep 28, 2020;13,848.00;13,080.50;10,203.75;14,969.25;288.00;31,475.25;12,381.50;4,954.75;5,637.25;3,024.00
Sep 28, 2020;Sep 29, 2020;13,848.00;14,555.75;1,150.75;20,984.00;288.00;31,383.50;32,162.00;4,618.50;12,497.00;3,305.50
Sep 29, 2020;Sep 30, 2020;13,848.00;14,067.25;4,279.00;4,770.75;288.00;31,244.50;40,408.50;5,369.00;10,142.50;3,102.50
Sep 30, 2020;Oct 1, 2020;13,848.00;14,689.25;1,245.50;18,745.75;288.00;31,163.00;40,589.00;4,488.00;9,888.50;3,325.00
Oct 1, 2020;Oct 2, 2020;13,848.00;13,349.25;5,719.50;13,341.75;288.00;31,186.00;20,456.00;4,594.50;12,095.50;3,037.50
Oct 2, 2020;Oct 3, 2020;13,848.00;12,213.25;17,093.25;10,530.75;288.00;31,089.50;14,204.00;4,672.75;7,906.25;3,024.00
Oct 3, 2020;Oct 4, 2020;13,848.00;13,565.00;11,728.75;10,027.50;288.00;31,120.75;5,119.75;4,709.75;6,721.75;3,024.00
Oct 4, 2020;Oct 5, 2020;13,848.00;12,881.75;15,499.50;19,121.75;288.00;28,391.50;4,588.75;4,558.50;4,389.25;3,024.00
Oct 5, 2020;Oct 6, 2020;13,848.00;14,773.75;16,517.00;11,486.75;288.00;30,807.25;9,242.50;4,578.50;8,328.00;3,024.00
Oct 6, 2020;Oct 7, 2020;13,848.00;13,447.00;25,009.25;8,335.00;288.00;31,228.25;11,280.25;4,488.00;9,527.75;3,024.00
Oct 7, 2020;Oct 8, 2020;13,848.00;15,174.75;21,175.00;9,935.25;288.00;31,228.00;18,209.00;4,488.00;7,724.00;3,024.00
Oct 8, 2020;Oct 9, 2020;13,848.00;13,564.50;17,188.50;12,823.75;288.00;31,221.75;8,622.75;4,488.50;6,202.00;3,024.00
Oct 9, 2020;Oct 10, 2020;13,848.00;15,294.25;12,615.75;13,106.75;288.00;31,112.50;17,543.25;4,553.25;13,713.25;3,024.00
Oct 10, 2020;Oct 11, 2020;13,848.00;13,647.75;6,785.00;6,590.00;288.00;31,239.00;7,171.00;4,465.00;5,060.00;3,024.00
Oct 11, 2020;Oct 12, 2020;13,848.00;13,557.50;4,218.50;10,757.50;288.00;31,473.50;7,640.75;4,534.25;4,774.50;3,024.00
Oct 12, 2020;Oct 13, 2020;13,848.00;15,582.75;1,978.00;8,841.00;288.00;31,447.75;34,899.50;4,924.25;9,800.00;3,062.50
Oct 13, 2020;Oct 14, 2020;13,848.00;14,308.50;1,893.25;12,853.25;288.00;31,418.25;35,039.25;4,817.25;8,766.00;3,024.00
Oct 14, 2020;Oct 15, 2020;13,848.00;12,141.00;5,977.50;10,621.00;288.00;31,465.00;42,674.00;4,660.75;10,529.75;3,024.00
Oct 15, 2020;Oct 16, 2020;13,848.00;14,727.25;4,799.00;3,596.25;288.00;31,405.75;38,920.25;4,891.25;10,490.25;3,085.50
Oct 16, 2020;Oct 17, 2020;13,848.00;14,374.75;6,622.75;3,326.75;288.00;31,409.00;41,255.50;5,015.25;11,086.75;3,024.00
Oct 17, 2020;Oct 18, 2020;13,848.00;12,352.50;535.75;6,335.00;288.00;30,867.50;18,055.00;4,938.00;9,106.75;3,024.00
Oct 18, 2020;Oct 19, 2020;13,848.00;12,646.50;476.00;10,695.00;288.00;31,101.50;12,069.25;4,488.00;5,674.50;3,024.00
Oct 19, 2020;Oct 20, 2020;13,848.00;14,264.25;3,626.50;13,381.50;288.00;31,405.25;18,448.00;5,072.00;14,422.75;3,024.00
Oct 20, 2020;Oct 21, 2020;13,848.00;12,434.50;7,383.75;12,329.75;288.00;31,357.00;26,572.50;4,922.75;10,818.00;3,024.00
Oct 21, 2020;Oct 22, 2020;13,848.00;11,888.00;10,083.75;6,796.25;288.00;31,204.50;25,423.75;4,856.00;10,843.75;3,060.75
Oct 22, 2020;Oct 23, 2020;13,848.00;11,913.50;13,501.75;10,355.25;288.00;30,419.25;25,850.75;6,266.50;6,987.50;3,024.00
Oct 23, 2020;Oct 24, 2020;13,848.00;11,039.00;10,418.25;3,582.50;288.00;31,123.00;53,414.25;5,024.75;8,995.50;3,024.00
Oct 24, 2020;Oct 25, 2020;13,848.00;11,673.50;8,467.50;12,640.25;288.00;31,241.00;8,971.50;4,775.50;6,863.25;3,024.00
Oct 25, 2020;Oct 26, 2020;14,425.00;12,182.00;9,025.75;15,237.25;300.00;24,364.50;7,736.75;4,913.25;6,445.50;3,150.00
Oct 26, 2020;Oct 27, 2020;13,848.00;12,681.50;9,075.75;1,963.50;288.00;30,040.00;16,140.25;5,091.00;11,080.50;3,024.00
Oct 27, 2020;Oct 28, 2020;13,848.00;13,504.00;12,233.50;10,317.25;288.00;30,135.25;20,887.50;4,797.50;8,416.00;3,024.00
Oct 28, 2020;Oct 29, 2020;13,848.00;13,360.50;19,913.50;7,711.50;288.00;30,097.75;21,128.00;4,709.25;8,098.25;3,024.00
Oct 29, 2020;Oct 30, 2020;13,848.00;13,681.25;22,881.00;4,329.00;288.00;30,677.00;25,677.25;4,609.00;9,225.50;3,024.00
Oct 30, 2020;Oct 31, 2020;13,848.00;14,314.75;20,287.50;4,898.75;288.00;31,209.75;13,816.00;4,987.00;6,201.50;3,041.50
Oct 31, 2020;Nov 1, 2020;13,848.00;13,233.75;5,012.75;15,935.00;288.00;31,228.75;9,085.75;4,949.00;4,872.00;3,024.00
Nov 1, 2020;Nov 2, 2020;13,848.00;12,364.25;20,494.50;2,833.25;288.00;31,000.25;6,376.75;4,582.50;2,416.75;3,024.00
Nov 2, 2020;Nov 3, 2020;13,848.00;12,443.25;23,043.50;7,879.00;288.00;27,682.00;27,388.50;4,860.75;8,692.50;3,048.75
Nov 3, 2020;Nov 4, 2020;13,848.00;13,235.75;6,664.25;2,923.75;288.00;31,180.75;27,874.25;4,911.75;9,183.75;3,024.00
Nov 4, 2020;Nov 5, 2020;13,848.00;13,992.50;4,120.00;5,082.25;288.00;31,387.50;43,594.00;4,935.00;7,306.75;4,935.00
Nov 5, 2020;Nov 6, 2020;13,848.00;13,735.50;7,746.25;11,714.50;288.00;31,396.50;37,141.75;4,969.75;6,971.50;4,898.75
Nov 6, 2020;Nov 7, 2020;13,848.00;11,913.25;8,941.75;10,674.50;288.00;31,491.75;35,610.75;4,955.75;9,323.00;4,902.00
Nov 7, 2020;Nov 8, 2020;13,848.00;10,401.50;3,072.25;10,779.25;288.00;31,461.00;14,274.50;4,488.00;6,674.25;3,024.00
Nov 8, 2020;Nov 9, 2020;13,848.00;10,618.00;836.75;10,197.75;288.00;31,489.25;15,186.75;4,488.00;5,312.50;3,024.00
Nov 9, 2020;Nov 10, 2020;13,848.00;11,818.25;259.50;11,721.75;288.00;31,421.25;51,849.75;4,947.25;12,606.75;4,503.00
Nov 10, 2020;Nov 11, 2020;13,848.00;11,370.50;312.25;6,303.50;288.00;31,497.75;60,056.50;5,934.00;12,324.00;4,533.25
Nov 11, 2020;Nov 12, 2020;13,848.00;10,538.00;934.75;4,923.25;288.00;31,409.25;52,837.75;5,756.75;12,973.00;4,502.50
Nov 12, 2020;Nov 13, 2020;13,848.00;10,114.25;6,366.50;6,394.25;288.00;31,351.25;36,801.00;4,706.00;7,311.75;3,024.00
Nov 13, 2020;Nov 14, 2020;13,848.00;10,662.25;5,267.00;7,623.50;288.00;31,327.00;39,338.25;4,843.75;10,087.00;3,024.00
Nov 14, 2020;Nov 15, 2020;13,848.00;10,301.25;6,068.00;12,896.00;288.00;31,305.75;13,485.00;4,991.25;6,780.75;3,024.00
Nov 15, 2020;Nov 16, 2020;13,848.00;9,815.50;14,457.75;11,828.00;288.00;31,376.00;15,969.25;4,643.00;3,193.00;3,024.00
Nov 16, 2020;Nov 17, 2020;13,848.00;11,638.25;19,792.25;5,251.50;288.00;31,405.75;47,872.75;4,480.50;8,041.00;3,024.00
Nov 17, 2020;Nov 18, 2020;13,848.00;9,799.25;6,831.00;8,954.50;288.00;31,458.00;57,509.25;4,563.00;7,076.00;3,024.00
Nov 18, 2020;Nov 19, 2020;13,848.00;9,574.75;5,543.75;12,873.75;288.00;31,469.25;46,289.00;6,976.25;9,688.75;3,141.00
Nov 19, 2020;Nov 20, 2020;13,848.00;9,110.25;23,411.25;3,301.00;288.00;31,439.75;39,568.00;4,969.25;8,178.25;3,024.00
Nov 20, 2020;Nov 21, 2020;13,848.00;11,402.75;3,221.25;7,793.75;288.00;31,517.75;38,489.25;5,916.00;11,061.50;3,024.00
Nov 21, 2020;Nov 22, 2020;13,848.00;10,007.25;2,695.00;10,046.00;288.00;31,563.25;42,085.00;5,203.50;6,762.25;3,024.00
Nov 22, 2020;Nov 23, 2020;13,848.00;8,804.25;3,504.50;10,055.50;288.00;31,616.75;47,730.25;5,105.75;4,342.00;3,024.00
Nov 23, 2020;Nov 24, 2020;13,848.00;10,518.00;3,022.50;4,445.75;288.00;31,524.00;65,070.25;6,126.00;9,851.50;3,250.00
Nov 24, 2020;Nov 25, 2020;13,848.00;12,385.00;2,683.00;4,237.00;288.00;31,468.75;77,828.75;7,256.50;10,078.25;3,350.00
