Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Jul 1, 2017;Jul 2, 2017;137,370.50;107,190.25;7,227.00
Jul 2, 2017;Jul 3, 2017;120,544.75;105,280.50;12,171.00
Jul 3, 2017;Jul 4, 2017;173,681.25;146,809.00;9,957.50
Jul 4, 2017;Jul 5, 2017;181,646.25;151,913.75;6,210.25
Jul 5, 2017;Jul 6, 2017;184,251.75;152,644.00;5,098.75
Jul 6, 2017;Jul 7, 2017;184,567.50;154,599.25;6,035.75
Jul 7, 2017;Jul 8, 2017;184,175.00;155,328.75;5,444.00
Jul 8, 2017;Jul 9, 2017;144,037.75;116,005.25;8,989.00
Jul 9, 2017;Jul 10, 2017;124,553.25;101,680.50;7,888.50
Jul 10, 2017;Jul 11, 2017;180,350.00;155,476.50;4,838.75
Jul 11, 2017;Jul 12, 2017;182,780.00;156,484.00;8,185.75
Jul 12, 2017;Jul 13, 2017;184,003.25;158,248.00;8,767.00
Jul 13, 2017;Jul 14, 2017;179,783.25;149,615.00;6,551.75
Jul 14, 2017;Jul 15, 2017;177,653.50;155,890.75;6,581.25
Jul 15, 2017;Jul 16, 2017;137,281.25;111,928.75;8,125.50
Jul 16, 2017;Jul 17, 2017;118,501.50;92,608.25;9,249.50
Jul 17, 2017;Jul 18, 2017;178,214.75;150,497.75;4,271.25
Jul 18, 2017;Jul 19, 2017;185,281.50;155,328.75;7,619.25
Jul 19, 2017;Jul 20, 2017;188,546.25;157,348.00;7,345.00
Jul 20, 2017;Jul 21, 2017;183,724.50;162,212.25;9,701.25
Jul 21, 2017;Jul 22, 2017;180,477.75;151,700.25;6,706.25
Jul 22, 2017;Jul 23, 2017;141,959.25;114,228.00;8,559.25
Jul 23, 2017;Jul 24, 2017;120,118.75;93,202.00;13,760.75
Jul 24, 2017;Jul 25, 2017;176,489.75;155,768.50;7,747.75
Jul 25, 2017;Jul 26, 2017;180,623.75;158,898.00;9,585.00
Jul 26, 2017;Jul 27, 2017;183,173.50;161,006.25;6,153.00
Jul 27, 2017;Jul 28, 2017;179,414.50;160,054.75;6,819.00
Jul 28, 2017;Jul 29, 2017;172,780.00;146,702.25;10,497.00
Jul 29, 2017;Jul 30, 2017;137,993.25;106,998.25;11,150.25
Jul 30, 2017;Jul 31, 2017;122,665.25;93,139.50;11,694.75
Jul 31, 2017;Aug 1, 2017;173,343.25;148,743.50;4,670.75
Aug 1, 2017;Aug 2, 2017;178,159.75;149,369.75;9,040.75
Aug 2, 2017;Aug 3, 2017;177,815.00;151,328.00;6,507.00
Aug 3, 2017;Aug 4, 2017;179,046.75;157,774.50;7,950.25
Aug 4, 2017;Aug 5, 2017;172,400.50;146,496.75;9,657.50
Aug 5, 2017;Aug 6, 2017;136,607.25;109,535.75;6,368.75
Aug 6, 2017;Aug 7, 2017;114,247.00;92,500.75;15,845.00
Aug 7, 2017;Aug 8, 2017;159,448.75;126,073.75;9,617.50
Aug 8, 2017;Aug 9, 2017;167,542.75;148,567.25;5,355.50
Aug 9, 2017;Aug 10, 2017;166,518.50;146,393.00;7,214.75
Aug 10, 2017;Aug 11, 2017;167,461.75;158,724.25;8,817.75
Aug 11, 2017;Aug 12, 2017;163,842.75;154,846.75;7,887.00
Aug 12, 2017;Aug 13, 2017;131,599.00;112,293.00;11,542.75
Aug 13, 2017;Aug 14, 2017;113,556.00;91,128.50;12,512.00
Aug 14, 2017;Aug 15, 2017;159,332.00;129,774.50;9,110.00
Aug 15, 2017;Aug 16, 2017;166,980.75;139,177.50;4,871.25
Aug 16, 2017;Aug 17, 2017;166,104.50;142,045.00;8,885.25
Aug 17, 2017;Aug 18, 2017;165,962.50;141,610.00;7,810.75
Aug 18, 2017;Aug 19, 2017;165,572.00;139,150.25;5,187.00
Aug 19, 2017;Aug 20, 2017;131,519.75;107,431.50;15,352.00
Aug 20, 2017;Aug 21, 2017;113,141.50;85,985.25;16,299.25
Aug 21, 2017;Aug 22, 2017;161,689.75;139,354.50;10,010.25
Aug 22, 2017;Aug 23, 2017;169,149.50;143,119.50;7,146.75
Aug 23, 2017;Aug 24, 2017;172,173.75;144,631.50;7,288.50
Aug 24, 2017;Aug 25, 2017;172,311.00;146,726.00;8,324.00
Aug 25, 2017;Aug 26, 2017;171,196.50;146,545.75;7,337.00
Aug 26, 2017;Aug 27, 2017;136,923.25;110,041.00;7,278.50
Aug 27, 2017;Aug 28, 2017;118,791.75;100,503.75;11,321.75
Aug 28, 2017;Aug 29, 2017;174,633.25;150,028.00;7,369.50
Aug 29, 2017;Aug 30, 2017;180,198.50;153,141.50;8,241.25
Aug 30, 2017;Aug 31, 2017;181,506.75;155,899.75;10,196.00
Aug 31, 2017;Sep 1, 2017;179,029.75;168,991.25;10,995.25
Sep 1, 2017;Sep 2, 2017;167,266.25;156,925.50;10,949.75
Sep 2, 2017;Sep 3, 2017;129,474.25;115,931.25;7,119.75
Sep 3, 2017;Sep 4, 2017;109,728.75;90,031.50;13,837.50
Sep 4, 2017;Sep 5, 2017;164,927.00;144,238.50;6,403.25
Sep 5, 2017;Sep 6, 2017;173,365.50;153,989.00;8,840.50
Sep 6, 2017;Sep 7, 2017;174,724.50;147,022.75;10,212.25
Sep 7, 2017;Sep 8, 2017;174,013.50;156,643.00;8,572.75
Sep 8, 2017;Sep 9, 2017;170,719.00;147,677.75;12,811.50
Sep 9, 2017;Sep 10, 2017;138,235.50;123,700.00;11,243.50
Sep 10, 2017;Sep 11, 2017;115,207.00;97,427.00;17,658.00
Sep 11, 2017;Sep 12, 2017;171,183.25;146,290.25;17,473.50
Sep 12, 2017;Sep 13, 2017;179,441.25;152,072.75;10,663.50
Sep 13, 2017;Sep 14, 2017;183,323.25;155,537.75;13,562.25
Sep 14, 2017;Sep 15, 2017;182,996.75;157,050.25;14,053.75
Sep 15, 2017;Sep 16, 2017;176,314.25;152,745.00;8,286.00
Sep 16, 2017;Sep 17, 2017;140,538.00;125,516.00;8,929.25
Sep 17, 2017;Sep 18, 2017;122,906.25;105,817.50;10,237.25
Sep 18, 2017;Sep 19, 2017;177,228.00;162,558.75;9,301.75
Sep 19, 2017;Sep 20, 2017;183,046.25;169,551.75;8,712.25
Sep 20, 2017;Sep 21, 2017;181,459.00;166,641.00;11,493.50
Sep 21, 2017;Sep 22, 2017;178,029.00;155,453.50;10,354.50
Sep 22, 2017;Sep 23, 2017;177,060.00;156,109.25;6,539.25
Sep 23, 2017;Sep 24, 2017;141,241.75;121,578.50;7,100.00
Sep 24, 2017;Sep 25, 2017;124,448.50;107,176.00;7,874.75
Sep 25, 2017;Sep 26, 2017;177,521.75;157,345.50;8,639.75
Sep 26, 2017;Sep 27, 2017;182,535.50;164,605.25;8,784.50
Sep 27, 2017;Sep 28, 2017;184,659.00;166,553.00;8,000.25
Sep 28, 2017;Sep 29, 2017;182,063.75;167,125.75;10,570.25
Sep 29, 2017;Sep 30, 2017;182,090.25;170,359.25;10,289.75
Sep 30, 2017;Oct 1, 2017;144,875.75;127,796.00;11,678.00
Oct 1, 2017;Oct 2, 2017;121,264.50;103,959.50;15,490.00
Oct 2, 2017;Oct 3, 2017;159,287.00;144,591.75;13,734.25
Oct 3, 2017;Oct 4, 2017;134,704.75;115,097.75;13,263.00
Oct 4, 2017;Oct 5, 2017;178,233.00;158,550.00;17,195.50
Oct 5, 2017;Oct 6, 2017;184,160.50;149,505.50;13,581.50
Oct 6, 2017;Oct 7, 2017;186,552.50;167,894.25;10,421.25
Oct 7, 2017;Oct 8, 2017;144,846.75;121,470.25;19,209.50
Oct 8, 2017;Oct 9, 2017;131,703.25;115,395.25;11,963.75
Oct 9, 2017;Oct 10, 2017;185,263.25;174,524.00;12,193.75
Oct 10, 2017;Oct 11, 2017;191,797.75;177,503.25;11,792.00
Oct 11, 2017;Oct 12, 2017;187,699.75;168,447.25;9,212.75
Oct 12, 2017;Oct 13, 2017;186,003.00;164,053.00;14,515.25
Oct 13, 2017;Oct 14, 2017;184,195.50;165,238.75;8,970.75
Oct 14, 2017;Oct 15, 2017;145,497.00;127,102.25;13,009.00
Oct 15, 2017;Oct 16, 2017;126,387.75;107,458.25;10,864.00
Oct 16, 2017;Oct 17, 2017;183,530.00;163,076.50;8,318.25
Oct 17, 2017;Oct 18, 2017;187,181.25;168,450.00;10,873.25
Oct 18, 2017;Oct 19, 2017;189,130.00;171,724.25;7,500.00
Oct 19, 2017;Oct 20, 2017;187,147.25;171,715.75;9,931.50
Oct 20, 2017;Oct 21, 2017;186,966.00;172,584.00;8,125.75
Oct 21, 2017;Oct 22, 2017;151,418.25;137,142.75;6,925.00
Oct 22, 2017;Oct 23, 2017;131,584.50;106,890.75;13,466.50
Oct 23, 2017;Oct 24, 2017;191,456.50;177,922.25;9,415.25
Oct 24, 2017;Oct 25, 2017;192,800.50;181,137.50;9,237.75
Oct 25, 2017;Oct 26, 2017;191,780.50;176,550.25;10,087.25
Oct 26, 2017;Oct 27, 2017;191,369.25;178,338.75;8,672.25
Oct 27, 2017;Oct 28, 2017;190,111.25;172,140.00;9,594.75
Oct 28, 2017;Oct 29, 2017;151,257.50;128,856.00;13,325.75
Oct 29, 2017;Oct 30, 2017;139,437.75;114,497.25;14,420.50
Oct 30, 2017;Oct 31, 2017;162,434.75;149,109.75;14,033.75
Oct 31, 2017;Nov 1, 2017;139,206.25;124,916.50;8,471.75
Nov 1, 2017;Nov 2, 2017;139,680.75;127,141.25;6,481.75
Nov 2, 2017;Nov 3, 2017;182,464.25;163,370.75;10,871.75
Nov 3, 2017;Nov 4, 2017;185,738.25;175,640.75;7,182.00
Nov 4, 2017;Nov 5, 2017;150,561.50;136,599.75;10,202.50
Nov 5, 2017;Nov 6, 2017;133,793.50;124,018.25;17,573.00
Nov 6, 2017;Nov 7, 2017;192,836.75;185,426.75;9,528.00
Nov 7, 2017;Nov 8, 2017;202,718.50;195,415.75;9,472.75
Nov 8, 2017;Nov 9, 2017;202,852.75;200,444.00;9,931.50
Nov 9, 2017;Nov 10, 2017;201,680.25;199,144.75;10,269.75
Nov 10, 2017;Nov 11, 2017;200,448.50;185,414.50;8,920.75
Nov 11, 2017;Nov 12, 2017;161,697.75;144,665.25;15,816.50
Nov 12, 2017;Nov 13, 2017;147,004.25;137,537.50;8,818.25
Nov 13, 2017;Nov 14, 2017;201,081.00;194,002.50;11,888.25
Nov 14, 2017;Nov 15, 2017;205,579.25;198,097.50;10,048.00
Nov 15, 2017;Nov 16, 2017;207,664.75;196,902.00;8,453.00
Nov 16, 2017;Nov 17, 2017;205,464.25;202,093.25;16,211.00
Nov 17, 2017;Nov 18, 2017;205,431.25;202,910.75;10,343.00
Nov 18, 2017;Nov 19, 2017;167,116.25;154,569.50;11,181.00
Nov 19, 2017;Nov 20, 2017;142,969.00;121,018.00;19,575.50
Nov 20, 2017;Nov 21, 2017;206,773.25;191,423.75;8,724.50
Nov 21, 2017;Nov 22, 2017;208,479.25;188,610.00;9,113.75
Nov 22, 2017;Nov 23, 2017;202,950.75;181,306.25;11,062.50
Nov 23, 2017;Nov 24, 2017;200,654.25;176,736.00;11,427.75
Nov 24, 2017;Nov 25, 2017;198,017.25;176,192.00;7,369.75
Nov 25, 2017;Nov 26, 2017;168,776.75;157,157.00;7,708.50
Nov 26, 2017;Nov 27, 2017;148,729.75;133,867.50;13,038.50
Nov 27, 2017;Nov 28, 2017;203,801.25;182,688.75;15,585.00
Nov 28, 2017;Nov 29, 2017;212,964.75;197,777.25;9,111.75
Nov 29, 2017;Nov 30, 2017;212,626.00;207,599.25;9,344.25
Nov 30, 2017;Dec 1, 2017;213,613.00;206,405.25;10,372.75
Dec 1, 2017;Dec 2, 2017;210,456.50;207,118.25;9,698.00
Dec 2, 2017;Dec 3, 2017;176,677.00;171,833.25;8,155.00
Dec 3, 2017;Dec 4, 2017;159,758.75;153,243.75;12,825.50
Dec 4, 2017;Dec 5, 2017;210,081.00;202,255.00;11,683.25
Dec 5, 2017;Dec 6, 2017;213,309.25;203,638.75;8,102.25
Dec 6, 2017;Dec 7, 2017;209,808.00;202,168.50;12,248.25
Dec 7, 2017;Dec 8, 2017;205,541.75;181,849.00;16,118.50
Dec 8, 2017;Dec 9, 2017;204,482.25;182,633.00;10,680.50
Dec 9, 2017;Dec 10, 2017;166,981.00;144,725.75;17,772.50
Dec 10, 2017;Dec 11, 2017;154,247.50;134,007.00;18,011.00
Dec 11, 2017;Dec 12, 2017;206,944.25;189,595.25;11,269.25
Dec 12, 2017;Dec 13, 2017;211,084.25;190,664.50;10,610.50
Dec 13, 2017;Dec 14, 2017;208,936.50;184,147.00;10,445.75
Dec 14, 2017;Dec 15, 2017;205,840.75;178,684.75;12,878.25
Dec 15, 2017;Dec 16, 2017;201,588.75;182,928.50;8,544.25
Dec 16, 2017;Dec 17, 2017;167,080.75;160,291.00;12,681.50
Dec 17, 2017;Dec 18, 2017;152,232.00;141,967.00;11,026.75
Dec 18, 2017;Dec 19, 2017;204,068.50;200,065.25;6,912.25
Dec 19, 2017;Dec 20, 2017;204,900.50;203,089.00;11,834.25
Dec 20, 2017;Dec 21, 2017;201,364.50;199,122.00;10,398.25
Dec 21, 2017;Dec 22, 2017;189,990.50;181,409.50;11,952.25
Dec 22, 2017;Dec 23, 2017;172,512.00;167,707.25;10,720.50
Dec 23, 2017;Dec 24, 2017;141,745.50;129,439.50;16,561.25
Dec 24, 2017;Dec 25, 2017;125,727.75;112,127.50;17,912.75
Dec 25, 2017;Dec 26, 2017;126,852.50;115,582.00;11,496.75
Dec 26, 2017;Dec 27, 2017;127,124.75;104,071.00;18,350.25
Dec 27, 2017;Dec 28, 2017;149,552.00;138,089.50;11,027.25
Dec 28, 2017;Dec 29, 2017;154,132.00;138,940.75;13,016.75
Dec 29, 2017;Dec 30, 2017;154,112.50;134,731.50;13,270.50
Dec 30, 2017;Dec 31, 2017;136,322.75;111,635.75;18,508.50
Dec 31, 2017;Jan 1, 2018;127,450.50;100,538.25;14,025.50
Jan 1, 2018;Jan 2, 2018;128,786.25;100,386.50;18,822.75
Jan 2, 2018;Jan 3, 2018;171,218.25;145,340.50;14,345.75
Jan 3, 2018;Jan 4, 2018;183,343.25;154,053.00;17,484.50
Jan 4, 2018;Jan 5, 2018;183,178.50;161,083.00;13,149.50
Jan 5, 2018;Jan 6, 2018;178,295.75;158,796.50;13,503.50
Jan 6, 2018;Jan 7, 2018;141,496.00;134,737.50;15,530.50
Jan 7, 2018;Jan 8, 2018;141,780.50;124,345.50;16,753.00
Jan 8, 2018;Jan 9, 2018;195,281.75;173,821.50;11,724.75
Jan 9, 2018;Jan 10, 2018;202,778.25;189,764.50;11,803.50
Jan 10, 2018;Jan 11, 2018;200,778.50;191,434.50;12,500.00
Jan 11, 2018;Jan 12, 2018;202,371.75;197,597.25;9,292.00
Jan 12, 2018;Jan 13, 2018;201,972.00;198,306.25;8,045.00
Jan 13, 2018;Jan 14, 2018;168,840.00;161,659.75;13,815.50
Jan 14, 2018;Jan 15, 2018;153,399.25;145,810.25;15,748.25
Jan 15, 2018;Jan 16, 2018;208,161.00;191,452.75;11,002.00
Jan 16, 2018;Jan 17, 2018;210,971.75;183,018.75;12,016.25
Jan 17, 2018;Jan 18, 2018;213,810.75;186,502.75;10,266.75
Jan 18, 2018;Jan 19, 2018;210,373.00;183,465.25;12,715.50
Jan 19, 2018;Jan 20, 2018;204,079.75;182,991.00;7,933.50
Jan 20, 2018;Jan 21, 2018;170,325.75;157,745.50;8,214.25
Jan 21, 2018;Jan 22, 2018;151,102.25;140,197.25;6,278.25
Jan 22, 2018;Jan 23, 2018;206,182.00;195,265.75;10,779.25
Jan 23, 2018;Jan 24, 2018;207,865.00;193,454.25;9,942.25
Jan 24, 2018;Jan 25, 2018;202,577.75;179,519.25;15,215.00
Jan 25, 2018;Jan 26, 2018;202,814.75;186,064.00;13,132.25
Jan 26, 2018;Jan 27, 2018;200,208.50;193,368.75;8,229.25
Jan 27, 2018;Jan 28, 2018;163,841.25;158,145.25;9,210.50
Jan 28, 2018;Jan 29, 2018;147,378.50;124,266.00;19,815.00
Jan 29, 2018;Jan 30, 2018;202,876.50;178,108.00;13,819.25
Jan 30, 2018;Jan 31, 2018;205,007.50;193,615.00;7,781.75
Jan 31, 2018;Feb 1, 2018;205,706.25;181,190.50;11,944.25
Feb 1, 2018;Feb 2, 2018;207,741.00;193,027.75;9,014.25
Feb 2, 2018;Feb 3, 2018;203,152.00;186,393.50;8,755.75
Feb 3, 2018;Feb 4, 2018;168,737.50;161,764.00;7,078.00
Feb 4, 2018;Feb 5, 2018;154,548.50;147,656.50;11,349.50
Feb 5, 2018;Feb 6, 2018;207,986.00;186,826.25;8,463.00
Feb 6, 2018;Feb 7, 2018;211,236.75;195,511.00;10,903.00
Feb 7, 2018;Feb 8, 2018;216,040.00;209,047.00;11,355.50
Feb 8, 2018;Feb 9, 2018;211,578.50;205,764.25;10,718.25
Feb 9, 2018;Feb 10, 2018;209,819.00;206,354.00;10,107.50
Feb 10, 2018;Feb 11, 2018;172,714.50;167,180.00;7,938.50
Feb 11, 2018;Feb 12, 2018;155,831.00;141,376.00;16,648.00
Feb 12, 2018;Feb 13, 2018;201,921.25;186,669.75;10,528.75
Feb 13, 2018;Feb 14, 2018;207,546.75;188,779.50;9,990.25
Feb 14, 2018;Feb 15, 2018;212,270.00;190,557.50;8,725.00
Feb 15, 2018;Feb 16, 2018;213,264.00;201,243.50;8,038.00
Feb 16, 2018;Feb 17, 2018;204,165.00;193,590.50;9,420.75
Feb 17, 2018;Feb 18, 2018;173,722.25;168,301.50;5,227.25
Feb 18, 2018;Feb 19, 2018;157,349.00;150,658.50;9,826.25
Feb 19, 2018;Feb 20, 2018;209,803.25;205,457.50;6,527.00
Feb 20, 2018;Feb 21, 2018;216,052.50;211,692.25;9,280.75
Feb 21, 2018;Feb 22, 2018;215,853.50;197,900.75;10,013.25
Feb 22, 2018;Feb 23, 2018;217,950.25;188,081.25;9,904.00
Feb 23, 2018;Feb 24, 2018;216,299.00;190,445.25;8,421.25
Feb 24, 2018;Feb 25, 2018;178,024.50;139,974.50;16,085.25
Feb 25, 2018;Feb 26, 2018;160,553.00;125,110.25;8,673.50
Feb 26, 2018;Feb 27, 2018;216,448.50;189,970.50;7,762.25
Feb 27, 2018;Feb 28, 2018;224,813.75;207,435.00;7,588.25
Feb 28, 2018;Mar 1, 2018;225,967.50;194,474.25;10,674.50
Mar 1, 2018;Mar 2, 2018;224,041.25;195,794.25;11,832.50
Mar 2, 2018;Mar 3, 2018;218,614.25;200,246.50;7,348.50
Mar 3, 2018;Mar 4, 2018;175,398.75;163,544.25;6,698.00
Mar 4, 2018;Mar 5, 2018;151,077.50;130,928.50;15,185.75
Mar 5, 2018;Mar 6, 2018;197,215.50;174,547.00;9,693.75
Mar 6, 2018;Mar 7, 2018;203,554.00;189,099.50;6,572.25
Mar 7, 2018;Mar 8, 2018;202,878.75;178,039.75;5,307.25
Mar 8, 2018;Mar 9, 2018;200,499.75;168,544.00;7,169.25
Mar 9, 2018;Mar 10, 2018;197,897.50;185,672.50;9,833.50
Mar 10, 2018;Mar 11, 2018;159,170.50;144,984.50;12,914.25
Mar 11, 2018;Mar 12, 2018;141,017.25;128,108.75;12,654.25
Mar 12, 2018;Mar 13, 2018;191,594.25;166,295.75;8,206.25
Mar 13, 2018;Mar 14, 2018;200,741.50;172,825.00;10,537.00
Mar 14, 2018;Mar 15, 2018;196,551.25;174,696.00;9,375.75
Mar 15, 2018;Mar 16, 2018;200,909.00;175,354.00;15,367.00
Mar 16, 2018;Mar 17, 2018;195,045.25;178,529.75;10,035.00
Mar 17, 2018;Mar 18, 2018;168,822.75;151,102.00;9,170.50
Mar 18, 2018;Mar 19, 2018;157,901.00;142,050.00;15,656.50
Mar 19, 2018;Mar 20, 2018;208,841.25;201,168.50;6,636.50
Mar 20, 2018;Mar 21, 2018;211,659.75;196,665.50;9,256.00
Mar 21, 2018;Mar 22, 2018;208,796.00;184,086.00;9,476.50
Mar 22, 2018;Mar 23, 2018;208,420.50;190,515.00;10,720.75
Mar 23, 2018;Mar 24, 2018;203,357.50;194,156.25;7,611.50
Mar 24, 2018;Mar 25, 2018;162,872.50;131,419.25;11,964.75
Mar 25, 2018;Mar 26, 2018;138,595.00;114,417.75;13,724.75
Mar 26, 2018;Mar 27, 2018;194,132.25;182,943.00;7,984.25
Mar 27, 2018;Mar 28, 2018;196,657.00;177,387.75;10,086.75
Mar 28, 2018;Mar 29, 2018;197,939.25;172,370.75;11,784.50
Mar 29, 2018;Mar 30, 2018;191,049.25;167,900.75;12,828.25
Mar 30, 2018;Mar 31, 2018;145,381.00;120,578.00;13,956.25
Mar 31, 2018;Apr 1, 2018;143,397.00;124,420.75;12,017.00
Apr 1, 2018;Apr 2, 2018;132,048.50;100,783.00;20,374.00
Apr 2, 2018;Apr 3, 2018;132,172.50;104,946.50;19,581.25
Apr 3, 2018;Apr 4, 2018;178,919.50;147,544.25;14,701.00
Apr 4, 2018;Apr 5, 2018;185,791.00;156,487.75;12,242.75
Apr 5, 2018;Apr 6, 2018;191,862.00;158,378.75;15,999.75
Apr 6, 2018;Apr 7, 2018;185,514.50;147,944.00;14,689.50
Apr 7, 2018;Apr 8, 2018;152,527.50;117,612.75;17,393.25
Apr 8, 2018;Apr 9, 2018;130,915.25;99,388.25;18,086.50
Apr 9, 2018;Apr 10, 2018;181,615.25;162,638.50;10,986.00
Apr 10, 2018;Apr 11, 2018;188,281.00;165,295.50;12,316.75
Apr 11, 2018;Apr 12, 2018;185,585.50;154,751.25;10,751.75
Apr 12, 2018;Apr 13, 2018;183,026.75;157,356.75;12,607.50
Apr 13, 2018;Apr 14, 2018;183,704.50;166,443.25;10,846.50
Apr 14, 2018;Apr 15, 2018;146,871.50;118,095.25;13,945.50
Apr 15, 2018;Apr 16, 2018;126,859.25;104,847.00;13,397.75
Apr 16, 2018;Apr 17, 2018;178,691.50;160,193.75;5,455.00
Apr 17, 2018;Apr 18, 2018;183,190.75;155,985.00;12,664.75
Apr 18, 2018;Apr 19, 2018;180,172.50;145,702.00;9,279.75
Apr 19, 2018;Apr 20, 2018;180,590.00;142,057.25;11,062.25
Apr 20, 2018;Apr 21, 2018;178,383.50;146,368.75;8,394.50
Apr 21, 2018;Apr 22, 2018;143,463.75;115,185.75;15,618.50
Apr 22, 2018;Apr 23, 2018;129,982.50;99,901.50;22,389.50
Apr 23, 2018;Apr 24, 2018;183,290.75;158,907.50;15,390.00
Apr 24, 2018;Apr 25, 2018;184,931.00;153,735.25;14,947.00
Apr 25, 2018;Apr 26, 2018;188,007.75;147,307.00;21,218.25
Apr 26, 2018;Apr 27, 2018;181,226.75;150,021.50;16,194.75
Apr 27, 2018;Apr 28, 2018;176,941.25;142,607.00;9,957.25
Apr 28, 2018;Apr 29, 2018;140,660.75;114,859.50;13,309.50
Apr 29, 2018;Apr 30, 2018;125,999.00;89,195.25;17,901.75
Apr 30, 2018;May 1, 2018;158,726.50;114,398.00;20,541.00
May 1, 2018;May 2, 2018;124,912.50;100,234.00;17,420.75
May 2, 2018;May 3, 2018;176,034.25;155,151.50;12,869.25
May 3, 2018;May 4, 2018;182,494.75;159,794.75;9,720.75
May 4, 2018;May 5, 2018;178,150.25;143,614.00;6,342.75
May 5, 2018;May 6, 2018;142,262.50;98,989.00;14,313.75
May 6, 2018;May 7, 2018;124,117.25;81,774.00;19,659.50
May 7, 2018;May 8, 2018;176,242.50;134,112.50;10,664.00
May 8, 2018;May 9, 2018;181,685.75;141,165.25;11,861.75
May 9, 2018;May 10, 2018;177,464.00;147,841.50;10,582.75
May 10, 2018;May 11, 2018;135,160.25;115,017.75;15,755.25
May 11, 2018;May 12, 2018;152,635.00;126,336.00;7,036.00
May 12, 2018;May 13, 2018;135,013.00;103,773.25;5,291.50
May 13, 2018;May 14, 2018;125,381.00;105,796.50;15,310.25
May 14, 2018;May 15, 2018;181,255.75;169,921.50;13,952.50
May 15, 2018;May 16, 2018;181,956.75;154,824.50;7,667.00
May 16, 2018;May 17, 2018;185,928.50;171,451.75;12,507.00
May 17, 2018;May 18, 2018;186,644.75;170,917.50;15,168.75
May 18, 2018;May 19, 2018;176,310.50;145,808.75;7,014.50
May 19, 2018;May 20, 2018;138,711.75;112,030.75;10,265.50
May 20, 2018;May 21, 2018;116,225.00;94,780.00;16,933.00
May 21, 2018;May 22, 2018;117,709.00;80,952.50;17,092.25
May 22, 2018;May 23, 2018;167,540.50;142,154.25;8,529.50
May 23, 2018;May 24, 2018;175,299.00;153,326.75;9,954.00
May 24, 2018;May 25, 2018;175,275.00;153,516.00;7,856.00
May 25, 2018;May 26, 2018;171,407.00;141,967.00;9,297.00
May 26, 2018;May 27, 2018;136,674.25;106,265.25;9,748.50
May 27, 2018;May 28, 2018;121,762.25;96,640.75;13,770.50
May 28, 2018;May 29, 2018;174,733.00;143,529.75;8,357.75
May 29, 2018;May 30, 2018;179,461.25;155,839.00;10,089.75
May 30, 2018;May 31, 2018;174,348.75;143,255.25;7,300.75
May 31, 2018;Jun 1, 2018;132,771.50;103,659.25;9,222.50
Jun 1, 2018;Jun 2, 2018;153,735.25;123,671.50;9,817.00
Jun 2, 2018;Jun 3, 2018;134,139.75;106,975.75;7,772.50
Jun 3, 2018;Jun 4, 2018;123,071.25;93,234.00;12,419.50
Jun 4, 2018;Jun 5, 2018;177,917.75;144,408.75;6,552.25
Jun 5, 2018;Jun 6, 2018;185,409.75;152,197.25;8,846.25
Jun 6, 2018;Jun 7, 2018;186,663.25;155,360.00;10,242.75
Jun 7, 2018;Jun 8, 2018;184,726.25;164,106.00;5,295.25
Jun 8, 2018;Jun 9, 2018;183,360.25;157,926.75;7,430.00
Jun 9, 2018;Jun 10, 2018;145,298.50;119,492.00;4,678.00
Jun 10, 2018;Jun 11, 2018;127,449.75;100,990.75;10,755.00
Jun 11, 2018;Jun 12, 2018;183,274.00;163,687.50;6,798.00
Jun 12, 2018;Jun 13, 2018;189,276.50;175,101.50;9,339.50
Jun 13, 2018;Jun 14, 2018;183,463.75;165,548.50;4,790.75
Jun 14, 2018;Jun 15, 2018;181,929.00;156,458.75;10,847.75
Jun 15, 2018;Jun 16, 2018;177,141.00;150,628.25;7,360.75
Jun 16, 2018;Jun 17, 2018;140,204.50;111,291.00;7,783.75
Jun 17, 2018;Jun 18, 2018;124,861.00;101,222.00;17,309.75
Jun 18, 2018;Jun 19, 2018;176,279.75;148,797.25;8,162.50
Jun 19, 2018;Jun 20, 2018;182,117.75;153,748.50;7,248.25
Jun 20, 2018;Jun 21, 2018;186,243.25;153,937.00;9,207.00
Jun 21, 2018;Jun 22, 2018;187,066.75;149,707.50;15,583.50
Jun 22, 2018;Jun 23, 2018;177,827.25;144,102.00;12,178.00
Jun 23, 2018;Jun 24, 2018;140,337.00;109,151.75;13,266.75
Jun 24, 2018;Jun 25, 2018;121,190.25;97,147.50;12,660.25
Jun 25, 2018;Jun 26, 2018;175,219.50;151,496.00;6,714.00
Jun 26, 2018;Jun 27, 2018;182,000.75;160,573.25;6,841.25
Jun 27, 2018;Jun 28, 2018;181,183.25;145,935.50;9,637.00
Jun 28, 2018;Jun 29, 2018;181,389.00;155,998.00;7,881.00
Jun 29, 2018;Jun 30, 2018;180,237.50;154,208.75;11,256.25
Jun 30, 2018;Jul 1, 2018;144,164.25;107,777.75;14,462.00
Jul 1, 2018;Jul 2, 2018;125,144.50;81,997.50;17,570.25
Jul 2, 2018;Jul 3, 2018;178,718.50;140,406.75;8,029.00
Jul 3, 2018;Jul 4, 2018;186,065.00;158,642.25;7,484.50
Jul 4, 2018;Jul 5, 2018;184,691.00;162,115.00;4,525.00
