;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
2015-01-01;126180.75;125328.75;13463.5;-3.5;96.0;3.67;1007.77;4.33;0.0;4.0;;4.53;-3.7;25.33;2.0
2015-01-02;147068.75;141690.0;13661.25;1.13;79.67;7.67;1005.73;6.67;2.1;3.0;;5.33;-0.2;20.0;2.67
2015-01-03;141413.5;136265.25;12602.25;5.8;93.67;6.67;997.6;8.0;6.4;0.0;;8.8;5.3;14.67;3.0
2015-01-04;132434.75;125728.25;11493.0;3.03;81.67;8.33;1005.3;3.33;0.0;0.0;;6.2;1.83;26.67;2.0
2015-01-05;152600.5;143883.5;14395.5;-0.8;83.33;6.33;1004.57;2.0;0.0;0.0;;4.7;-1.83;17.33;1.0
2015-01-06;140462.25;132346.25;10740.0;-1.47;85.67;6.0;996.63;2.67;0.0;0.0;;4.6;-2.3;25.33;1.0
2015-01-07;184923.0;180729.0;6371.5;3.03;90.67;6.67;1002.13;8.0;0.2;0.0;;6.9;2.43;28.0;1.33
2015-01-08;190384.75;181904.0;8958.5;9.5;72.33;9.0;1001.43;-328.0;0.5;0.0;;8.63;7.2;20.0;4.67
2015-01-09;186891.75;175582.5;8925.5;9.63;73.33;9.0;1002.03;8.0;0.9;0.0;;8.83;7.37;18.67;5.33
2015-01-10;150299.0;134560.25;10222.25;13.57;74.67;9.0;994.87;7.33;13.7;0.0;;11.6;11.1;20.0;5.0
2015-01-11;140483.5;128586.5;11247.0;4.1;80.0;9.0;997.6;6.33;0.0;0.0;;6.6;2.8;20.0;3.33
2015-01-12;194563.0;182131.0;10363.25;6.8;55.33;9.0;998.33;7.33;0.0;0.0;;5.4;3.27;20.0;4.0
2015-01-13;196379.0;178652.75;7697.25;13.07;34.0;8.67;988.07;2.33;0.4;0.0;;5.1;6.27;20.0;3.67
2015-01-14;198836.0;189080.5;10490.0;7.87;74.67;8.0;989.47;7.0;3.4;0.0;;8.0;5.9;20.0;4.33
2015-01-15;198230.25;190773.25;10923.5;10.67;51.0;9.0;981.83;7.33;0.3;0.0;;6.53;6.13;18.67;2.67
2015-01-16;194664.75;191106.0;8075.0;6.0;94.0;6.33;979.53;7.67;28.0;0.0;;8.8;5.6;24.0;2.33
2015-01-17;161714.5;158557.25;9275.5;3.93;90.33;8.0;987.63;7.67;4.3;0.0;;7.3;3.3;10.67;1.33
2015-01-18;143302.0;136604.5;11314.0;0.17;88.0;7.0;987.83;2.33;0.0;0.0;;5.33;-0.6;16.0;1.0
2015-01-19;200354.5;195028.0;6948.75;0.73;94.0;6.33;983.1;7.0;5.6;0.0;;6.07;0.4;13.33;1.0
2015-01-20;205515.5;204246.5;7210.0;0.57;95.33;5.33;983.03;8.0;1.3;0.0;;6.07;0.3;30.67;1.33
2015-01-21;208325.0;204542.0;8563.5;1.23;93.0;5.67;981.0;8.0;0.0;0.0;;6.2;0.8;28.0;1.0
2015-01-22;206551.75;205157.75;8746.0;0.8;91.67;5.33;984.97;8.0;0.1;0.0;;5.9;0.33;30.67;1.0
2015-01-23;203931.0;203208.0;8018.75;1.07;92.67;5.67;993.87;7.67;0.0;0.0;;6.17;0.63;32.0;2.0
2015-01-24;165199.75;163464.75;8605.0;1.43;85.0;6.33;993.97;7.67;1.7;0.0;;5.73;0.53;22.67;2.0
2015-01-25;147019.25;144875.0;8513.5;1.3;90.0;7.0;1001.77;7.67;0.5;0.0;;6.03;0.7;18.67;0.67
2015-01-26;203710.25;201162.25;6758.25;1.47;90.33;6.67;996.93;7.33;9.2;0.0;;6.17;0.9;17.33;2.67
2015-01-27;206377.5;202286.0;8004.75;2.93;85.67;7.0;996.13;7.0;0.1;0.0;;6.43;2.03;17.33;1.33
2015-01-28;205760.0;199904.5;7980.25;3.8;74.67;8.0;987.9;7.67;0.9;0.0;;5.9;1.97;18.67;4.0
2015-01-29;202513.25;194821.0;10011.0;4.13;80.0;8.67;966.27;5.33;2.1;0.0;;6.6;2.73;20.0;4.0
2015-01-30;199659.75;192233.0;8587.75;2.1;78.33;8.67;954.3;7.33;0.0;0.0;;5.57;0.7;18.67;3.33
2015-01-31;161832.0;156968.0;6229.0;3.47;69.33;8.67;958.03;7.67;0.5;0.0;;5.37;1.3;20.0;3.0
2015-02-01;146035.0;141303.0;10156.25;1.67;86.0;7.33;966.37;7.33;2.2;0.0;;5.9;0.83;20.0;3.67
2015-02-02;201102.25;196092.5;8154.0;1.5;90.67;8.0;975.4;7.33;1.8;0.0;;6.17;0.9;18.67;2.67
2015-02-03;206721.0;201868.0;8212.5;-0.07;87.67;6.33;975.1;8.0;0.0;0.0;;5.3;-0.77;13.33;1.67
2015-02-04;210210.75;205535.0;6135.25;-1.47;74.67;7.67;982.07;4.67;0.0;0.0;;4.03;-2.83;22.67;2.33
2015-02-05;208590.25;199838.5;6692.5;-0.67;68.0;7.67;984.8;8.0;0.0;0.0;;3.97;-2.43;32.0;3.0
2015-02-06;206593.5;191484.75;6978.5;0.13;59.67;7.0;987.7;6.0;0.0;0.0;;3.67;-2.2;13.33;3.0
2015-02-07;168162.0;165278.0;9138.75;-2.0;64.67;6.67;997.13;2.0;0.1;0.0;;3.33;-3.87;22.67;1.0
2015-02-08;150766.75;143381.5;12233.0;-1.83;89.67;5.33;999.67;6.33;1.0;0.0;;4.8;-2.33;29.33;1.33
2015-02-09;204596.0;199018.25;11172.75;1.23;66.0;7.67;1003.0;8.0;0.0;0.0;;4.3;-0.9;12.0;1.67
2015-02-10;206244.0;201367.75;7076.5;2.17;82.67;6.67;1000.67;3.0;0.0;0.0;;5.87;1.0;28.0;1.33
2015-02-11;205898.25;197423.75;6732.75;-1.2;87.67;6.0;996.83;0.67;0.0;0.0;;4.93;-1.83;8.0;1.0
2015-02-12;202468.25;193241.25;6485.25;-2.13;92.0;4.0;994.33;5.33;0.0;0.0;;4.87;-2.47;30.67;1.67
2015-02-13;197642.0;186898.75;5188.0;1.7;87.0;4.67;989.83;5.0;2.0;0.0;;6.03;0.8;20.0;1.0
2015-02-14;158140.5;148257.75;12766.25;7.6;78.0;7.67;981.33;5.33;0.3;0.0;;8.03;5.73;14.67;2.33
2015-02-15;143722.0;136823.5;13595.75;0.37;96.33;3.67;983.63;8.0;0.0;0.0;;6.07;0.13;30.67;1.67
2015-02-16;190631.25;183527.75;10877.5;0.93;92.67;6.0;991.33;8.0;0.0;0.0;;6.07;0.5;28.0;1.33
2015-02-17;198615.25;194608.5;6884.0;-332.6;-271.67;-329.33;334.8;-327.67;0.0;0.0;;-329.1;-332.9;-313.0;-332.0
2015-02-18;204048.25;199634.25;8922.5;-330.3;-285.0;-328.67;339.53;-328.67;0.0;0.0;;-329.1;-331.57;-313.0;-331.67
2015-02-19;200642.75;192300.75;9676.5;1.2;80.0;6.0;1002.2;4.0;0.0;0.0;;5.3;-0.0;26.67;1.33
2015-02-20;193761.0;173974.5;11321.0;5.5;53.67;7.67;987.8;1.33;0.9;0.0;;4.3;1.33;18.67;2.33
2015-02-21;157153.5;148077.5;9396.25;4.57;86.0;6.67;974.3;7.0;5.8;0.0;;7.27;3.57;18.67;3.0
2015-02-22;141674.0;135563.75;7589.25;3.0;88.33;6.0;982.53;8.0;0.2;0.0;;6.7;2.23;26.67;1.33
2015-02-23;197848.0;192077.75;8189.25;4.6;85.67;7.33;974.33;7.33;13.1;0.0;;7.37;3.6;18.67;3.0
2015-02-24;199637.5;190208.75;10634.0;5.03;68.67;8.67;983.0;7.0;1.1;0.0;;5.97;2.73;18.67;3.33
2015-02-25;198803.75;185619.75;7958.0;4.8;69.33;8.0;991.47;3.33;0.0;0.0;;5.83;2.5;20.0;1.67
2015-02-26;197228.25;176832.75;9945.25;5.8;58.0;8.33;990.47;5.33;2.7;0.0;;4.97;2.27;21.33;1.67
2015-02-27;195764.5;191135.5;6364.0;4.07;93.67;6.33;985.67;7.67;13.2;0.0;;7.67;3.67;21.33;1.67
2015-02-28;157039.5;142933.25;10495.5;3.8;79.0;7.33;992.2;4.0;1.5;0.0;;6.23;2.3;25.33;1.67
2015-03-01;138484.75;128252.5;8928.5;8.17;83.67;8.33;982.83;7.67;0.6;0.0;;9.17;6.83;16.0;3.33
2015-03-02;193436.75;176430.25;15037.5;8.2;76.67;8.67;983.5;6.67;1.8;0.0;;8.4;6.3;17.33;3.33
2015-03-03;197437.75;172106.75;13544.5;7.77;54.33;8.67;994.3;5.33;0.9;0.0;;5.6;3.9;18.67;3.33
2015-03-04;197778.25;180930.5;7184.0;4.23;70.67;9.0;999.47;5.33;0.0;0.0;;5.73;2.13;25.33;1.33
2015-03-05;197000.0;180846.0;8960.75;4.43;62.67;8.33;1007.47;7.33;0.0;0.0;;5.07;1.67;32.0;2.0
2015-03-06;191934.25;172674.75;6559.75;3.03;68.33;7.67;1007.87;0.0;0.0;0.0;;5.0;0.63;20.0;1.33
2015-03-07;155175.25;135261.5;11575.25;4.63;67.33;7.67;1003.53;1.67;0.0;0.0;;5.47;1.97;18.67;1.0
2015-03-08;134666.25;112251.25;14720.5;6.07;72.33;7.33;996.97;4.0;0.0;0.0;;6.57;3.6;21.33;1.33
2015-03-09;185876.75;162495.25;8012.25;7.07;71.67;7.0;996.7;3.0;0.0;0.0;;7.07;4.57;25.33;1.33
2015-03-10;192515.5;175580.25;8124.0;7.97;71.33;6.67;998.2;3.67;0.1;0.0;;7.43;5.3;25.33;1.67
2015-03-11;191310.25;169295.25;9513.75;8.7;67.67;6.67;999.1;4.0;0.0;0.0;;7.63;5.97;30.67;2.67
2015-03-12;191791.5;169521.75;7355.75;5.63;55.0;8.0;998.4;1.33;0.0;0.0;;4.47;1.67;18.67;1.67
2015-03-13;189546.75;168979.5;8064.5;4.1;64.33;7.0;991.93;2.67;0.0;0.0;;5.1;1.33;29.33;1.67
2015-03-14;153512.0;141432.0;6829.25;4.8;61.33;6.67;993.03;4.67;0.0;0.0;;4.97;1.67;5.33;1.67
2015-03-15;134887.5;116690.5;9267.25;4.57;69.33;6.0;992.43;3.0;0.0;0.0;;5.67;2.03;12.0;1.0
2015-03-16;186788.5;162703.5;10115.5;5.87;74.67;5.67;993.03;3.67;0.0;0.0;;6.77;3.77;17.33;1.0
2015-03-17;190003.5;166095.0;9736.0;8.2;68.67;5.0;993.67;5.0;0.0;0.0;;7.17;5.13;16.0;1.33
2015-03-18;187865.0;165563.0;11408.5;10.2;65.33;6.0;995.27;2.67;0.0;0.0;;7.73;6.7;12.0;1.33
2015-03-19;184539.0;161719.25;9541.25;8.53;73.67;6.0;995.23;1.67;0.0;0.0;;8.17;6.13;29.33;1.67
2015-03-20;183301.75;160327.5;11945.5;7.23;69.0;5.0;993.27;1.33;0.0;0.0;;6.67;4.37;16.0;1.0
2015-03-21;149503.0;134685.75;8848.75;8.47;67.0;6.0;988.57;-327.67;0.0;0.0;;7.23;5.53;18.67;1.67
2015-03-22;132672.25;120522.0;10871.5;7.7;62.0;6.67;989.67;8.0;0.0;0.0;;6.47;4.6;5.33;2.33
2015-03-23;188285.25;175326.5;10689.5;9.33;60.33;7.0;986.97;4.33;0.0;0.0;;7.03;5.83;30.67;1.67
2015-03-24;191757.25;169113.0;7674.5;9.53;63.0;6.67;979.6;3.0;0.0;-999.0;;7.03;5.67;24.0;1.33
2015-03-25;190356.0;187504.25;8866.25;8.1;78.0;6.67;976.8;8.0;3.3;-999.0;;8.33;6.13;29.33;2.33
2015-03-26;192749.75;185294.25;8264.0;6.87;79.67;7.0;982.87;7.67;0.9;-999.0;;7.9;5.3;18.67;2.33
2015-03-27;188155.75;169159.0;10913.75;8.37;60.33;8.0;992.13;6.33;0.0;-999.0;;6.33;4.83;25.33;2.0
2015-03-28;148197.25;124412.5;7924.5;7.53;68.67;8.33;993.47;7.0;0.3;0.0;;6.9;4.67;14.67;2.67
2015-03-29;124606.5;109090.0;11718.0;11.2;76.33;9.0;983.6;8.0;11.1;0.0;;10.13;9.07;20.0;4.67
2015-03-30;187112.5;166004.75;13740.5;10.6;61.67;8.33;982.47;7.33;0.2;0.0;;7.7;7.0;21.33;2.67
2015-03-31;186393.75;169465.75;9777.5;12.2;65.33;8.33;983.27;4.67;3.0;0.0;;9.4;8.97;21.33;5.67
2015-04-01;190289.0;165141.25;9208.0;5.27;71.33;8.33;995.17;5.33;3.9;0.0;;6.13;3.07;25.33;3.0
2015-04-02;187666.75;171228.75;13780.5;6.33;82.0;7.67;990.8;7.33;9.4;0.0;;7.87;5.0;20.0;4.0
2015-04-03;135752.5;108858.25;7962.5;5.4;78.33;7.33;991.97;4.33;5.0;0.0;;6.97;3.57;22.67;1.67
2015-04-04;135142.25;128702.5;9305.0;5.93;92.67;7.0;985.03;7.67;11.2;0.0;;8.63;5.4;21.33;1.33
2015-04-05;120757.25;95684.25;13368.5;5.5;55.67;7.67;992.63;5.0;0.0;0.0;;4.57;1.8;13.33;2.0
2015-04-06;123739.0;107981.5;8655.75;4.73;55.67;8.0;999.3;4.0;0.0;0.0;;4.5;1.17;29.33;2.33
2015-04-07;178378.75;148585.75;8700.5;7.27;50.67;8.0;1005.87;2.0;0.0;0.0;;4.8;2.9;22.67;2.33
2015-04-08;182499.25;153583.25;6497.5;9.07;55.0;8.0;1002.87;3.33;0.0;0.0;;5.97;4.67;28.0;1.67
2015-04-09;181289.5;151285.0;10278.25;13.37;48.67;8.0;997.93;1.33;0.0;0.0;;6.73;7.47;16.0;1.33
2015-04-10;176048.5;148294.25;8777.75;14.5;47.67;8.33;993.47;3.0;0.0;0.0;;6.63;7.93;14.67;1.67
2015-04-11;140724.0;121408.0;8507.5;13.47;56.67;8.67;996.6;7.33;2.1;0.0;;8.73;9.13;18.67;3.0
2015-04-12;121756.5;98137.0;12769.0;14.1;61.33;8.0;1000.57;3.0;0.0;0.0;;9.13;9.57;21.33;1.67
2015-04-13;178646.0;151364.25;13874.25;13.77;57.0;8.33;1001.67;4.0;0.0;0.0;;8.17;8.73;29.33;1.67
2015-04-14;184368.5;153947.25;10423.75;15.13;51.67;8.67;1000.5;2.67;0.0;0.0;;7.73;9.07;22.67;1.33
2015-04-15;184574.25;153567.25;12191.25;17.97;43.33;8.67;991.2;3.67;0.0;0.0;;7.6;10.23;20.0;2.0
2015-04-16;183465.0;160690.75;10334.0;19.43;38.33;8.67;986.7;4.0;12.1;0.0;;8.37;11.43;18.67;3.0
2015-04-17;179696.25;167213.0;9392.0;11.9;93.0;5.33;986.47;8.0;23.4;0.0;;12.97;11.27;20.0;2.67
2015-04-18;141486.0;112481.75;12775.5;9.9;54.67;8.33;993.1;4.0;0.0;0.0;;6.07;5.4;14.67;2.33
2015-04-19;123983.25;88432.75;11578.5;14.13;31.33;9.0;988.83;1.67;0.0;0.0;;4.7;6.43;9.33;2.33
2015-04-20;178897.75;146845.5;10195.0;13.57;47.33;7.67;995.17;3.0;0.0;0.0;;7.1;7.9;21.33;2.67
2015-04-21;185103.25;153028.5;8724.0;16.23;43.0;8.67;998.67;1.0;0.0;0.0;;7.07;9.1;22.67;1.67
2015-04-22;181967.25;148464.25;8543.25;15.37;48.0;8.0;994.73;2.0;0.0;0.0;;7.8;9.3;25.33;2.0
2015-04-23;180026.5;149167.75;10671.5;12.43;52.67;8.0;988.83;1.33;0.0;0.0;;7.03;7.33;29.33;1.67
2015-04-24;179636.0;147193.25;7822.25;15.37;44.67;8.33;986.47;4.0;0.2;0.0;;6.83;8.57;21.33;1.0
2015-04-25;142749.25;128854.5;6531.75;14.23;76.67;7.0;983.93;7.67;4.6;0.0;;12.37;11.8;24.0;2.33
2015-04-26;123871.0;99067.5;7031.75;16.63;68.33;9.0;979.83;4.0;2.1;0.0;;12.77;13.1;21.33;1.67
2015-04-27;179955.0;158618.5;8274.25;14.93;87.0;7.0;973.83;7.33;12.8;0.0;;14.57;13.47;29.33;2.0
2015-04-28;186439.25;169780.75;9057.75;9.43;75.33;7.0;989.7;7.67;1.2;0.0;;8.77;7.23;26.67;2.0
2015-04-29;183256.0;152821.75;10059.25;11.2;65.33;8.0;989.23;4.33;0.0;0.0;;8.47;7.73;21.33;1.33
2015-04-30;180185.25;156389.25;8475.25;13.3;54.0;8.67;987.97;6.0;16.3;0.0;;8.17;8.67;17.33;3.33
2015-05-01;123887.0;117289.0;7853.5;10.07;96.67;6.33;978.23;7.67;21.8;-999.0;;11.9;9.77;29.33;1.67
2015-05-02;128324.5;114153.0;8782.25;13.1;85.33;7.33;983.67;7.33;7.8;-999.0;;12.8;11.57;26.67;1.67
2015-05-03;121549.0;111979.75;10691.0;16.8;89.0;8.33;979.87;7.67;10.9;-999.0;;17.17;15.67;16.0;2.33
2015-05-04;177282.75;154688.5;9018.75;20.33;63.33;9.0;981.83;6.67;0.0;-999.0;;14.9;15.77;16.0;2.0
2015-05-05;182268.0;166051.75;9812.75;17.9;73.33;9.0;980.07;7.67;1.1;-999.0;;14.87;14.8;21.33;3.0
2015-05-06;180879.0;156257.75;9780.0;16.3;55.67;8.67;988.5;5.67;0.0;-999.0;;9.93;11.2;20.0;3.0
2015-05-07;178391.75;147776.75;11394.75;15.37;49.33;8.67;991.83;4.67;0.0;-999.0;;8.5;9.8;13.33;2.0
2015-05-08;175525.75;145239.5;8523.5;17.03;51.33;8.67;987.3;3.33;0.0;-999.0;;9.8;11.3;16.0;2.0
2015-05-09;137267.25;114143.75;8222.75;17.67;66.0;8.33;993.77;6.33;0.1;-999.0;;13.2;13.77;20.0;3.33
2015-05-10;118381.25;88234.0;17021.0;18.2;52.67;9.0;998.67;1.67;0.0;-999.0;;10.43;12.27;17.33;1.33
2015-05-11;177421.5;147404.25;6856.0;20.9;50.0;8.67;994.63;1.33;0.0;-999.0;;11.43;13.93;20.0;1.67
2015-05-12;182678.0;151470.0;9035.0;23.27;48.0;8.0;990.63;5.0;0.0;-999.0;;12.3;15.33;14.67;2.67
2015-05-13;177588.0;149952.75;6138.75;20.23;59.67;8.0;987.97;5.0;10.1;-999.0;;14.17;15.17;30.67;1.67
2015-05-14;127795.25;106846.5;10381.0;17.8;75.67;8.0;983.83;7.67;34.0;-999.0;;15.3;15.03;28.0;2.0
2015-05-15;149502.0;138111.5;9267.0;9.73;91.0;6.33;987.0;7.67;12.6;-999.0;;11.0;8.97;30.67;1.67
2015-05-16;132944.0;103934.25;8402.75;15.97;73.0;6.67;996.07;7.67;0.4;-999.0;;12.93;12.93;25.33;2.0
2015-05-17;116942.5;92489.25;10097.75;17.17;64.33;8.33;996.1;3.67;0.0;-999.0;;12.23;13.0;22.67;2.0
2015-05-18;173885.25;139903.0;13356.75;17.93;52.33;7.67;984.33;2.0;0.0;-999.0;;9.93;11.87;25.33;3.0
2015-05-19;179990.25;163488.75;10007.25;14.27;63.67;8.67;983.27;8.0;1.5;-999.0;;10.3;10.53;24.0;3.0
2015-05-20;179876.75;164493.5;9325.75;10.63;76.33;8.0;988.17;7.67;4.3;-999.0;;9.73;8.53;21.33;2.33
2015-05-21;176247.25;151282.5;6997.25;13.2;56.0;7.67;995.8;5.0;0.0;-999.0;;8.1;8.53;32.0;2.33
2015-05-22;171939.75;140825.75;7787.25;14.73;45.0;8.0;995.3;3.33;0.0;-999.0;;6.9;8.43;32.0;2.0
2015-05-23;132692.5;109058.5;9400.25;16.13;50.33;8.33;990.1;3.33;0.0;-999.0;;8.8;10.3;13.33;2.0
2015-05-24;109181.75;89965.5;8067.0;17.07;64.67;8.0;989.47;7.33;0.0;-999.0;;12.57;13.13;29.33;1.33
2015-05-25;113070.25;95984.5;8738.25;16.07;73.67;7.67;986.97;7.67;9.6;-999.0;;13.13;13.07;18.67;1.33
2015-05-26;167291.75;151942.75;10259.25;13.0;74.33;7.0;990.87;6.33;0.0;-999.0;;11.07;10.5;30.67;2.33
2015-05-27;174609.75;152975.0;8799.0;13.57;61.67;8.33;995.17;4.33;0.0;-999.0;;9.13;9.43;32.0;1.67
2015-05-28;173049.75;141704.25;12288.0;16.2;57.0;8.33;989.7;5.0;0.0;-999.0;;9.83;11.0;24.0;2.0
2015-05-29;170743.75;147105.25;8014.5;17.73;63.67;8.0;984.4;6.67;0.0;-999.0;;12.63;13.43;14.67;2.33
2015-05-30;136431.5;116400.0;10552.0;15.6;67.67;8.67;988.63;7.33;0.0;-999.0;;11.97;12.2;18.67;2.33
2015-05-31;116505.0;88974.5;16819.25;18.23;58.67;7.67;988.3;5.67;0.0;-999.0;;11.73;13.03;24.0;3.0
2015-06-01;173053.75;152454.25;8128.0;18.23;69.33;8.33;989.2;5.67;0.1;-999.0;;14.57;14.8;25.33;3.0
2015-06-02;178236.5;146398.75;11287.75;22.7;49.33;6.67;990.4;3.67;0.0;-999.0;;13.2;15.67;18.67;3.67
2015-06-03;176566.5;141777.75;9505.5;23.9;44.0;7.33;994.23;1.33;0.0;-999.0;;12.77;15.9;22.67;2.67
2015-06-04;129937.0;95662.5;7055.5;22.47;60.67;7.67;995.53;3.67;0.0;-999.0;;15.97;17.0;30.67;2.0
2015-06-05;155612.0;121571.5;9175.75;26.53;51.0;8.0;991.07;2.0;10.0;-999.0;;17.07;19.0;25.33;1.67
2015-06-06;138970.25;108247.25;14203.25;24.73;63.67;8.0;993.8;3.67;0.0;-999.0;;19.23;19.5;22.67;1.67
2015-06-07;121587.25;91034.0;16114.25;22.7;63.0;7.0;995.93;4.67;3.2;-999.0;;17.23;17.83;30.67;2.33
2015-06-08;177761.5;166176.0;8028.25;15.83;82.33;7.0;994.33;8.0;0.0;-999.0;;14.7;13.97;32.0;2.0
2015-06-09;180663.5;168946.5;7787.75;15.8;70.33;8.33;993.57;7.67;0.0;-999.0;;12.6;12.67;5.33;2.33
2015-06-10;182496.25;167585.0;7598.0;17.8;69.33;8.0;992.7;8.0;0.0;-999.0;;14.03;14.3;30.67;2.0
2015-06-11;183676.25;155736.75;6532.25;22.4;65.0;7.33;988.37;3.0;0.0;-999.0;;17.43;17.73;28.0;1.33
2015-06-12;182407.5;153297.25;7510.0;21.77;72.0;7.33;984.07;4.33;35.2;-999.0;;18.13;17.97;24.0;2.0
2015-06-13;141715.5;115324.0;7130.75;22.0;66.33;7.67;984.53;5.0;0.0;-999.0;;17.17;17.53;25.33;2.33
2015-06-14;122850.25;94333.25;12654.5;21.63;71.33;7.67;981.57;5.33;36.9;-999.0;;18.3;17.97;21.33;1.67
2015-06-15;176703.5;160467.75;4241.5;18.17;88.67;7.0;987.33;7.33;2.2;-999.0;;18.5;16.93;21.33;1.33
2015-06-16;181607.5;160673.0;6291.5;17.27;83.0;7.0;991.3;7.67;0.0;-999.0;;16.27;15.4;29.33;2.0
2015-06-17;180572.25;148575.75;7336.0;17.23;61.67;8.0;994.37;5.0;0.0;-999.0;;12.13;12.87;28.0;2.0
2015-06-18;179855.5;167972.75;7408.0;16.97;79.67;7.67;990.17;7.67;3.9;-999.0;;15.43;14.77;16.0;2.67
2015-06-19;175831.25;153260.75;7842.0;16.1;63.0;8.0;991.13;6.33;3.6;-999.0;;11.23;11.93;21.33;2.0
2015-06-20;138565.0;122489.5;5639.25;14.0;80.0;7.33;992.8;7.67;1.1;-999.0;;12.77;12.0;26.67;1.33
2015-06-21;120029.5;102234.75;8032.0;16.4;79.67;7.67;990.73;7.33;0.0;-999.0;;14.9;14.2;18.67;2.0
2015-06-22;174347.0;157276.75;5602.0;19.47;61.33;7.67;984.23;7.67;3.3;-999.0;;13.9;14.87;18.67;3.0
2015-06-23;179533.5;154737.25;6999.75;15.1;61.33;8.67;987.97;7.0;0.0;-999.0;;10.47;11.03;28.0;1.67
2015-06-24;178485.5;149837.75;6285.25;17.67;58.33;8.0;993.77;2.67;0.0;-999.0;;11.4;12.67;30.67;1.67
2015-06-25;178094.5;148613.25;5760.25;19.73;60.0;8.33;994.73;4.0;0.0;-999.0;;13.23;14.57;29.33;1.67
2015-06-26;175709.5;144827.25;4341.0;22.17;55.0;8.33;993.13;4.67;0.0;-999.0;;14.37;16.1;26.67;1.33
2015-06-27;138702.75;117688.25;9353.25;22.4;58.33;7.67;989.93;6.33;0.4;-999.0;;15.7;16.87;22.67;2.67
2015-06-28;118895.75;86884.0;9851.0;21.8;51.67;8.67;992.9;0.67;0.0;-999.0;;13.1;15.27;28.0;1.33
2015-06-29;177100.5;149085.0;4962.5;23.5;53.33;8.33;993.2;6.67;0.0;-999.0;;14.33;16.57;18.67;1.0
2015-06-30;183676.25;150265.75;4860.25;25.3;55.33;8.0;991.47;1.67;0.0;-999.0;;17.6;18.83;30.67;1.67
2015-07-01;184722.5;150212.0;7455.5;28.57;46.67;8.0;989.87;3.0;0.0;-999.0;;17.23;19.73;21.33;1.33
2015-07-02;189317.75;155512.25;7034.0;29.7;53.67;8.0;991.4;1.67;0.0;-999.0;;22.1;22.2;29.33;1.33
2015-07-03;187451.75;158880.5;7494.5;30.4;48.33;8.0;994.37;4.0;0.0;-999.0;;20.17;21.7;17.33;2.0
2015-07-04;147979.75;116117.25;8251.0;30.3;48.67;7.33;992.43;3.67;0.0;-999.0;;20.07;21.63;18.67;2.0
2015-07-05;131563.5;100208.25;10078.0;31.4;45.67;8.0;987.73;-331.67;0.0;-999.0;;20.13;21.93;-325.0;-331.67
2015-07-06;185731.75;153571.75;7636.0;-317.07;-294.67;8.33;992.87;-329.0;0.0;-999.0;;-321.87;-321.07;-317.0;-331.67
2015-07-07;192775.5;161413.75;7882.75;22.1;71.0;8.0;987.1;3.0;1.2;-999.0;;18.8;18.4;28.0;1.0
2015-07-08;186632.75;158694.75;7383.25;;;;;;0.0;-999.0;;;;;
2015-07-09;181835.25;158131.25;8250.5;20.7;48.0;9.0;993.55;3.5;0.0;-999.0;;11.75;14.1;30.0;2.0
2015-07-10;176984.0;142346.5;10302.5;20.43;54.33;8.0;992.87;1.33;0.0;-999.0;;12.17;14.17;30.67;2.0
2015-07-11;141953.5;107156.0;6195.0;26.47;40.0;7.67;988.7;2.33;0.0;-999.0;;12.57;16.67;22.67;2.67
2015-07-12;124056.25;93278.5;6805.25;23.73;47.0;8.33;991.03;3.67;0.0;-999.0;;13.5;16.23;32.0;1.67
2015-07-13;178038.5;163284.25;4448.25;22.4;56.33;8.0;991.27;6.67;0.0;-999.0;;14.87;16.5;28.0;1.67
2015-07-14;185347.25;160007.25;5623.0;24.53;54.67;8.33;990.83;4.33;0.0;-999.0;;16.03;17.83;26.67;2.0
2015-07-15;188177.0;158296.75;6024.25;25.5;50.33;8.33;990.87;0.33;0.0;-999.0;;15.6;17.9;28.0;1.67
2015-07-16;190227.75;159525.25;5372.5;28.5;42.0;8.33;988.9;1.67;0.0;-999.0;;15.1;18.83;29.33;1.67
2015-07-17;187909.0;160320.25;7698.25;30.17;37.33;8.0;987.63;3.33;0.9;-999.0;;14.5;19.33;25.33;1.67
2015-07-18;144624.5;124135.5;9275.5;25.67;61.67;8.0;989.67;2.33;2.8;-999.0;;19.7;20.0;16.0;1.67
2015-07-19;126555.25;104089.0;5931.5;25.3;60.67;7.33;985.7;6.67;1.0;-999.0;;19.03;19.57;20.0;4.0
2015-07-20;183825.5;160569.25;5628.5;27.13;50.67;8.67;987.37;2.0;0.0;-999.0;;18.03;19.7;22.67;2.33
2015-07-21;192896.5;162942.0;8533.25;28.33;49.33;8.33;987.8;1.33;0.0;-999.0;;18.27;20.17;32.0;1.67
2015-07-22;194185.5;168388.75;7735.75;27.03;64.0;8.0;985.9;4.33;42.3;-999.0;;21.5;21.23;28.0;2.33
2015-07-23;188380.75;169164.5;5743.25;23.13;64.33;8.33;988.43;7.67;0.0;-999.0;;17.83;18.3;25.33;2.0
