;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Air_Temperature;Relative_Humidity;Visibility;Air_Pressure_at_Station_Height;Cloud_Cover;Daily_Precipitation_Height;Snow_Height_Daily_Value;Global_Radiation;Vapor_Pressure;Dew_Point_Temperature;Wind_Direction;Wind_Strength
2022-10-08;137468.75;116540.25;11957.75;14.97;73.67;8.33;994.17;6.67;0.0;0.0;100.31;12.3;12.13;22.67;1.33
2022-10-09;124941.75;91328.5;13354.75;10.67;83.0;5.67;992.47;3.33;0.4;0.0;118.55;10.57;9.07;13.33;1.0
2022-10-10;169939.75;147534.25;15301.0;16.8;72.33;8.0;990.27;5.33;0.4;0.0;149.11;13.47;13.53;22.67;2.0
2022-10-11;174042.75;161183.0;14333.75;13.63;90.0;7.67;995.17;8.0;0.0;0.0;44.48;14.0;12.63;29.33;1.67
2022-10-12;174246.5;161265.5;6020.5;13.63;87.0;7.33;994.93;7.0;0.0;0.0;110.45;13.53;12.37;29.33;1.0
2022-10-13;174721.75;162836.25;8122.5;14.43;80.33;7.33;992.33;8.0;0.2;0.0;77.9;13.1;12.33;24.0;2.0
2022-10-14;172964.75;158445.0;6840.5;16.1;77.33;8.0;987.13;8.0;16.4;0.0;37.27;14.2;13.73;18.67;3.0
2022-10-15;140136.75;113236.0;10906.75;17.87;74.67;8.67;985.43;7.67;0.3;0.0;53.84;15.17;15.0;18.67;3.67
2022-10-16;123187.25;100126.0;19940.0;19.17;73.67;8.33;989.57;8.0;0.0;0.0;105.96;16.13;16.0;20.0;1.67
2022-10-17;167196.75;140975.0;11428.75;17.4;72.0;8.0;996.5;2.0;0.0;0.0;140.73;13.43;13.73;14.67;2.0
2022-10-18;171973.75;151530.5;11684.75;18.9;72.33;8.33;998.6;3.33;0.1;0.0;120.79;15.6;15.63;22.67;1.67
2022-10-19;172828.5;157144.25;8995.0;14.0;95.67;5.0;994.73;7.67;0.0;0.0;31.68;15.33;13.6;28.0;1.0
2022-10-20;175592.75;159882.0;9524.0;14.9;91.33;6.67;987.8;8.0;6.8;0.0;44.12;15.63;14.03;20.0;1.0
2022-10-21;174853.25;158162.0;9708.0;15.9;87.33;8.33;985.2;7.67;33.7;0.0;18.41;15.83;14.63;13.33;1.67
2022-10-22;135788.25;109116.75;17843.0;16.03;79.67;7.67;989.1;5.33;0.0;0.0;130.68;14.33;13.77;17.33;1.67
2022-10-23;121722.75;96008.5;13446.5;18.13;67.67;8.67;985.47;8.0;1.6;0.0;96.71;13.47;14.03;22.67;2.0
2022-10-24;171973.5;146892.25;17252.25;17.43;70.67;9.0;986.83;6.33;3.2;0.0;44.41;14.1;14.2;16.0;2.33
2022-10-25;170835.0;143371.0;12220.5;15.57;68.67;8.67;990.77;3.67;0.1;0.0;122.02;11.83;12.03;16.0;2.0
2022-10-26;171038.25;148817.5;8893.0;16.77;75.67;8.0;992.33;7.33;0.0;0.0;104.55;14.1;13.93;17.33;1.67
2022-10-27;169108.5;144687.5;8008.25;15.5;82.33;8.0;996.2;2.67;0.0;0.0;116.16;14.17;13.37;16.0;1.33
2022-10-28;167919.25;147383.5;7425.0;19.07;68.0;8.0;995.03;8.0;0.0;0.0;94.17;14.67;15.07;18.67;1.33
2022-10-29;130575.75;111479.5;9992.5;16.67;78.33;8.0;993.73;6.33;0.0;0.0;106.47;14.43;13.93;18.67;1.0
2022-10-30;120187.25;102340.25;13797.5;14.67;80.0;8.0;992.33;8.0;0.0;0.0;95.03;13.3;12.47;18.67;1.0
2022-10-31;138601.0;124630.5;4587.25;12.73;84.33;8.0;990.83;8.0;5.1;0.0;74.22;12.3;11.13;26.67;1.0
2022-11-01;126354.5;104012.25;18043.0;15.33;75.67;9.0;993.2;5.0;0.0;0.0;60.65;13.23;12.87;17.33;3.0
2022-11-02;169513.25;147996.5;17359.25;13.53;69.67;8.33;996.23;5.0;0.0;0.0;95.93;10.73;10.53;16.0;2.33
2022-11-03;175032.5;155958.5;10826.25;10.0;87.67;7.67;983.9;8.0;6.8;0.0;51.06;10.87;8.87;12.0;1.0
2022-11-04;171310.25;156187.0;9764.25;10.53;76.33;8.33;980.8;8.0;3.8;0.0;46.86;9.7;8.43;21.33;1.33
2022-11-05;141330.5;132749.25;6879.25;8.7;84.67;8.67;992.23;7.33;0.0;0.0;41.09;9.5;7.4;18.67;1.33
2022-11-06;129935.75;108090.0;20699.25;7.3;75.0;8.33;987.97;6.33;0.5;0.0;72.56;7.5;5.03;20.0;1.67
2022-11-07;173067.0;150614.5;16927.25;13.3;69.67;8.67;990.0;8.0;0.0;0.0;57.5;10.6;10.3;17.33;2.67
2022-11-08;177931.0;155937.5;12276.5;12.43;69.33;8.33;985.5;8.0;5.3;0.0;92.6;9.53;9.07;12.0;1.67
2022-11-09;180124.5;162916.0;16366.75;13.43;86.67;8.33;987.53;8.0;6.3;0.0;26.63;13.4;12.17;18.67;1.67
2022-11-10;176794.75;156642.5;15672.25;9.83;88.0;6.67;999.87;5.0;0.0;0.0;101.43;10.53;8.67;18.67;1.0
2022-11-11;176345.75;164404.75;12398.5;6.57;88.67;7.67;1004.53;7.67;0.0;0.0;74.28;8.6;5.53;24.0;1.0
2022-11-12;141915.75;129292.0;5211.0;5.53;99.0;2.0;1003.07;8.0;0.2;0.0;29.7;9.0;5.43;29.33;1.0
2022-11-13;132288.5;107462.5;10889.0;5.33;92.67;7.33;993.53;7.33;0.1;0.0;12.79;8.27;4.8;22.67;1.67
2022-11-14;179962.0;159641.25;10783.0;9.17;81.33;8.0;986.5;8.0;0.4;0.0;16.57;9.3;7.4;21.33;1.33
2022-11-15;180387.5;166419.25;13085.25;11.67;86.33;8.0;981.4;8.0;8.7;0.0;23.15;11.87;10.43;26.67;1.33
2022-11-16;177624.25;160550.0;12197.25;11.93;72.33;9.0;975.93;6.33;0.1;0.0;78.31;10.07;9.3;17.33;2.67
2022-11-17;181719.0;157008.5;16890.25;12.73;70.33;8.67;970.2;7.0;8.3;0.0;48.05;10.4;9.93;20.0;4.0
2022-11-18;180167.0;161683.75;12461.0;9.33;80.67;9.0;977.77;7.67;1.6;0.0;29.9;9.5;7.73;20.0;3.0
2022-11-19;147685.25;136985.25;11281.75;8.3;81.67;9.0;983.03;7.0;1.0;0.0;47.89;8.97;6.8;17.33;1.67
2022-11-20;135191.75;112138.25;16713.0;8.03;73.33;8.67;985.13;5.33;4.4;0.0;39.67;7.93;5.9;20.0;3.0
2022-11-21;179287.75;151485.0;9482.0;8.53;72.67;8.67;976.43;7.33;1.1;0.0;60.29;8.1;6.27;17.33;2.33
2022-11-22;186367.75;170144.75;10666.75;8.3;69.0;8.67;973.43;8.0;0.0;0.0;33.89;7.57;5.77;18.67;3.33
2022-11-23;185624.25;161097.75;14129.5;8.23;70.67;8.67;975.97;2.33;3.8;0.0;71.78;7.63;5.7;18.67;2.67
2022-11-24;186631.5;163373.75;12492.75;9.17;76.67;8.0;987.43;4.67;0.6;0.0;66.07;8.93;7.2;17.33;3.0
2022-11-25;186017.75;173596.0;15140.75;7.67;84.67;8.33;991.6;8.0;1.1;0.0;28.1;8.9;6.4;20.0;1.67
2022-11-26;150265.25;139117.5;9781.5;6.43;92.33;7.0;1002.43;6.67;0.0;0.0;70.59;8.9;5.87;26.67;1.67
2022-11-27;141443.75;125013.0;17129.75;4.87;87.67;7.67;994.77;8.0;0.0;0.0;40.49;7.57;3.97;26.67;1.33
2022-11-28;186352.25;178620.75;15293.5;8.63;78.67;8.67;985.3;8.0;2.0;0.0;12.7;8.93;6.93;17.33;1.67
2022-11-29;189514.5;186745.5;11535.75;6.9;93.67;7.0;989.17;8.0;0.7;0.0;15.99;9.3;6.4;16.0;1.0
2022-11-30;189812.5;185755.25;14109.25;7.2;81.0;8.33;991.97;8.0;0.0;0.0;34.55;8.2;5.7;22.67;1.67
2022-12-01;191527.25;186884.75;10080.0;3.87;85.0;7.67;993.5;8.0;0.0;0.0;8.37;6.87;2.9;30.67;2.0
2022-12-02;189261.75;186560.25;10866.25;3.57;94.33;6.0;990.17;7.67;0.0;0.0;8.6;7.43;3.17;30.67;1.67
2022-12-03;155416.25;150398.75;7354.5;2.1;90.0;7.33;987.17;7.67;0.0;0.0;15.45;6.43;1.5;28.0;1.33
2022-12-04;144512.75;142070.75;14370.25;1.57;93.33;6.33;984.93;7.33;2.9;0.0;11.32;6.37;1.13;30.67;1.0
2022-12-05;186676.75;180080.5;11748.5;5.7;76.33;8.67;990.63;7.67;0.0;0.0;36.45;7.0;3.93;17.33;2.67
2022-12-06;191360.75;185376.5;12626.5;3.6;87.0;7.67;990.23;6.33;0.0;0.0;49.84;6.83;2.67;21.33;1.33
2022-12-07;193785.5;185031.0;16261.5;2.93;79.67;7.67;988.9;7.33;0.0;0.0;61.84;5.9;1.5;32.0;1.33
2022-12-08;194093.75;185630.5;12975.5;-1.4;90.33;7.33;982.03;1.33;0.0;0.0;65.17;5.0;-1.9;16.0;1.33
2022-12-09;192938.5;187916.25;13472.75;-1.3;94.67;6.0;975.17;8.0;0.7;0.0;14.17;5.23;-1.63;28.0;1.33
2022-12-10;159459.0;156145.25;13695.75;0.07;95.67;4.67;980.2;7.33;4.6;0.0;5.26;5.9;-0.17;26.67;1.0
2022-12-11;149076.75;145426.0;10487.0;-3.63;92.0;6.0;982.63;5.0;0.0;4.0;46.25;4.3;-3.93;25.33;1.0
2022-12-12;196369.75;189367.5;13737.5;-5.4;90.33;7.0;984.07;8.0;0.0;4.0;24.54;3.7;-5.6;18.67;1.33
2022-12-13;203758.75;184961.0;14222.5;-5.13;86.67;6.67;979.1;7.67;0.2;3.0;32.34;3.6;-5.6;25.33;1.33
2022-12-14;201838.0;196482.5;15147.5;-0.93;95.33;5.33;972.73;8.0;5.8;3.0;6.77;5.43;-1.23;32.0;1.33
2022-12-15;198104.5;193312.75;13441.75;-1.53;94.67;5.33;976.6;7.67;0.4;2.0;9.94;5.2;-1.8;29.33;2.0
2022-12-16;190791.75;186796.75;12600.75;-2.6;90.67;6.0;984.0;7.33;0.1;3.0;19.58;4.6;-3.07;28.0;2.0
2022-12-17;165489.75;160275.5;5483.0;-6.23;94.67;3.33;996.87;8.0;0.1;3.0;27.98;3.6;-6.23;30.67;1.33
2022-12-18;155057.25;147548.0;9435.0;-5.73;86.67;6.67;999.73;8.0;0.3;4.0;59.07;3.5;-6.17;28.0;1.0
2022-12-19;185745.0;174889.0;16812.75;2.47;92.33;6.33;995.77;8.0;0.0;2.0;44.98;6.73;1.97;10.67;1.0
2022-12-20;182168.75;168046.25;15421.75;10.13;72.67;8.33;990.03;7.67;3.4;0.0;43.44;8.93;7.63;13.33;1.0
2022-12-21;172041.25;148082.0;11120.75;11.83;80.0;8.67;987.8;6.33;2.4;0.0;34.24;11.07;9.97;16.0;3.0
2022-12-22;162451.25;129140.0;15579.75;12.57;69.0;8.0;984.87;7.67;2.4;0.0;13.96;10.0;9.6;20.0;4.67
2022-12-23;146366.75;120981.75;9430.25;14.1;84.0;8.67;982.3;7.67;2.3;0.0;6.27;13.57;12.57;20.0;4.33
2022-12-24;122300.5;100610.0;15778.75;11.97;69.0;8.67;989.83;7.67;0.6;0.0;41.86;9.7;9.1;18.67;3.33
2022-12-25;112011.25;92323.25;15594.25;11.93;76.67;7.0;988.07;8.0;0.0;0.0;51.46;10.4;9.57;24.0;2.0
2022-12-26;118623.5;92646.0;20755.5;12.8;71.33;8.67;992.13;8.0;9.1;0.0;4.67;10.47;10.03;20.0;4.0
2022-12-27;135532.75;115333.25;19649.0;5.07;81.0;8.67;1000.83;5.33;0.0;0.0;52.75;7.03;3.6;17.33;1.33
2022-12-28;138760.5;114657.5;20563.5;10.5;57.67;9.0;991.53;7.67;0.0;0.0;43.44;7.33;6.67;17.33;3.67
2022-12-29;133754.5;108858.5;12008.0;12.9;64.33;9.0;985.57;8.0;6.4;0.0;21.89;9.57;9.47;18.67;3.67
2022-12-30;132518.25;110132.0;12628.75;10.83;74.0;9.0;986.53;6.67;0.0;0.0;27.33;9.67;8.43;17.33;2.67
2022-12-31;116716.5;89779.0;16946.0;-661.13;-642.33;-663.0;-335.8;-663.67;0.0;0.0;50.09;-662.03;-662.1;-659.33;-665.67
2023-01-01;109691.75;85766.25;16966.25;-999.0;-999.0;-999.0;-999.0;-999.0;0.0;-999.0;57.56;-999.0;-999.0;-999.0;-999.0
2023-01-02;141767.75;114119.0;10750.75;-323.47;-292.67;-327.67;330.57;-327.67;1.1;-999.0;32.28;-326.53;-326.23;-319.67;-330.33
2023-01-03;150891.0;139536.75;8146.75;7.83;86.0;8.33;1002.13;2.67;0.0;0.0;49.76;9.1;6.7;17.33;1.67
2023-01-04;161869.5;130133.75;19595.25;10.13;65.67;9.0;999.73;8.0;1.4;0.0;15.55;8.2;7.17;18.67;4.0
2023-01-05;156398.25;127761.0;12344.5;12.13;78.0;9.0;997.23;7.33;0.2;0.0;35.09;11.03;10.13;20.0;3.67
2023-01-06;128157.5;113036.25;12675.5;9.93;78.33;8.67;995.37;7.33;0.0;0.0;47.84;9.43;7.97;22.67;2.0
2023-01-07;127950.5;110863.5;11120.25;10.57;66.67;9.0;987.93;5.33;3.8;0.0;70.34;8.4;7.5;16.0;1.67
2023-01-08;127188.25;108394.25;14290.25;9.13;83.0;8.67;979.1;7.67;8.0;0.0;10.89;9.67;7.73;17.33;2.67
2023-01-09;174571.0;145741.25;8589.5;6.6;78.33;8.33;980.1;7.33;5.2;0.0;23.74;7.67;4.97;18.67;3.67
2023-01-10;183647.5;161834.25;10129.5;6.23;71.67;8.33;995.17;7.0;0.0;0.0;63.63;6.8;4.07;20.0;2.33
2023-01-11;185116.0;158840.5;11163.75;10.0;84.0;8.33;990.93;8.0;2.2;0.0;8.77;10.4;8.67;18.67;3.33
2023-01-12;185827.25;150432.25;9592.25;9.93;67.33;8.67;992.23;7.67;0.0;0.0;22.38;8.2;7.07;20.0;4.0
2023-01-13;181915.75;144705.5;9762.25;9.43;76.33;8.67;989.67;7.0;5.6;0.0;49.66;8.97;7.37;21.33;4.0
2023-01-14;149234.25;119407.5;11245.5;10.27;65.0;9.0;988.2;7.67;0.4;0.0;27.05;8.13;7.17;18.67;3.67
2023-01-15;137888.75;109329.0;16252.5;7.9;71.0;8.67;982.1;5.0;6.1;0.0;19.96;7.77;5.57;20.0;4.33
2023-01-16;187870.25;156981.5;2779.25;7.1;58.33;9.0;963.67;8.0;1.0;0.0;16.41;5.93;3.8;17.33;3.67
2023-01-17;193202.5;176404.0;8890.25;2.6;84.67;8.33;959.17;7.33;4.3;0.0;25.75;6.2;1.57;24.0;1.33
2023-01-18;197080.25;190176.0;6215.75;0.67;85.33;7.0;969.9;7.67;0.5;2.0;32.13;5.43;-0.2;26.67;1.0
2023-01-19;199207.75;187661.25;10167.5;0.1;75.0;8.0;981.17;5.33;0.0;0.0;47.97;4.63;-1.33;13.33;2.33
2023-01-20;193014.75;188172.75;4273.5;0.8;78.0;8.0;989.1;5.33;0.0;0.0;60.51;5.0;-0.53;20.0;2.0
2023-01-21;164548.25;155058.75;9651.25;-1.53;77.67;8.0;995.07;7.0;0.0;0.0;67.96;4.23;-2.7;13.33;2.33
2023-01-22;150513.75;147422.75;7857.5;0.23;88.0;7.67;997.8;7.67;0.0;0.0;24.11;5.43;-0.47;32.0;1.67
2023-01-23;196236.75;182768.25;6705.25;1.87;77.67;8.0;1000.0;7.67;0.0;0.0;18.53;5.37;0.47;22.67;2.0
2023-01-24;199162.0;190168.25;9681.75;4.17;77.0;8.0;1003.17;8.0;0.0;0.0;29.93;6.3;2.57;22.67;2.0
2023-01-25;199031.25;197646.5;6645.0;2.3;89.0;6.67;1000.33;7.67;0.0;0.0;22.01;6.4;1.57;32.0;2.33
2023-01-26;201163.0;200255.25;5454.25;0.13;87.0;7.0;992.53;7.67;0.0;0.0;9.13;5.37;-0.6;32.0;2.0
2023-01-27;197012.0;194041.25;6450.5;0.13;77.67;7.67;992.27;8.0;0.0;0.0;27.53;4.8;-1.13;32.0;2.33
2023-01-28;161373.25;157411.25;3655.25;2.47;69.33;8.33;996.47;7.67;0.0;0.0;30.74;5.03;0.5;22.67;2.0
2023-01-29;148710.75;140072.75;6603.75;0.3;75.0;8.33;999.47;8.0;0.0;0.0;76.15;4.6;-1.17;17.33;1.33
2023-01-30;197534.75;174186.5;5434.0;2.13;72.67;8.33;997.3;8.0;0.0;0.0;38.38;5.17;0.43;20.0;3.67
2023-01-31;199162.5;172239.0;7473.75;2.47;78.67;8.0;1000.3;5.33;0.0;0.0;73.74;5.7;1.0;20.0;2.33
2023-02-01;199246.25;165632.0;9026.0;5.7;75.0;8.33;998.6;8.0;0.0;0.0;23.84;6.83;3.83;20.0;4.0
2023-02-02;197682.5;163023.25;10156.75;6.37;76.67;8.0;1001.57;8.0;0.2;0.0;12.49;7.33;4.63;20.0;3.67
2023-02-03;191894.25;152921.5;9560.75;7.4;72.0;9.0;1004.27;7.33;5.6;0.0;39.68;7.4;5.2;20.0;4.0
2023-02-04;153751.25;137303.5;7057.0;5.93;90.33;7.33;1006.47;5.0;2.2;0.0;34.25;8.47;5.23;24.0;1.33
2023-02-05;146606.5;142206.5;11385.25;2.77;95.0;6.67;1007.1;7.33;6.2;0.0;12.81;7.13;2.43;25.33;1.0
2023-02-06;191905.25;183476.0;5338.0;2.47;77.67;7.0;1007.6;7.33;0.0;0.0;58.92;5.57;1.0;20.0;1.67
2023-02-07;196045.25;167036.0;8009.25;1.63;62.0;8.0;1006.87;0.0;0.0;0.0;112.79;4.27;-0.73;18.67;2.0
2023-02-08;197357.5;161541.5;6684.5;-1.0;66.67;8.0;1005.1;0.0;0.0;0.0;116.77;3.7;-2.87;22.67;1.67
2023-02-09;196602.0;172930.25;7622.5;-0.93;73.33;7.0;1004.77;1.67;0.0;0.0;113.27;4.1;-2.53;29.33;1.0
2023-02-10;191471.75;167355.5;7957.5;0.17;74.67;6.67;1010.0;2.67;0.0;0.0;105.84;4.53;-1.4;29.33;1.0
2023-02-11;155580.75;130977.5;10958.25;2.33;70.67;7.33;1008.3;5.0;0.0;0.0;114.03;5.07;0.33;21.33;1.33
2023-02-12;138374.0;119476.5;5697.5;3.17;76.67;7.33;1007.5;2.67;0.0;0.0;120.1;5.87;1.43;13.33;1.0
2023-02-13;185877.0;165482.25;8973.25;2.63;88.67;5.0;1007.87;2.33;0.0;0.0;117.78;6.53;1.83;26.67;1.67
2023-02-14;190413.75;175152.25;7008.0;-0.3;98.0;1.67;1005.87;8.0;0.0;0.0;92.45;5.87;-0.4;32.0;1.0
2023-02-15;190835.5;172794.0;5837.75;0.93;90.0;5.33;1000.93;5.33;0.0;0.0;108.45;5.87;0.33;21.33;1.0
2023-02-16;186748.25;155781.75;9517.25;8.5;58.0;8.33;999.6;5.0;0.0;0.0;113.64;5.9;4.27;13.33;2.33
2023-02-17;180788.5;143814.25;14230.5;11.83;68.67;8.67;1000.0;7.67;0.0;0.0;36.87;9.57;8.93;20.0;4.0
2023-02-18;146327.5;106499.0;7825.0;12.87;70.33;9.0;998.53;7.67;0.0;0.0;81.49;10.4;10.0;20.0;4.0
2023-02-19;133379.75;101372.25;5792.75;10.63;66.33;9.0;998.93;8.0;0.0;0.0;59.4;8.5;7.63;20.0;3.33
2023-02-20;170820.5;128096.0;11830.75;8.17;70.0;8.33;998.6;3.0;0.0;0.0;138.78;7.23;5.33;18.67;1.0
2023-02-21;173796.75;144485.75;7680.75;-328.3;-287.0;-327.33;328.93;-330.33;0.0;0.0;142.23;-328.67;-330.33;-317.0;-332.33
2023-02-22;178309.5;156511.0;9078.25;-324.9;-287.33;-327.67;324.53;-327.67;0.7;-999.0;86.69;-326.5;-326.83;-319.67;-330.67
2023-02-23;177551.75;166174.0;3125.75;10.87;81.67;8.0;985.37;7.33;0.8;0.0;108.95;10.5;9.17;29.33;1.33
2023-02-24;176840.0;160814.5;4905.5;8.4;87.0;6.67;979.9;8.0;9.8;0.0;47.78;9.6;7.3;30.67;1.33
2023-02-25;150294.5;126851.25;11100.75;4.93;64.0;8.33;980.53;5.67;0.0;0.0;66.22;5.57;2.3;26.67;1.67
2023-02-26;144907.5;115614.75;9152.0;0.13;64.67;9.0;986.73;4.0;0.0;0.0;58.56;4.03;-1.93;22.67;2.67
2023-02-27;189896.5;147031.75;5253.25;2.17;49.67;9.0;992.23;7.33;0.0;0.0;77.29;3.5;-1.07;13.33;2.67
2023-02-28;193649.25;160042.75;4572.5;1.1;64.67;7.33;995.07;4.33;0.0;0.0;138.99;4.23;-1.07;13.33;2.0
2023-03-01;191260.5;152935.0;6344.75;1.97;70.0;7.67;991.63;7.0;0.0;0.0;92.83;4.87;-0.03;30.67;1.33
2023-03-02;188402.75;160344.5;4107.0;2.6;75.67;7.0;990.03;8.0;0.0;0.0;58.6;5.53;1.0;25.33;1.0
2023-03-03;182588.25;162136.0;5695.75;3.7;76.33;6.67;992.47;8.0;0.0;0.0;96.29;6.03;1.97;14.67;1.0
2023-03-04;154339.5;136014.75;7954.75;0.67;81.67;6.33;994.7;2.67;0.0;0.0;115.04;5.2;-0.53;29.33;1.33
2023-03-05;142385.0;133292.5;8762.0;2.6;73.67;7.0;988.07;8.0;0.0;0.0;72.48;5.37;0.8;22.67;1.67
2023-03-06;187113.75;172296.75;5347.25;4.53;63.33;7.67;980.0;8.0;0.0;0.0;67.21;5.3;1.87;25.33;2.33
2023-03-07;189521.0;151192.0;9143.25;5.37;53.0;8.33;976.23;6.33;0.0;0.0;83.78;4.7;1.83;21.33;3.0
2023-03-08;188589.75;157290.5;4604.25;9.53;71.0;8.67;970.6;7.67;6.7;0.0;39.98;8.77;7.1;20.0;3.67
2023-03-09;179623.75;132938.0;5044.25;12.7;59.0;9.0;975.17;8.0;1.3;0.0;130.06;8.5;8.57;18.67;3.67
2023-03-10;180587.5;138338.75;6667.5;9.73;70.33;8.67;970.7;7.67;1.7;0.0;34.15;8.53;7.2;18.67;4.33
2023-03-11;149180.75;118413.25;6640.5;4.3;57.0;9.0;982.37;7.67;0.5;0.0;145.52;4.67;1.23;18.67;1.33
2023-03-12;136730.5;111295.0;13244.75;10.63;71.67;8.67;986.33;7.33;0.6;0.0;102.52;9.07;8.03;20.0;3.67
2023-03-13;174042.25;130459.75;14763.75;17.6;54.67;9.0;977.4;8.0;30.3;0.0;140.93;10.63;12.1;20.0;4.0
2023-03-14;181961.0;142194.5;12037.25;9.2;64.67;9.0;976.43;7.33;2.1;0.0;54.42;7.53;6.17;22.67;3.33
2023-03-15;185248.0;157844.5;8539.75;4.67;68.0;9.0;991.23;4.0;0.0;0.0;177.48;5.53;2.1;22.67;2.0
2023-03-16;178350.75;140180.25;11969.75;7.2;63.33;8.67;988.97;8.0;0.0;0.0;178.05;6.17;3.9;20.0;1.33
2023-03-17;171754.0;140306.0;5783.75;10.87;56.67;9.0;983.67;7.67;0.0;0.0;140.22;6.83;6.27;22.67;1.33
2023-03-18;134539.5;101174.0;8765.5;13.7;47.0;8.67;985.3;7.0;0.3;0.0;167.04;7.2;8.07;17.33;2.67
2023-03-19;124491.25;101780.75;9487.25;12.43;63.67;9.0;988.6;7.33;3.6;0.0;105.25;9.2;9.0;16.0;2.67
2023-03-20;170895.0;151062.5;2841.5;9.9;74.0;8.67;993.23;8.0;0.0;0.0;105.75;8.97;7.57;26.67;1.33
2023-03-21;172096.0;149116.25;3265.25;11.1;65.33;8.33;989.0;8.0;0.0;0.0;142.15;8.27;7.5;18.67;2.0
2023-03-22;168942.25;126465.75;7636.5;13.27;58.33;8.67;985.4;7.0;0.0;0.0;203.09;8.37;8.63;21.33;2.33
2023-03-23;172928.5;143117.0;7910.25;16.7;52.0;9.0;983.37;8.0;1.4;0.0;57.15;9.93;11.33;20.0;3.33
2023-03-24;173078.5;138415.75;9590.0;13.13;70.67;8.67;982.3;8.0;7.5;0.0;37.55;10.73;10.3;20.0;3.67
2023-03-25;140080.75;91444.0;16540.75;10.57;67.33;8.67;986.17;7.0;0.7;0.0;139.63;8.53;7.57;20.0;4.0
2023-03-26;122709.75;88174.0;9968.0;10.37;63.33;8.67;978.83;8.0;5.7;0.0;98.67;7.97;7.07;18.67;3.67
2023-03-27;169976.5;130908.0;10874.25;5.4;65.0;8.33;992.67;5.33;0.0;0.0;155.11;5.73;2.73;22.67;2.0
2023-03-28;175898.5;136396.75;9519.75;6.03;61.33;8.33;997.4;5.33;0.0;0.0;219.08;5.4;2.77;9.33;1.0
2023-03-29;177199.5;148533.25;5721.25;15.77;39.0;9.0;990.3;8.0;0.4;0.0;86.02;7.07;8.93;18.67;3.0
2023-03-30;176435.75;139325.5;11443.75;15.3;62.33;8.33;986.43;6.0;8.8;0.0;47.17;10.77;11.27;20.0;3.0
2023-03-31;170656.0;124357.0;7262.25;12.53;67.33;8.67;977.23;7.67;9.4;0.0;108.4;9.73;9.37;18.67;3.0
2023-04-01;142394.25;101508.25;17842.0;9.97;74.0;8.67;979.0;8.0;0.8;0.0;63.92;9.07;7.73;20.0;4.0
2023-04-02;130321.25;106768.25;9606.25;9.9;78.33;8.67;987.67;7.67;2.4;0.0;162.05;9.43;7.97;14.67;2.33
2023-04-03;176503.5;145177.25;8559.5;6.2;60.33;9.0;995.43;7.67;0.0;0.0;109.46;5.63;3.13;14.67;2.33
2023-04-04;176719.25;126522.75;8453.25;5.27;50.67;8.33;993.97;0.0;0.0;0.0;258.28;4.33;1.43;32.0;2.33
2023-04-05;175120.0;133636.75;8009.5;5.2;55.67;8.33;992.17;2.67;0.0;0.0;255.89;4.7;1.67;29.33;2.0
2023-04-06;168163.25;131639.75;8876.75;7.17;56.0;8.33;991.03;7.33;0.0;0.0;191.11;5.4;3.27;16.0;1.67
2023-04-07;126791.5;105590.0;6104.25;7.2;80.0;8.67;989.13;7.67;0.2;0.0;96.22;8.1;5.67;25.33;2.0
2023-04-08;125057.0;109499.0;1906.5;9.5;73.0;8.33;993.8;8.0;0.4;0.0;98.75;8.57;7.1;29.33;1.67
2023-04-09;107810.25;71504.75;12033.0;11.13;52.0;8.67;994.1;0.0;0.0;0.0;271.97;6.63;6.4;18.67;2.33
2023-04-10;111324.0;65290.0;14909.0;11.6;58.0;8.67;991.4;8.0;1.1;0.0;204.56;7.67;7.2;16.0;2.0
2023-04-11;160617.0;119955.0;11207.0;11.43;61.33;9.0;989.17;7.67;1.7;0.0;132.29;8.13;7.73;16.0;2.67
2023-04-12;171559.75;142484.75;10073.5;11.83;72.0;8.33;977.07;8.0;7.0;0.0;51.16;10.0;9.23;18.67;3.0
2023-04-13;171279.0;140546.0;14428.75;9.0;62.0;8.67;980.33;8.0;1.7;0.0;161.32;7.1;5.77;17.33;3.0
2023-04-14;163814.25;127222.25;5518.0;9.53;56.33;8.67;981.03;5.0;0.0;0.0;246.64;6.2;5.27;26.67;1.67
2023-04-15;134870.75;108869.75;7458.25;10.47;67.33;9.0;982.03;8.0;1.6;0.0;142.88;8.47;7.5;28.0;2.0
2023-04-16;126733.25;112847.0;4777.25;8.8;88.0;7.0;992.7;8.0;1.6;0.0;26.57;10.0;7.83;20.0;1.33
2023-04-17;170804.5;148587.0;6494.5;10.13;82.0;7.67;992.83;7.67;0.6;0.0;130.23;10.07;8.5;13.33;2.0
2023-04-18;176200.5;145437.75;6737.0;10.23;74.33;8.0;991.27;7.67;0.0;0.0;116.91;9.0;7.77;24.0;2.33
2023-04-19;177413.25;154106.75;10025.75;10.1;78.67;8.0;990.67;8.0;1.3;0.0;59.82;9.73;8.23;17.33;1.67
2023-04-20;176986.5;156621.75;5544.75;7.57;70.33;8.0;984.37;7.67;0.0;0.0;118.81;7.23;5.1;20.0;2.33
