Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Nov 5, 2024;Nov 6, 2024;175,623.50;156,596.50;5,031.00
Nov 6, 2024;Nov 7, 2024;177,701.75;167,081.00;2,856.00
Nov 7, 2024;Nov 8, 2024;177,940.25;173,759.75;5,982.00
Nov 8, 2024;Nov 9, 2024;173,790.50;167,216.75;4,577.50
Nov 9, 2024;Nov 10, 2024;141,621.75;129,433.50;4,316.25
Nov 10, 2024;Nov 11, 2024;134,580.00;127,197.00;3,444.00
Nov 11, 2024;Nov 12, 2024;180,049.25;173,405.75;5,189.75
Nov 12, 2024;Nov 13, 2024;185,848.25;176,078.25;7,752.75
Nov 13, 2024;Nov 14, 2024;190,554.50;186,822.75;6,737.50
Nov 14, 2024;Nov 15, 2024;186,048.75;178,280.50;7,891.75
Nov 15, 2024;Nov 16, 2024;178,150.50;170,158.75;6,323.00
Nov 16, 2024;Nov 17, 2024;150,794.75;133,368.00;8,572.50
Nov 17, 2024;Nov 18, 2024;141,530.00;114,256.50;13,981.75
Nov 18, 2024;Nov 19, 2024;184,024.25;152,948.50;7,395.50
Nov 19, 2024;Nov 20, 2024;187,982.75;150,567.25;7,799.75
Nov 20, 2024;Nov 21, 2024;191,960.75;156,403.50;8,878.50
Nov 21, 2024;Nov 22, 2024;195,451.50;174,905.25;5,720.50
Nov 22, 2024;Nov 23, 2024;194,519.75;164,966.00;5,943.00
Nov 23, 2024;Nov 24, 2024;159,844.50;133,124.25;12,867.00
Nov 24, 2024;Nov 25, 2024;142,860.50;112,755.75;19,850.25
Nov 25, 2024;Nov 26, 2024;180,612.25;149,309.00;9,965.00
Nov 26, 2024;Nov 27, 2024;184,017.75;162,841.75;6,675.50
Nov 27, 2024;Nov 28, 2024;186,163.50;156,779.00;10,174.00
Nov 28, 2024;Nov 29, 2024;187,373.50;161,002.50;9,166.50
Nov 29, 2024;Nov 30, 2024;182,223.75;158,678.00;5,857.50
Nov 30, 2024;Dec 1, 2024;154,901.75;126,514.75;11,199.00
Dec 1, 2024;Dec 2, 2024;153,970.75;138,779.25;6,569.00
Dec 2, 2024;Dec 3, 2024;195,833.50;181,028.50;7,779.50
Dec 3, 2024;Dec 4, 2024;198,116.75;180,075.50;9,668.50
Dec 4, 2024;Dec 5, 2024;200,871.00;192,235.25;7,375.50
Dec 5, 2024;Dec 6, 2024;201,471.00;179,698.25;7,777.50
Dec 6, 2024;Dec 7, 2024;187,616.50;147,542.50;9,925.50
Dec 7, 2024;Dec 8, 2024;158,681.50;135,619.00;15,292.00
Dec 8, 2024;Dec 9, 2024;144,606.50;129,420.00;7,016.00
Dec 9, 2024;Dec 10, 2024;195,443.00;178,060.25;9,982.25
Dec 10, 2024;Dec 11, 2024;201,700.00;188,996.50;8,706.75
Dec 11, 2024;Dec 12, 2024;201,899.50;197,262.50;10,714.25
Dec 12, 2024;Dec 13, 2024;199,711.00;196,802.50;11,108.75
Dec 13, 2024;Dec 14, 2024;193,219.50;187,298.75;8,810.25
Dec 14, 2024;Dec 15, 2024;163,694.50;148,032.00;3,668.00
Dec 15, 2024;Dec 16, 2024;158,766.50;130,510.25;12,512.00
Dec 16, 2024;Dec 17, 2024;196,663.00;164,253.00;10,670.50
Dec 17, 2024;Dec 18, 2024;192,992.75;179,183.00;8,268.25
Dec 18, 2024;Dec 19, 2024;183,184.00;154,385.50;11,715.50
Dec 19, 2024;Dec 20, 2024;178,629.75;147,052.75;17,059.50
Dec 20, 2024;Dec 21, 2024;170,357.75;146,819.25;10,278.75
Dec 21, 2024;Dec 22, 2024;147,584.75;114,845.50;19,547.25
Dec 22, 2024;Dec 23, 2024;138,869.50;109,184.50;12,679.00
Dec 23, 2024;Dec 24, 2024;153,600.50;139,028.75;11,335.75
Dec 24, 2024;Dec 25, 2024;137,114.50;126,732.50;8,643.00
Dec 25, 2024;Dec 26, 2024;130,890.25;117,227.75;10,776.50
Dec 26, 2024;Dec 27, 2024;134,422.75;103,663.75;4,562.25
Dec 27, 2024;Dec 28, 2024;151,601.25;130,121.00;4,748.25
Dec 28, 2024;Dec 29, 2024;149,025.00;136,005.50;3,231.00
Dec 29, 2024;Dec 30, 2024;142,116.50;130,749.00;3,893.25
Dec 30, 2024;Dec 31, 2024;158,911.25;153,442.25;7,647.75
Dec 31, 2024;Jan 1, 2025;151,796.75;131,579.25;7,298.50
Jan 1, 2025;Jan 2, 2025;141,695.75;99,784.00;24,022.25
Jan 2, 2025;Jan 3, 2025;155,082.00;133,009.00;9,724.00
Jan 3, 2025;Jan 4, 2025;167,101.25;148,537.00;12,438.00
Jan 4, 2025;Jan 5, 2025;151,605.00;136,880.25;1,471.00
Jan 5, 2025;Jan 6, 2025;137,940.50;112,880.00;7,803.25
Jan 6, 2025;Jan 7, 2025;140,991.25;101,859.50;22,200.75
Jan 7, 2025;Jan 8, 2025;187,638.00;149,778.50;10,468.50
Jan 8, 2025;Jan 9, 2025;201,533.50;187,469.75;10,905.75
Jan 9, 2025;Jan 10, 2025;194,232.00;155,942.50;6,218.25
Jan 10, 2025;Jan 11, 2025;198,441.25;171,952.75;8,119.75
Jan 11, 2025;Jan 12, 2025;170,795.50;154,394.25;6,065.75
Jan 12, 2025;Jan 13, 2025;157,915.25;138,417.75;8,999.25
Jan 13, 2025;Jan 14, 2025;210,258.75;184,942.00;4,400.00
Jan 14, 2025;Jan 15, 2025;213,834.75;186,949.00;6,801.00
Jan 15, 2025;Jan 16, 2025;209,980.50;202,572.75;6,195.00
Jan 16, 2025;Jan 17, 2025;204,487.75;187,040.25;4,842.50
Jan 17, 2025;Jan 18, 2025;205,348.00;198,147.00;5,497.75
Jan 18, 2025;Jan 19, 2025;168,966.25;153,813.25;4,335.25
Jan 19, 2025;Jan 20, 2025;161,662.25;139,115.75;8,538.75
Jan 20, 2025;Jan 21, 2025;207,802.00;193,345.00;5,500.25
Jan 21, 2025;Jan 22, 2025;213,890.25;197,709.50;7,256.00
Jan 22, 2025;Jan 23, 2025;212,451.50;195,422.00;7,199.75
Jan 23, 2025;Jan 24, 2025;204,642.75;172,393.00;8,218.50
Jan 24, 2025;Jan 25, 2025;199,675.25;166,315.50;17,513.75
Jan 25, 2025;Jan 26, 2025;155,743.75;126,102.00;8,889.00
Jan 26, 2025;Jan 27, 2025;145,189.25;107,335.00;7,043.75
Jan 27, 2025;Jan 28, 2025;194,605.25;160,340.25;18,230.75
Jan 28, 2025;Jan 29, 2025;197,629.75;175,064.50;9,518.25
Jan 29, 2025;Jan 30, 2025;196,650.00;160,758.00;15,163.50
Jan 30, 2025;Jan 31, 2025;195,257.50;173,230.25;7,069.00
Jan 31, 2025;Feb 1, 2025;193,140.50;176,948.75;8,673.75
Feb 1, 2025;Feb 2, 2025;157,897.25;136,685.75;8,723.25
Feb 2, 2025;Feb 3, 2025;153,864.00;136,779.50;9,677.50
Feb 3, 2025;Feb 4, 2025;200,629.25;191,467.50;1,753.00
Feb 4, 2025;Feb 5, 2025;209,143.75;194,375.00;5,193.25
