STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;NSH_TAG;eor
       1443;19490702;    5;   0.0;   0;   0;-999;eor
       1443;19490703;    5;   0.0;   0;   0;-999;eor
       1443;19490704;    5;   0.0;   0;   0;-999;eor
       1443;19490705;    5;   0.0;   1;   0;-999;eor
       1443;19490706;    5;   0.0;   0;   0;-999;eor
       1443;19490707;    5;   0.0;   0;   0;-999;eor
       1443;19490708;    5;   0.0;   1;   0;-999;eor
       1443;19490709;    5;   0.0;   0;   0;-999;eor
       1443;19490710;    5;   0.0;   0;   0;-999;eor
       1443;19490711;    5;   0.0;   0;   0;-999;eor
       1443;19490712;    5;   0.0;   0;   0;-999;eor
       1443;19490713;    5;   0.0;   1;   0;-999;eor
       1443;19490714;    5;   0.0;   0;   0;-999;eor
       1443;19490715;    5;   2.2;   1;   0;-999;eor
       1443;19490716;    5;   0.0;   1;   0;-999;eor
       1443;19490717;    5;   0.0;   0;   0;-999;eor
       1443;19490718;    5;   5.2;   1;   0;-999;eor
       1443;19490719;    5;   0.1;   1;   0;-999;eor
       1443;19490720;    5;   0.0;   0;   0;-999;eor
       1443;19490721;    5;   0.0;   0;   0;-999;eor
       1443;19490722;    5;   0.0;   0;   0;-999;eor
       1443;19490723;    5;   0.0;   1;   0;-999;eor
       1443;19490724;    5;   6.7;   1;   0;-999;eor
       1443;19490725;    5;   0.0;   0;   0;-999;eor
       1443;19490726;    5;   0.0;   0;   0;-999;eor
       1443;19490727;    5;   0.0;   0;   0;-999;eor
       1443;19490728;    5;   0.0;   0;   0;-999;eor
       1443;19490729;    5;   0.0;   0;   0;-999;eor
       1443;19490730;    5;   0.0;   0;   0;-999;eor
       1443;19490731;    5;   0.0;   0;   0;-999;eor
       1443;19490801;    5;   0.0;   0;   0;-999;eor
       1443;19490802;    5;   5.5;   1;   0;-999;eor
       1443;19490803;    5;   4.4;   1;   0;-999;eor
       1443;19490804;    5;   0.0;   0;   0;-999;eor
       1443;19490805;    5;   0.0;   0;   0;-999;eor
       1443;19490806;    5;   5.8;   1;   0;-999;eor
       1443;19490807;    5;   0.0;   0;   0;-999;eor
       1443;19490808;    5;   0.0;   0;   0;-999;eor
       1443;19490809;    5;  13.3;   1;   0;-999;eor
       1443;19490810;    5;   0.0;   1;   0;-999;eor
       1443;19490811;    5;  17.6;   1;   0;-999;eor
       1443;19490812;    5;   0.1;   1;   0;-999;eor
       1443;19490813;    5;   0.0;   0;   0;-999;eor
       1443;19490814;    5;   0.0;   0;   0;-999;eor
       1443;19490815;    5;   0.0;   0;   0;-999;eor
       1443;19490816;    5;   0.0;   0;   0;-999;eor
       1443;19490817;    5;   0.0;   0;   0;-999;eor
       1443;19490818;    5;   0.0;   0;   0;-999;eor
       1443;19490819;    5;   0.0;   0;   0;-999;eor
       1443;19490820;    5;   0.0;   0;   0;-999;eor
       1443;19490821;    5;   0.0;   0;   0;-999;eor
       1443;19490822;    5;   0.0;   0;   0;-999;eor
       1443;19490823;    5;   3.7;   1;   0;-999;eor
       1443;19490824;    5;   2.0;   1;   0;-999;eor
       1443;19490825;    5;   0.0;   0;   0;-999;eor
       1443;19490826;    5;   0.2;   1;   0;-999;eor
       1443;19490827;    5;   0.0;   1;   0;-999;eor
       1443;19490828;    5;   0.0;   1;   0;-999;eor
       1443;19490829;    5;   9.2;   1;   0;-999;eor
       1443;19490830;    5;   3.5;   1;   0;-999;eor
       1443;19490831;    5;   0.0;   0;   0;-999;eor
       1443;19490901;    5;   0.2;   1;   0;-999;eor
       1443;19490902;    5;   0.3;   1;   0;-999;eor
       1443;19490903;    5;   0.0;   0;   0;-999;eor
       1443;19490904;    5;   0.0;   0;   0;-999;eor
       1443;19490905;    5;   0.0;   0;   0;-999;eor
       1443;19490906;    5;   0.0;   0;   0;-999;eor
       1443;19490907;    5;  32.3;   1;   0;-999;eor
       1443;19490908;    5;   0.0;   0;   0;-999;eor
       1443;19490909;    5;   0.0;   0;   0;-999;eor
       1443;19490910;    5;   0.0;   0;   0;-999;eor
       1443;19490911;    5;   0.0;   0;   0;-999;eor
       1443;19490912;    5;   1.5;   1;   0;-999;eor
       1443;19490913;    5;   0.1;   1;   0;-999;eor
       1443;19490914;    5;   3.0;   1;   0;-999;eor
       1443;19490915;    5;  14.7;   1;   0;-999;eor
       1443;19490916;    5;   2.5;   1;   0;-999;eor
       1443;19490917;    5;   0.0;   0;   0;-999;eor
       1443;19490918;    5;   2.8;   1;   0;-999;eor
       1443;19490919;    5;   1.9;   1;   0;-999;eor
       1443;19490920;    5;   2.3;   1;   0;-999;eor
       1443;19490921;    5;   0.0;   1;   0;-999;eor
       1443;19490922;    5;   0.0;   0;   0;-999;eor
       1443;19490923;    5;   0.1;   1;   0;-999;eor
       1443;19490924;    5;   0.0;   0;   0;-999;eor
       1443;19490925;    5;   0.0;   0;   0;-999;eor
       1443;19490926;    5;   0.0;   0;   0;-999;eor
       1443;19490927;    5;   0.0;   0;   0;-999;eor
       1443;19490928;    5;   0.0;   0;   0;-999;eor
       1443;19490929;    5;   0.0;   0;   0;-999;eor
       1443;19490930;    5;   0.0;   1;   0;-999;eor
       1443;19491001;    5;   0.0;   1;   0;-999;eor
       1443;19491002;    5;   0.0;   1;   0;-999;eor
       1443;19491003;    5;   0.0;   1;   0;-999;eor
       1443;19491004;    5;   0.0;   0;   0;-999;eor
       1443;19491005;    5;   0.0;   0;   0;-999;eor
       1443;19491006;    5;   0.1;   1;   0;-999;eor
       1443;19491007;    5;   0.0;   1;   0;-999;eor
       1443;19491008;    5;   0.3;   1;   0;-999;eor
       1443;19491009;    5;   4.7;   1;   0;-999;eor
       1443;19491010;    5;   0.0;   1;   0;-999;eor
       1443;19491011;    5;   0.0;   0;   0;-999;eor
       1443;19491012;    5;   0.0;   0;   0;-999;eor
       1443;19491013;    5;   0.1;   1;   0;-999;eor
       1443;19491014;    5;   0.1;   1;   0;-999;eor
       1443;19491015;    5;   0.0;   0;   0;-999;eor
       1443;19491016;    5;   0.0;   0;   0;-999;eor
       1443;19491017;    5;   2.9;   1;   0;-999;eor
       1443;19491018;    5;   0.0;   0;   0;-999;eor
       1443;19491019;    5;   0.2;   1;   0;-999;eor
       1443;19491020;    5;   0.1;   1;   0;-999;eor
       1443;19491021;    5;  12.8;   1;   0;-999;eor
       1443;19491022;    5;   0.3;   1;   0;-999;eor
       1443;19491023;    5;   0.0;   1;   0;-999;eor
       1443;19491024;    5;   2.9;   1;   0;-999;eor
       1443;19491025;    5;   0.0;   0;   0;-999;eor
       1443;19491026;    5;   1.3;   1;   0;-999;eor
       1443;19491027;    5;   0.0;   0;   0;-999;eor
       1443;19491028;    5;   0.0;   0;   0;-999;eor
       1443;19491029;    5;   0.0;   0;   0;-999;eor
       1443;19491030;    5;   0.0;   0;   0;-999;eor
       1443;19491031;    5;   0.0;   0;   0;-999;eor
       1443;19491101;    5;   0.0;   0;   0;-999;eor
       1443;19491102;    5;   0.0;   0;   0;-999;eor
       1443;19491103;    5;   0.0;   0;   0;-999;eor
       1443;19491104;    5;   0.0;   0;   0;-999;eor
       1443;19491105;    5;   1.8;   1;   0;-999;eor
       1443;19491106;    5;   1.3;   1;   0;-999;eor
       1443;19491107;    5;   1.7;   8;   0;-999;eor
       1443;19491108;    5;  13.2;   1;   0;-999;eor
       1443;19491109;    5;   1.6;   1;   0;-999;eor
       1443;19491110;    5;   1.8;   1;   0;-999;eor
       1443;19491111;    5;  11.7;   1;   0;-999;eor
       1443;19491112;    5;   2.5;   1;   0;-999;eor
       1443;19491113;    5;   1.2;   1;   0;-999;eor
       1443;19491114;    5;   1.5;   1;   0;-999;eor
       1443;19491115;    5;   0.7;   1;   0;-999;eor
       1443;19491116;    5;   0.0;   0;   0;-999;eor
       1443;19491117;    5;   0.0;   0;   0;-999;eor
       1443;19491118;    5;   0.0;   0;   0;-999;eor
       1443;19491119;    5;   0.0;   1;   0;-999;eor
       1443;19491120;    5;   5.6;   1;   0;-999;eor
       1443;19491121;    5;   0.0;   0;   0;-999;eor
       1443;19491122;    5;   0.3;   1;   0;-999;eor
       1443;19491123;    5;   0.0;   0;   0;-999;eor
       1443;19491124;    5;   0.2;   1;   0;-999;eor
       1443;19491125;    5;   0.0;   0;   0;-999;eor
       1443;19491126;    5;  12.1;   1;   0;-999;eor
       1443;19491127;    5;   0.3;   1;   0;-999;eor
       1443;19491128;    5;   5.5;   1;   0;-999;eor
       1443;19491129;    5;   0.0;   1;   0;-999;eor
       1443;19491130;    5;   0.0;   1;   0;-999;eor
       1443;19491201;    5;   0.4;   1;   0;-999;eor
       1443;19491202;    5;   5.2;   1;   0;-999;eor
       1443;19491203;    5;   0.8;   1;   0;-999;eor
       1443;19491204;    5;   4.0;   1;   0;-999;eor
       1443;19491205;    5;   4.5;   1;   0;-999;eor
       1443;19491206;    5;   6.1;   1;   0;-999;eor
       1443;19491207;    5;   0.0;   0;   0;-999;eor
       1443;19491208;    5;   0.0;   0;   0;-999;eor
       1443;19491209;    5;   9.9;   8;   0;-999;eor
       1443;19491210;    5;   2.9;   7;   0;-999;eor
       1443;19491211;    5;   1.0;   7;   1;-999;eor
       1443;19491212;    5;   4.2;   8;   2;-999;eor
       1443;19491213;    5;   0.0;   0;   2;-999;eor
       1443;19491214;    5;   0.9;   1;   0;-999;eor
       1443;19491215;    5;   6.1;   1;   0;-999;eor
       1443;19491216;    5;   3.8;   1;   0;-999;eor
       1443;19491217;    5;   2.3;   1;   0;-999;eor
       1443;19491218;    5;   4.2;   8;   0;-999;eor
       1443;19491219;    5;   5.1;   1;   0;-999;eor
       1443;19491220;    5;   0.0;   1;   0;-999;eor
       1443;19491221;    5;   4.5;   1;   0;-999;eor
       1443;19491222;    5;   1.5;   1;   0;-999;eor
       1443;19491223;    5;   0.0;   1;   0;-999;eor
       1443;19491224;    5;   0.0;   0;   0;-999;eor
       1443;19491225;    5;   0.0;   0;   0;-999;eor
       1443;19491226;    5;   0.0;   1;   0;-999;eor
       1443;19491227;    5;   0.0;   0;   0;-999;eor
       1443;19491228;    5;   0.0;   0;   0;-999;eor
       1443;19491229;    5;   0.0;   1;   0;-999;eor
       1443;19491230;    5;   0.4;   1;   0;-999;eor
       1443;19491231;    5;   0.0;   0;   0;-999;eor
       1443;19500101;    5;   0.0;   0;   0;-999;eor
       1443;19500102;    5;   6.2;   8;   0;-999;eor
       1443;19500103;    5;   6.2;   8;   0;-999;eor
       1443;19500104;    5;   9.0;   8;   0;-999;eor
       1443;19500105;    5;   0.3;   1;   0;-999;eor
       1443;19500106;    5;   2.9;   1;   0;-999;eor
       1443;19500107;    5;   0.0;   0;   0;-999;eor
       1443;19500108;    5;   0.0;   0;   0;-999;eor
       1443;19500109;    5;   0.0;   1;   0;-999;eor
       1443;19500110;    5;   0.0;   0;   0;-999;eor
       1443;19500111;    5;   0.0;   1;   0;-999;eor
       1443;19500112;    5;   0.0;   1;   0;-999;eor
       1443;19500113;    5;   0.0;   0;   0;-999;eor
       1443;19500114;    5;   0.0;   0;   0;-999;eor
       1443;19500115;    5;   0.0;   0;   0;-999;eor
       1443;19500116;    5;   1.8;   1;   0;-999;eor
       1443;19500117;    5;   0.2;   7;   0;-999;eor
       1443;19500118;    5;   0.0;   7;   0;-999;eor
       1443;19500119;    5;   0.0;   7;   0;-999;eor
       1443;19500120;    5;   0.0;   7;   0;-999;eor
       1443;19500121;    5;   0.0;   0;   0;-999;eor
       1443;19500122;    5;   0.0;   0;   0;-999;eor
       1443;19500123;    5;   0.0;   0;   0;-999;eor
       1443;19500124;    5;   0.0;   0;   0;-999;eor
       1443;19500125;    5;   0.0;   0;   0;-999;eor
       1443;19500126;    5;   0.0;   0;   0;-999;eor
       1443;19500127;    5;   0.1;   7;   0;-999;eor
       1443;19500128;    5;   1.6;   7;   0;-999;eor
       1443;19500129;    5;   0.0;   0;   2;-999;eor
       1443;19500130;    5;   0.0;   0;   1;-999;eor
       1443;19500131;    5;   2.0;   1;   1;-999;eor
       1443;19500201;    5;   1.7;   1;   0;-999;eor
       1443;19500202;    5;   0.0;   0;   0;-999;eor
       1443;19500203;    5;   0.0;   1;   0;-999;eor
       1443;19500204;    5;   1.0;   1;   0;-999;eor
       1443;19500205;    5;   4.3;   1;   0;-999;eor
       1443;19500206;    5;   5.9;   1;   0;-999;eor
       1443;19500207;    5;   2.1;   1;   0;-999;eor
       1443;19500208;    5;  10.3;   8;   0;-999;eor
       1443;19500209;    5;   4.0;   8;   1;-999;eor
       1443;19500210;    5;   2.2;   1;   0;-999;eor
       1443;19500211;    5;   3.0;   1;   0;-999;eor
       1443;19500212;    5;   0.5;   1;   0;-999;eor
       1443;19500213;    5;   3.9;   1;   0;-999;eor
       1443;19500214;    5;   0.8;   1;   0;-999;eor
       1443;19500215;    5;   1.6;   1;   0;-999;eor
       1443;19500216;    5;   0.0;   0;   0;-999;eor
       1443;19500217;    5;   0.0;   0;   0;-999;eor
       1443;19500218;    5;   0.0;   0;   0;-999;eor
       1443;19500219;    5;   0.0;   0;   0;-999;eor
       1443;19500220;    5;   9.5;   1;   0;-999;eor
       1443;19500221;    5;   8.6;   1;   0;-999;eor
       1443;19500222;    5;   0.2;   1;   0;-999;eor
       1443;19500223;    5;   0.3;   1;   0;-999;eor
       1443;19500224;    5;   0.0;   1;   0;-999;eor
       1443;19500225;    5;   1.3;   1;   0;-999;eor
       1443;19500226;    5;  21.3;   8;   0;-999;eor
       1443;19500227;    5;   1.0;   7;  13;-999;eor
       1443;19500228;    5;   0.0;   0;  13;-999;eor
       1443;19500301;    5;   0.0;   0;  11;-999;eor
       1443;19500302;    5;   0.0;   0;   8;-999;eor
       1443;19500303;    5;   0.0;   0;   7;-999;eor
       1443;19500304;    5;   0.5;   1;   4;-999;eor
       1443;19500305;    5;   0.0;   0;   0;-999;eor
       1443;19500306;    5;   0.0;   0;   0;-999;eor
       1443;19500307;    5;   0.0;   0;   0;-999;eor
       1443;19500308;    5;   0.0;   0;   0;-999;eor
       1443;19500309;    5;   0.0;   0;   0;-999;eor
       1443;19500310;    5;   3.4;   8;   0;-999;eor
       1443;19500311;    5;   0.0;   0;   0;-999;eor
       1443;19500312;    5;   0.3;   1;   0;-999;eor
       1443;19500313;    5;   0.0;   1;   0;-999;eor
       1443;19500314;    5;   0.0;   0;   0;-999;eor
       1443;19500315;    5;   0.0;   0;   0;-999;eor
       1443;19500316;    5;   0.0;   0;   0;-999;eor
       1443;19500317;    5;   0.1;   1;   0;-999;eor
       1443;19500318;    5;   0.0;   0;   0;-999;eor
       1443;19500319;    5;   1.7;   1;   0;-999;eor
       1443;19500320;    5;   1.3;   1;   0;-999;eor
       1443;19500321;    5;   0.6;   1;   0;-999;eor
       1443;19500322;    5;   0.0;   0;   0;-999;eor
       1443;19500323;    5;   0.0;   1;   0;-999;eor
       1443;19500324;    5;   3.6;   1;   0;-999;eor
       1443;19500325;    5;   0.0;   0;   0;-999;eor
       1443;19500326;    5;   0.0;   0;   0;-999;eor
       1443;19500327;    5;   0.0;   0;   0;-999;eor
       1443;19500328;    5;   0.0;   0;   0;-999;eor
       1443;19500329;    5;   4.2;   1;   0;-999;eor
       1443;19500330;    5;   0.0;   0;   0;-999;eor
       1443;19500331;    5;   0.0;   0;   0;-999;eor
       1443;19500401;    5;   0.0;   0;   0;-999;eor
       1443;19500402;    5;   6.6;   1;   0;-999;eor
       1443;19500403;    5;   1.6;   1;   0;-999;eor
       1443;19500404;    5;   0.1;   1;   0;-999;eor
       1443;19500405;    5;   0.4;   1;   0;-999;eor
       1443;19500406;    5;   0.0;   0;   0;-999;eor
       1443;19500407;    5;   0.0;   0;   0;-999;eor
       1443;19500408;    5;   0.0;   0;   0;-999;eor
       1443;19500409;    5;   5.1;   1;   0;-999;eor
       1443;19500410;    5;   0.0;   1;   0;-999;eor
       1443;19500411;    5;  12.8;   8;   0;-999;eor
       1443;19500412;    5;  10.0;   1;   0;-999;eor
       1443;19500413;    5;   0.4;   1;   0;-999;eor
       1443;19500414;    5;   9.8;   1;   0;-999;eor
       1443;19500415;    5;   9.3;   1;   0;-999;eor
       1443;19500416;    5;   0.1;   1;   0;-999;eor
       1443;19500417;    5;   0.0;   0;   0;-999;eor
       1443;19500418;    5;   0.0;   1;   0;-999;eor
       1443;19500419;    5;   0.2;   1;   0;-999;eor
       1443;19500420;    5;   1.0;   1;   0;-999;eor
       1443;19500421;    5;   3.0;   1;   0;-999;eor
       1443;19500422;    5;   1.1;   1;   0;-999;eor
       1443;19500423;    5;   7.7;   1;   0;-999;eor
       1443;19500424;    5;   6.1;   1;   0;-999;eor
       1443;19500425;    5;   1.4;   1;   0;-999;eor
       1443;19500426;    5;   1.6;   1;   0;-999;eor
       1443;19500427;    5;   2.9;   8;   0;-999;eor
       1443;19500428;    5;   0.0;   1;   0;-999;eor
       1443;19500429;    5;   0.0;   0;   0;-999;eor
       1443;19500430;    5;   0.0;   0;   0;-999;eor
       1443;19500501;    5;   0.0;   0;   0;-999;eor
       1443;19500502;    5;  17.6;   1;   0;-999;eor
       1443;19500503;    5;   0.0;   1;   0;-999;eor
       1443;19500504;    5;  15.7;   1;   0;-999;eor
       1443;19500505;    5;   0.0;   0;   0;-999;eor
       1443;19500506;    5;   0.9;   1;   0;-999;eor
       1443;19500507;    5;   0.4;   1;   0;-999;eor
       1443;19500508;    5;   0.0;   0;   0;-999;eor
       1443;19500509;    5;   0.0;   0;   0;-999;eor
       1443;19500510;    5;   0.0;   0;   0;-999;eor
       1443;19500511;    5;   0.0;   0;   0;-999;eor
       1443;19500512;    5;   0.0;   0;   0;-999;eor
       1443;19500513;    5;   0.0;   0;   0;-999;eor
       1443;19500514;    5;   0.0;   0;   0;-999;eor
       1443;19500515;    5;   0.0;   0;   0;-999;eor
       1443;19500516;    5;   0.0;   1;   0;-999;eor
       1443;19500517;    5;   3.6;   1;   0;-999;eor
       1443;19500518;    5;   7.1;   1;   0;-999;eor
       1443;19500519;    5;   0.0;   0;   0;-999;eor
       1443;19500520;    5;   0.0;   0;   0;-999;eor
       1443;19500521;    5;   0.0;   1;   0;-999;eor
       1443;19500522;    5;   4.0;   1;   0;-999;eor
       1443;19500523;    5;   5.2;   1;   0;-999;eor
       1443;19500524;    5;   0.0;   0;   0;-999;eor
       1443;19500525;    5;  42.3;   1;   0;-999;eor
       1443;19500526;    5;   3.7;   1;   0;-999;eor
       1443;19500527;    5;   1.1;   1;   0;-999;eor
       1443;19500528;    5;   1.0;   1;   0;-999;eor
       1443;19500529;    5;   0.0;   0;   0;-999;eor
       1443;19500530;    5;   0.0;   0;   0;-999;eor
       1443;19500531;    5;   0.0;   0;   0;-999;eor
       1443;19500601;    5;   2.8;   1;   0;-999;eor
       1443;19500602;    5;   0.0;   0;   0;-999;eor
       1443;19500603;    5;   0.0;   0;   0;-999;eor
       1443;19500604;    5;   0.3;   1;   0;-999;eor
       1443;19500605;    5;   0.0;   1;   0;-999;eor
       1443;19500606;    5;   0.0;   0;   0;-999;eor
       1443;19500607;    5;   0.0;   0;   0;-999;eor
       1443;19500608;    5;   0.0;   0;   0;-999;eor
       1443;19500609;    5;   9.6;   1;   0;-999;eor
       1443;19500610;    5;   0.0;   0;   0;-999;eor
       1443;19500611;    5;   0.0;   0;   0;-999;eor
       1443;19500612;    5;   0.0;   0;   0;-999;eor
       1443;19500613;    5;   6.2;   1;   0;-999;eor
       1443;19500614;    5;   1.5;   1;   0;-999;eor
       1443;19500615;    5;  13.8;   1;   0;-999;eor
       1443;19500616;    5;  10.7;   1;   0;-999;eor
       1443;19500617;    5;   5.0;   1;   0;-999;eor
       1443;19500618;    5;   1.3;   1;   0;-999;eor
       1443;19500619;    5;   0.0;   0;   0;-999;eor
       1443;19500620;    5;   0.0;   0;   0;-999;eor
       1443;19500621;    5;  11.6;   1;   0;-999;eor
       1443;19500622;    5;   0.2;   1;   0;-999;eor
       1443;19500623;    5;   5.0;   1;   0;-999;eor
       1443;19500624;    5;   0.0;   0;   0;-999;eor
       1443;19500625;    5;  14.5;   1;   0;-999;eor
       1443;19500626;    5;   0.0;   0;   0;-999;eor
       1443;19500627;    5;   0.0;   0;   0;-999;eor
       1443;19500628;    5;   0.0;   0;   0;-999;eor
       1443;19500629;    5;   0.0;   0;   0;-999;eor
       1443;19500630;    5;   0.0;   0;   0;-999;eor
       1443;19500701;    5;   2.9;   1;   0;-999;eor
       1443;19500702;    5;   0.0;   0;   0;-999;eor
       1443;19500703;    5;   0.0;   0;   0;-999;eor
       1443;19500704;    5;   0.0;   1;   0;-999;eor
       1443;19500705;    5;   0.1;   1;   0;-999;eor
       1443;19500706;    5;   0.0;   0;   0;-999;eor
       1443;19500707;    5;   4.2;   1;   0;-999;eor
       1443;19500708;    5;   0.0;   0;   0;-999;eor
       1443;19500709;    5;  13.4;   1;   0;-999;eor
       1443;19500710;    5;   1.2;   1;   0;-999;eor
       1443;19500711;    5;  13.2;   1;   0;-999;eor
       1443;19500712;    5;   0.0;   0;   0;-999;eor
       1443;19500713;    5;   0.0;   0;   0;-999;eor
       1443;19500714;    5;  13.6;   1;   0;-999;eor
       1443;19500715;    5;   0.0;   1;   0;-999;eor
       1443;19500716;    5;   1.3;   1;   0;-999;eor
       1443;19500717;    5;   0.0;   0;   0;-999;eor
       1443;19500718;    5;   0.0;   0;   0;-999;eor
       1443;19500719;    5;   0.0;   0;   0;-999;eor
       1443;19500720;    5;   0.0;   1;   0;-999;eor
       1443;19500721;    5;   0.0;   0;   0;-999;eor
       1443;19500722;    5;   4.1;   1;   0;-999;eor
       1443;19500723;    5;   5.8;   1;   0;-999;eor
       1443;19500724;    5;   0.0;   0;   0;-999;eor
       1443;19500725;    5;   0.0;   0;   0;-999;eor
       1443;19500726;    5;   0.0;   0;   0;-999;eor
       1443;19500727;    5;   8.3;   1;   0;-999;eor
       1443;19500728;    5;  13.8;   1;   0;-999;eor
       1443;19500729;    5;   1.2;   1;   0;-999;eor
       1443;19500730;    5;   0.0;   0;   0;-999;eor
       1443;19500731;    5;   0.4;   1;   0;-999;eor
       1443;19500801;    5;   5.2;   1;   0;-999;eor
       1443;19500802;    5;   1.2;   1;   0;-999;eor
       1443;19500803;    5;  16.0;   1;   0;-999;eor
       1443;19500804;    5;  10.0;   1;   0;-999;eor
       1443;19500805;    5;   0.0;   0;   0;-999;eor
       1443;19500806;    5;   0.0;   0;   0;-999;eor
       1443;19500807;    5;   0.0;   0;   0;-999;eor
       1443;19500808;    5;   0.0;   0;   0;-999;eor
       1443;19500809;    5;   0.0;   0;   0;-999;eor
       1443;19500810;    5;  21.3;   1;   0;-999;eor
       1443;19500811;    5;   0.5;   1;   0;-999;eor
       1443;19500812;    5;   0.0;   0;   0;-999;eor
       1443;19500813;    5;   0.0;   0;   0;-999;eor
       1443;19500814;    5;   0.0;   0;   0;-999;eor
       1443;19500815;    5;   0.0;   0;   0;-999;eor
       1443;19500816;    5;  14.0;   1;   0;-999;eor
       1443;19500817;    5;   9.3;   1;   0;-999;eor
       1443;19500818;    5;   0.0;   0;   0;-999;eor
       1443;19500819;    5;   0.0;   0;   0;-999;eor
       1443;19500820;    5;   0.0;   0;   0;-999;eor
       1443;19500821;    5;   0.0;   0;   0;-999;eor
       1443;19500822;    5;   0.0;   0;   0;-999;eor
       1443;19500823;    5;   0.6;   1;   0;-999;eor
       1443;19500824;    5;  15.0;   1;   0;-999;eor
       1443;19500825;    5;   0.1;   1;   0;-999;eor
       1443;19500826;    5;   9.5;   1;   0;-999;eor
       1443;19500827;    5;  30.4;   1;   0;-999;eor
       1443;19500828;    5;  14.7;   1;   0;-999;eor
       1443;19500829;    5;   0.0;   0;   0;-999;eor
       1443;19500830;    5;   0.0;   0;   0;-999;eor
       1443;19500831;    5;  13.6;   1;   0;-999;eor
       1443;19500901;    5;   7.4;   1;   0;-999;eor
       1443;19500902;    5;   3.4;   1;   0;-999;eor
       1443;19500903;    5;   5.5;   1;   0;-999;eor
       1443;19500904;    5;   0.5;   1;   0;-999;eor
       1443;19500905;    5;   0.8;   1;   0;-999;eor
       1443;19500906;    5;   0.1;   1;   0;-999;eor
       1443;19500907;    5;  12.3;   1;   0;-999;eor
       1443;19500908;    5;   0.0;   1;   0;-999;eor
