Beginn-UTC,Ende-UTC,Beginn-Lokalzeit,Ende-Lokalzeit,Globalstrahlung (W/m²)
2019-09-25 00:00:00,2019-09-26 00:00:00,2019-09-25 02:00:00,2019-09-26 02:00:00,91.09093
2019-09-26 00:00:00,2019-09-27 00:00:00,2019-09-26 02:00:00,2019-09-27 02:00:00,51.45325
2019-09-27 00:00:00,2019-09-28 00:00:00,2019-09-27 02:00:00,2019-09-28 02:00:00,76.72044
2019-09-28 00:00:00,2019-09-29 00:00:00,2019-09-28 02:00:00,2019-09-29 02:00:00,149.3087
2019-09-29 00:00:00,2019-09-30 00:00:00,2019-09-29 02:00:00,2019-09-30 02:00:00,158.2565
2019-09-30 00:00:00,2019-10-01 00:00:00,2019-09-30 02:00:00,2019-10-01 02:00:00,145.2987
2019-10-01 00:00:00,2019-10-02 00:00:00,2019-10-01 02:00:00,2019-10-02 02:00:00,99.32122
2019-10-02 00:00:00,2019-10-03 00:00:00,2019-10-02 02:00:00,2019-10-03 02:00:00,64.39538
2019-10-03 00:00:00,2019-10-04 00:00:00,2019-10-03 02:00:00,2019-10-04 02:00:00,186.6054
2019-10-04 00:00:00,2019-10-05 00:00:00,2019-10-04 02:00:00,2019-10-05 02:00:00,43.93927
2019-10-05 00:00:00,2019-10-06 00:00:00,2019-10-05 02:00:00,2019-10-06 02:00:00,36.72945
2019-10-06 00:00:00,2019-10-07 00:00:00,2019-10-06 02:00:00,2019-10-07 02:00:00,34.6148
2019-10-07 00:00:00,2019-10-08 00:00:00,2019-10-07 02:00:00,2019-10-08 02:00:00,91.0928
2019-10-08 00:00:00,2019-10-09 00:00:00,2019-10-08 02:00:00,2019-10-09 02:00:00,39.57288
2019-10-09 00:00:00,2019-10-10 00:00:00,2019-10-09 02:00:00,2019-10-10 02:00:00,35.84938
2019-10-10 00:00:00,2019-10-11 00:00:00,2019-10-10 02:00:00,2019-10-11 02:00:00,71.05379
2019-10-11 00:00:00,2019-10-12 00:00:00,2019-10-11 02:00:00,2019-10-12 02:00:00,153.2948
2019-10-12 00:00:00,2019-10-13 00:00:00,2019-10-12 02:00:00,2019-10-13 02:00:00,130.7026
2019-10-13 00:00:00,2019-10-14 00:00:00,2019-10-13 02:00:00,2019-10-14 02:00:00,140.9281
2019-10-14 00:00:00,2019-10-15 00:00:00,2019-10-14 02:00:00,2019-10-15 02:00:00,150.6238
2019-10-15 00:00:00,2019-10-16 00:00:00,2019-10-15 02:00:00,2019-10-16 02:00:00,37.24647
2019-10-16 00:00:00,2019-10-17 00:00:00,2019-10-16 02:00:00,2019-10-17 02:00:00,151.8049
2019-10-17 00:00:00,2019-10-18 00:00:00,2019-10-17 02:00:00,2019-10-18 02:00:00,106.0883
2019-10-18 00:00:00,2019-10-19 00:00:00,2019-10-18 02:00:00,2019-10-19 02:00:00,80.16842
2019-10-19 00:00:00,2019-10-20 00:00:00,2019-10-19 02:00:00,2019-10-20 02:00:00,26.00636
2019-10-20 00:00:00,2019-10-21 00:00:00,2019-10-20 02:00:00,2019-10-21 02:00:00,117.4751
2019-10-21 00:00:00,2019-10-22 00:00:00,2019-10-21 02:00:00,2019-10-22 02:00:00,22.0806
2019-10-22 00:00:00,2019-10-23 00:00:00,2019-10-22 02:00:00,2019-10-23 02:00:00,30.9978
2019-10-23 00:00:00,2019-10-24 00:00:00,2019-10-23 02:00:00,2019-10-24 02:00:00,34.66413
2019-10-24 00:00:00,2019-10-25 00:00:00,2019-10-24 02:00:00,2019-10-25 02:00:00,75.04682
2019-10-25 00:00:00,2019-10-26 00:00:00,2019-10-25 02:00:00,2019-10-26 02:00:00,124.8156
2019-10-26 00:00:00,2019-10-27 00:00:00,2019-10-26 02:00:00,2019-10-27 02:00:00,128.4365
2019-10-27 01:00:00,2019-10-28 00:00:00,2019-10-27 02:00:00,2019-10-28 01:00:00,94.01382
2019-10-28 00:00:00,2019-10-29 00:00:00,2019-10-28 01:00:00,2019-10-29 01:00:00,13.86437
2019-10-29 00:00:00,2019-10-30 00:00:00,2019-10-29 01:00:00,2019-10-30 01:00:00,10.39679
2019-10-30 00:00:00,2019-10-31 00:00:00,2019-10-30 01:00:00,2019-10-31 01:00:00,16.15221
2019-10-31 00:00:00,2019-11-01 00:00:00,2019-10-31 01:00:00,2019-11-01 01:00:00,30.8189
2019-11-01 00:00:00,2019-11-02 00:00:00,2019-11-01 01:00:00,2019-11-02 01:00:00,23.8385
2019-11-02 00:00:00,2019-11-03 00:00:00,2019-11-02 01:00:00,2019-11-03 01:00:00,56.99144
2019-11-03 00:00:00,2019-11-04 00:00:00,2019-11-03 01:00:00,2019-11-04 01:00:00,31.06154
2019-11-04 00:00:00,2019-11-05 00:00:00,2019-11-04 01:00:00,2019-11-05 01:00:00,30.77134
2019-11-05 00:00:00,2019-11-06 00:00:00,2019-11-05 01:00:00,2019-11-06 01:00:00,71.94711
2019-11-06 00:00:00,2019-11-07 00:00:00,2019-11-06 01:00:00,2019-11-07 01:00:00,48.56501
2019-11-07 00:00:00,2019-11-08 00:00:00,2019-11-07 01:00:00,2019-11-08 01:00:00,31.73943
2019-11-08 00:00:00,2019-11-09 00:00:00,2019-11-08 01:00:00,2019-11-09 01:00:00,17.70895
2019-11-09 00:00:00,2019-11-10 00:00:00,2019-11-09 01:00:00,2019-11-10 01:00:00,63.27075
2019-11-10 00:00:00,2019-11-11 00:00:00,2019-11-10 01:00:00,2019-11-11 01:00:00,71.31819
2019-11-11 00:00:00,2019-11-12 00:00:00,2019-11-11 01:00:00,2019-11-12 01:00:00,44.76071
2019-11-12 00:00:00,2019-11-13 00:00:00,2019-11-12 01:00:00,2019-11-13 01:00:00,41.23001
2019-11-13 00:00:00,2019-11-14 00:00:00,2019-11-13 01:00:00,2019-11-14 01:00:00,44.41512
2019-11-14 00:00:00,2019-11-15 00:00:00,2019-11-14 01:00:00,2019-11-15 01:00:00,63.90786
2019-11-15 00:00:00,2019-11-16 00:00:00,2019-11-15 01:00:00,2019-11-16 01:00:00,51.56081
2019-11-16 00:00:00,2019-11-17 00:00:00,2019-11-16 01:00:00,2019-11-17 01:00:00,75.4161
2019-11-17 00:00:00,2019-11-18 00:00:00,2019-11-17 01:00:00,2019-11-18 01:00:00,7.133813
2019-11-18 00:00:00,2019-11-19 00:00:00,2019-11-18 01:00:00,2019-11-19 01:00:00,20.74866
2019-11-19 00:00:00,2019-11-20 00:00:00,2019-11-19 01:00:00,2019-11-20 01:00:00,27.55519
2019-11-20 00:00:00,2019-11-21 00:00:00,2019-11-20 01:00:00,2019-11-21 01:00:00,19.2682
2019-11-21 00:00:00,2019-11-22 00:00:00,2019-11-21 01:00:00,2019-11-22 01:00:00,40.76839
2019-11-22 00:00:00,2019-11-23 00:00:00,2019-11-22 01:00:00,2019-11-23 01:00:00,67.14991
2019-11-23 00:00:00,2019-11-24 00:00:00,2019-11-23 01:00:00,2019-11-24 01:00:00,11.34286
2019-11-24 00:00:00,2019-11-25 00:00:00,2019-11-24 01:00:00,2019-11-25 01:00:00,50.36411
2019-11-25 00:00:00,2019-11-26 00:00:00,2019-11-25 01:00:00,2019-11-26 01:00:00,42.0199
2019-11-26 00:00:00,2019-11-27 00:00:00,2019-11-26 01:00:00,2019-11-27 01:00:00,52.58724
2019-11-27 00:00:00,2019-11-28 00:00:00,2019-11-27 01:00:00,2019-11-28 01:00:00,45.47977
2019-11-28 00:00:00,2019-11-29 00:00:00,2019-11-28 01:00:00,2019-11-29 01:00:00,23.49853
2019-11-29 00:00:00,2019-11-30 00:00:00,2019-11-29 01:00:00,2019-11-30 01:00:00,15.37275
2019-11-30 00:00:00,2019-12-01 00:00:00,2019-11-30 01:00:00,2019-12-01 01:00:00,76.27839
2019-12-01 00:00:00,2019-12-02 00:00:00,2019-12-01 01:00:00,2019-12-02 01:00:00,23.16588
2019-12-02 00:00:00,2019-12-03 00:00:00,2019-12-02 01:00:00,2019-12-03 01:00:00,28.19791
2019-12-03 00:00:00,2019-12-04 00:00:00,2019-12-03 01:00:00,2019-12-04 01:00:00,72.23005
2019-12-04 00:00:00,2019-12-05 00:00:00,2019-12-04 01:00:00,2019-12-05 01:00:00,70.11257
2019-12-05 00:00:00,2019-12-06 00:00:00,2019-12-05 01:00:00,2019-12-06 01:00:00,70.8017
2019-12-06 00:00:00,2019-12-07 00:00:00,2019-12-06 01:00:00,2019-12-07 01:00:00,71.46709
2019-12-07 00:00:00,2019-12-08 00:00:00,2019-12-07 01:00:00,2019-12-08 01:00:00,31.82746
2019-12-08 00:00:00,2019-12-09 00:00:00,2019-12-08 01:00:00,2019-12-09 01:00:00,27.89236
2019-12-09 00:00:00,2019-12-10 00:00:00,2019-12-09 01:00:00,2019-12-10 01:00:00,17.30154
2019-12-10 00:00:00,2019-12-11 00:00:00,2019-12-10 01:00:00,2019-12-11 01:00:00,59.05741
2019-12-11 00:00:00,2019-12-12 00:00:00,2019-12-11 01:00:00,2019-12-12 01:00:00,14.00421
2019-12-13 00:00:00,2019-12-14 00:00:00,2019-12-13 01:00:00,2019-12-14 01:00:00,13.21446
2019-12-14 00:00:00,2019-12-15 00:00:00,2019-12-14 01:00:00,2019-12-15 01:00:00,27.72745
2019-12-15 00:00:00,2019-12-16 00:00:00,2019-12-15 01:00:00,2019-12-16 01:00:00,10.1234
2019-12-16 00:00:00,2019-12-17 00:00:00,2019-12-16 01:00:00,2019-12-17 01:00:00,45.80158
2019-12-17 00:00:00,2019-12-18 00:00:00,2019-12-17 01:00:00,2019-12-18 01:00:00,48.48925
2019-12-18 00:00:00,2019-12-19 00:00:00,2019-12-18 01:00:00,2019-12-19 01:00:00,40.88616
2019-12-19 00:00:00,2019-12-20 00:00:00,2019-12-19 01:00:00,2019-12-20 01:00:00,51.38907
2019-12-20 00:00:00,2019-12-21 00:00:00,2019-12-20 01:00:00,2019-12-21 01:00:00,6.345483
2019-12-21 00:00:00,2019-12-22 00:00:00,2019-12-21 01:00:00,2019-12-22 01:00:00,38.64597
2019-12-22 00:00:00,2019-12-23 00:00:00,2019-12-22 01:00:00,2019-12-23 01:00:00,10.96207
2019-12-23 00:00:00,2019-12-24 00:00:00,2019-12-23 01:00:00,2019-12-24 01:00:00,13.35683
2019-12-24 00:00:00,2019-12-25 00:00:00,2019-12-24 01:00:00,2019-12-25 01:00:00,12.52703
2019-12-25 00:00:00,2019-12-26 00:00:00,2019-12-25 01:00:00,2019-12-26 01:00:00,13.74587
2019-12-26 00:00:00,2019-12-27 00:00:00,2019-12-26 01:00:00,2019-12-27 01:00:00,32.37357
2019-12-27 00:00:00,2019-12-28 00:00:00,2019-12-27 01:00:00,2019-12-28 01:00:00,27.51964
2019-12-28 00:00:00,2019-12-29 00:00:00,2019-12-28 01:00:00,2019-12-29 01:00:00,20.69318
2019-12-29 00:00:00,2019-12-30 00:00:00,2019-12-29 01:00:00,2019-12-30 01:00:00,20.07284
2019-12-30 00:00:00,2019-12-31 00:00:00,2019-12-30 01:00:00,2019-12-31 01:00:00,61.14308
2019-12-31 00:00:00,2020-01-01 00:00:00,2019-12-31 01:00:00,2020-01-01 01:00:00,55.30107
2020-01-01 00:00:00,2020-01-02 00:00:00,2020-01-01 01:00:00,2020-01-02 01:00:00,21.36243
2020-01-02 00:00:00,2020-01-03 00:00:00,2020-01-02 01:00:00,2020-01-03 01:00:00,67.37726
2020-01-03 00:00:00,2020-01-04 00:00:00,2020-01-03 01:00:00,2020-01-04 01:00:00,42.03682
2020-01-04 00:00:00,2020-01-05 00:00:00,2020-01-04 01:00:00,2020-01-05 01:00:00,40.4286
2020-01-05 00:00:00,2020-01-06 00:00:00,2020-01-05 01:00:00,2020-01-06 01:00:00,69.05749
2020-01-06 00:00:00,2020-01-07 00:00:00,2020-01-06 01:00:00,2020-01-07 01:00:00,71.25774
2020-01-07 00:00:00,2020-01-08 00:00:00,2020-01-07 01:00:00,2020-01-08 01:00:00,40.55006
2020-01-08 00:00:00,2020-01-09 00:00:00,2020-01-08 01:00:00,2020-01-09 01:00:00,31.61879
2020-01-09 00:00:00,2020-01-10 00:00:00,2020-01-09 01:00:00,2020-01-10 01:00:00,73.46742
2020-01-10 00:00:00,2020-01-11 00:00:00,2020-01-10 01:00:00,2020-01-11 01:00:00,25.72505
2020-01-11 00:00:00,2020-01-12 00:00:00,2020-01-11 01:00:00,2020-01-12 01:00:00,42.19447
2020-01-12 00:00:00,2020-01-13 00:00:00,2020-01-12 01:00:00,2020-01-13 01:00:00,44.28471
2020-01-13 00:00:00,2020-01-14 00:00:00,2020-01-13 01:00:00,2020-01-14 01:00:00,50.69786
2020-01-14 00:00:00,2020-01-15 00:00:00,2020-01-14 01:00:00,2020-01-15 01:00:00,58.78847
2020-01-15 00:00:00,2020-01-16 00:00:00,2020-01-15 01:00:00,2020-01-16 01:00:00,76.51498
2020-01-16 00:00:00,2020-01-17 00:00:00,2020-01-16 01:00:00,2020-01-17 01:00:00,75.80185
2020-01-17 00:00:00,2020-01-18 00:00:00,2020-01-17 01:00:00,2020-01-18 01:00:00,19.67775
2020-01-18 00:00:00,2020-01-19 00:00:00,2020-01-18 01:00:00,2020-01-19 01:00:00,49.88538
2020-01-19 00:00:00,2020-01-20 00:00:00,2020-01-19 01:00:00,2020-01-20 01:00:00,29.36438
2020-01-20 00:00:00,2020-01-21 00:00:00,2020-01-20 01:00:00,2020-01-21 01:00:00,84.55799
2020-01-21 00:00:00,2020-01-22 00:00:00,2020-01-21 01:00:00,2020-01-22 01:00:00,84.95138
2020-01-22 00:00:00,2020-01-23 00:00:00,2020-01-22 01:00:00,2020-01-23 01:00:00,16.41962
2020-01-23 00:00:00,2020-01-24 00:00:00,2020-01-23 01:00:00,2020-01-24 01:00:00,16.03667
2020-01-24 00:00:00,2020-01-25 00:00:00,2020-01-24 01:00:00,2020-01-25 01:00:00,76.38254
2020-01-25 00:00:00,2020-01-26 00:00:00,2020-01-25 01:00:00,2020-01-26 01:00:00,79.23471
2020-01-26 00:00:00,2020-01-27 00:00:00,2020-01-26 01:00:00,2020-01-27 01:00:00,53.43506
2020-01-27 00:00:00,2020-01-28 00:00:00,2020-01-27 01:00:00,2020-01-28 01:00:00,41.94458
2020-01-28 00:00:00,2020-01-29 00:00:00,2020-01-28 01:00:00,2020-01-29 01:00:00,39.49524
2020-01-29 00:00:00,2020-01-30 00:00:00,2020-01-29 01:00:00,2020-01-30 01:00:00,42.54959
2020-01-30 00:00:00,2020-01-31 00:00:00,2020-01-30 01:00:00,2020-01-31 01:00:00,66.53744
2020-01-31 00:00:00,2020-02-01 00:00:00,2020-01-31 01:00:00,2020-02-01 01:00:00,87.29205
2020-02-01 00:00:00,2020-02-02 00:00:00,2020-02-01 01:00:00,2020-02-02 01:00:00,30.20547
2020-02-02 00:00:00,2020-02-03 00:00:00,2020-02-02 01:00:00,2020-02-03 01:00:00,12.86448
2020-02-03 00:00:00,2020-02-04 00:00:00,2020-02-03 01:00:00,2020-02-04 01:00:00,6.566516
2020-02-04 00:00:00,2020-02-05 00:00:00,2020-02-04 01:00:00,2020-02-05 01:00:00,26.11087
2020-02-05 00:00:00,2020-02-06 00:00:00,2020-02-05 01:00:00,2020-02-06 01:00:00,80.27962
2020-02-06 00:00:00,2020-02-07 00:00:00,2020-02-06 01:00:00,2020-02-07 01:00:00,113.1551
2020-02-07 00:00:00,2020-02-08 00:00:00,2020-02-07 01:00:00,2020-02-08 01:00:00,114.7234
2020-02-08 00:00:00,2020-02-09 00:00:00,2020-02-08 01:00:00,2020-02-09 01:00:00,96.67134
2020-02-09 00:00:00,2020-02-10 00:00:00,2020-02-09 01:00:00,2020-02-10 01:00:00,98.09387
2020-02-10 00:00:00,2020-02-11 00:00:00,2020-02-10 01:00:00,2020-02-11 01:00:00,74.98165
2020-02-11 00:00:00,2020-02-12 00:00:00,2020-02-11 01:00:00,2020-02-12 01:00:00,32.48303
2020-02-12 00:00:00,2020-02-13 00:00:00,2020-02-12 01:00:00,2020-02-13 01:00:00,58.42918
2020-02-13 00:00:00,2020-02-14 00:00:00,2020-02-13 01:00:00,2020-02-14 01:00:00,38.18099
2020-02-14 00:00:00,2020-02-15 00:00:00,2020-02-14 01:00:00,2020-02-15 01:00:00,76.90896
2020-02-15 00:00:00,2020-02-16 00:00:00,2020-02-15 01:00:00,2020-02-16 01:00:00,120.0241
2020-02-16 00:00:00,2020-02-17 00:00:00,2020-02-16 01:00:00,2020-02-17 01:00:00,67.35969
2020-02-17 00:00:00,2020-02-18 00:00:00,2020-02-17 01:00:00,2020-02-18 01:00:00,11.33907
2020-02-18 00:00:00,2020-02-19 00:00:00,2020-02-18 01:00:00,2020-02-19 01:00:00,83.33026
2020-02-19 00:00:00,2020-02-20 00:00:00,2020-02-19 01:00:00,2020-02-20 01:00:00,66.25735
2020-02-20 00:00:00,2020-02-21 00:00:00,2020-02-20 01:00:00,2020-02-21 01:00:00,33.63531
2020-02-21 00:00:00,2020-02-22 00:00:00,2020-02-21 01:00:00,2020-02-22 01:00:00,191.823
2020-02-22 00:00:00,2020-02-23 00:00:00,2020-02-22 01:00:00,2020-02-23 01:00:00,136.3779
2020-02-23 00:00:00,2020-02-24 00:00:00,2020-02-23 01:00:00,2020-02-24 01:00:00,35.724
2020-02-24 00:00:00,2020-02-25 00:00:00,2020-02-24 01:00:00,2020-02-25 01:00:00,124.2622
2020-02-25 00:00:00,2020-02-26 00:00:00,2020-02-25 01:00:00,2020-02-26 01:00:00,26.6786
2020-02-26 00:00:00,2020-02-27 00:00:00,2020-02-26 01:00:00,2020-02-27 01:00:00,40.75843
2020-02-27 00:00:00,2020-02-28 00:00:00,2020-02-27 01:00:00,2020-02-28 01:00:00,0.5707261
2020-02-28 00:00:00,2020-02-29 00:00:00,2020-02-28 01:00:00,2020-02-29 01:00:00,162.6038
2020-02-29 00:00:00,2020-03-01 00:00:00,2020-02-29 01:00:00,2020-03-01 01:00:00,77.09111
2020-03-01 00:00:00,2020-03-02 00:00:00,2020-03-01 01:00:00,2020-03-02 01:00:00,151.8081
2020-03-02 00:00:00,2020-03-03 00:00:00,2020-03-02 01:00:00,2020-03-03 01:00:00,40.25276
2020-03-03 00:00:00,2020-03-04 00:00:00,2020-03-03 01:00:00,2020-03-04 01:00:00,111.9403
2020-03-04 00:00:00,2020-03-05 00:00:00,2020-03-04 01:00:00,2020-03-05 01:00:00,164.1286
2020-03-05 00:00:00,2020-03-06 00:00:00,2020-03-05 01:00:00,2020-03-06 01:00:00,22.10308
2020-03-06 00:00:00,2020-03-07 00:00:00,2020-03-06 01:00:00,2020-03-07 01:00:00,43.38822
2020-03-07 00:00:00,2020-03-08 00:00:00,2020-03-07 01:00:00,2020-03-08 01:00:00,71.71909
2020-03-08 00:00:00,2020-03-09 00:00:00,2020-03-08 01:00:00,2020-03-09 01:00:00,144.7841
2020-03-09 00:00:00,2020-03-10 00:00:00,2020-03-09 01:00:00,2020-03-10 01:00:00,129.6615
2020-03-10 00:00:00,2020-03-11 00:00:00,2020-03-10 01:00:00,2020-03-11 01:00:00,21.31597
2020-03-11 00:00:00,2020-03-12 00:00:00,2020-03-11 01:00:00,2020-03-12 01:00:00,101.4808
2020-03-12 00:00:00,2020-03-13 00:00:00,2020-03-12 01:00:00,2020-03-13 01:00:00,115.4351
2020-03-13 00:00:00,2020-03-14 00:00:00,2020-03-13 01:00:00,2020-03-14 01:00:00,196.9492
2020-03-14 00:00:00,2020-03-15 00:00:00,2020-03-14 01:00:00,2020-03-15 01:00:00,140.8752
2020-03-15 00:00:00,2020-03-16 00:00:00,2020-03-15 01:00:00,2020-03-16 01:00:00,200.9156
2020-03-16 00:00:00,2020-03-17 00:00:00,2020-03-16 01:00:00,2020-03-17 01:00:00,196.7965
2020-03-17 00:00:00,2020-03-18 00:00:00,2020-03-17 01:00:00,2020-03-18 01:00:00,142.2776
2020-03-18 00:00:00,2020-03-19 00:00:00,2020-03-18 01:00:00,2020-03-19 01:00:00,201.835
2020-03-19 00:00:00,2020-03-20 00:00:00,2020-03-19 01:00:00,2020-03-20 01:00:00,204.2138
2020-03-20 00:00:00,2020-03-21 00:00:00,2020-03-20 01:00:00,2020-03-21 01:00:00,194.1697
2020-03-21 00:00:00,2020-03-22 00:00:00,2020-03-21 01:00:00,2020-03-22 01:00:00,19.7176
2020-03-22 00:00:00,2020-03-23 00:00:00,2020-03-22 01:00:00,2020-03-23 01:00:00,208.7373
2020-03-23 00:00:00,2020-03-24 00:00:00,2020-03-23 01:00:00,2020-03-24 01:00:00,236.5997
2020-03-24 00:00:00,2020-03-25 00:00:00,2020-03-24 01:00:00,2020-03-25 01:00:00,236.921
2020-03-25 00:00:00,2020-03-26 00:00:00,2020-03-25 01:00:00,2020-03-26 01:00:00,231.1463
2020-03-26 00:00:00,2020-03-27 00:00:00,2020-03-26 01:00:00,2020-03-27 01:00:00,177.9695
2020-03-27 00:00:00,2020-03-28 00:00:00,2020-03-27 01:00:00,2020-03-28 01:00:00,220.4459
2020-03-28 00:00:00,2020-03-29 00:00:00,2020-03-28 01:00:00,2020-03-29 01:00:00,219.3468
2020-03-28 23:00:00,2020-03-30 00:00:00,2020-03-29 01:00:00,2020-03-30 02:00:00,70.08026
2020-03-30 00:00:00,2020-03-31 00:00:00,2020-03-30 02:00:00,2020-03-31 02:00:00,183.8345
2020-03-31 00:00:00,2020-04-01 00:00:00,2020-03-31 02:00:00,2020-04-01 02:00:00,255.6409
2020-04-01 00:00:00,2020-04-02 00:00:00,2020-04-01 02:00:00,2020-04-02 02:00:00,251.8567
2020-04-02 00:00:00,2020-04-03 00:00:00,2020-04-02 02:00:00,2020-04-03 02:00:00,250.6409
2020-04-03 00:00:00,2020-04-04 00:00:00,2020-04-03 02:00:00,2020-04-04 02:00:00,240.1935
2020-04-04 00:00:00,2020-04-05 00:00:00,2020-04-04 02:00:00,2020-04-05 02:00:00,252.9955
2020-04-05 00:00:00,2020-04-06 00:00:00,2020-04-05 02:00:00,2020-04-06 02:00:00,258.2467
2020-04-06 00:00:00,2020-04-07 00:00:00,2020-04-06 02:00:00,2020-04-07 02:00:00,257.8222
2020-04-07 00:00:00,2020-04-08 00:00:00,2020-04-07 02:00:00,2020-04-08 02:00:00,259.9133
2020-04-08 00:00:00,2020-04-09 00:00:00,2020-04-08 02:00:00,2020-04-09 02:00:00,256.0363
2020-04-09 00:00:00,2020-04-10 00:00:00,2020-04-09 02:00:00,2020-04-10 02:00:00,246.0128
2020-04-10 00:00:00,2020-04-11 00:00:00,2020-04-10 02:00:00,2020-04-11 02:00:00,258.1392
2020-04-11 00:00:00,2020-04-12 00:00:00,2020-04-11 02:00:00,2020-04-12 02:00:00,258.6473
2020-04-12 00:00:00,2020-04-13 00:00:00,2020-04-12 02:00:00,2020-04-13 02:00:00,243.587
2020-04-13 00:00:00,2020-04-14 00:00:00,2020-04-13 02:00:00,2020-04-14 02:00:00,0
2020-04-14 00:00:00,2020-04-15 00:00:00,2020-04-14 02:00:00,2020-04-15 02:00:00,284.8034
2020-04-15 00:00:00,2020-04-16 00:00:00,2020-04-15 02:00:00,2020-04-16 02:00:00,282.7209
2020-04-16 00:00:00,2020-04-17 00:00:00,2020-04-16 02:00:00,2020-04-17 02:00:00,264.9961
2020-04-17 00:00:00,2020-04-18 00:00:00,2020-04-17 02:00:00,2020-04-18 02:00:00,262.8184
2020-04-18 00:00:00,2020-04-19 00:00:00,2020-04-18 02:00:00,2020-04-19 02:00:00,236.1028
2020-04-19 00:00:00,2020-04-20 00:00:00,2020-04-19 02:00:00,2020-04-20 02:00:00,258.4088
2020-04-20 00:00:00,2020-04-21 00:00:00,2020-04-20 02:00:00,2020-04-21 02:00:00,277.6284
2020-04-21 00:00:00,2020-04-22 00:00:00,2020-04-21 02:00:00,2020-04-22 02:00:00,212.7824
2020-04-22 00:00:00,2020-04-23 00:00:00,2020-04-22 02:00:00,2020-04-23 02:00:00,294.5644
2020-04-23 00:00:00,2020-04-24 00:00:00,2020-04-23 02:00:00,2020-04-24 02:00:00,298.5378
2020-04-24 00:00:00,2020-04-25 00:00:00,2020-04-24 02:00:00,2020-04-25 02:00:00,251.2328
2020-04-25 00:00:00,2020-04-26 00:00:00,2020-04-25 02:00:00,2020-04-26 02:00:00,280.8507
2020-04-26 00:00:00,2020-04-27 00:00:00,2020-04-26 02:00:00,2020-04-27 02:00:00,232.3088
2020-04-27 00:00:00,2020-04-28 00:00:00,2020-04-27 02:00:00,2020-04-28 02:00:00,300.7154
2020-04-28 00:00:00,2020-04-29 00:00:00,2020-04-28 02:00:00,2020-04-29 02:00:00,148.5369
2020-04-29 00:00:00,2020-04-30 00:00:00,2020-04-29 02:00:00,2020-04-30 02:00:00,184.6627
2020-04-30 00:00:00,2020-05-01 00:00:00,2020-04-30 02:00:00,2020-05-01 02:00:00,89.08874
2020-05-01 00:00:00,2020-05-02 00:00:00,2020-05-01 02:00:00,2020-05-02 02:00:00,94.64693
2020-05-02 00:00:00,2020-05-03 00:00:00,2020-05-02 02:00:00,2020-05-03 02:00:00,74.67282
2020-05-03 00:00:00,2020-05-04 00:00:00,2020-05-03 02:00:00,2020-05-04 02:00:00,264.7597
2020-05-04 00:00:00,2020-05-05 00:00:00,2020-05-04 02:00:00,2020-05-05 02:00:00,220.1265
2020-05-05 00:00:00,2020-05-06 00:00:00,2020-05-05 02:00:00,2020-05-06 02:00:00,66.94809
2020-05-06 00:00:00,2020-05-07 00:00:00,2020-05-06 02:00:00,2020-05-07 02:00:00,291.3589
2020-05-07 00:00:00,2020-05-08 00:00:00,2020-05-07 02:00:00,2020-05-08 02:00:00,326.8743
2020-05-10 00:00:00,2020-05-11 00:00:00,2020-05-10 02:00:00,2020-05-11 02:00:00,261.2983
2020-05-11 00:00:00,2020-05-12 00:00:00,2020-05-11 02:00:00,2020-05-12 02:00:00,25.16963
2020-05-13 00:00:00,2020-05-14 00:00:00,2020-05-13 02:00:00,2020-05-14 02:00:00,56.28224
2020-05-14 00:00:00,2020-05-15 00:00:00,2020-05-14 02:00:00,2020-05-15 02:00:00,92.62502
2020-05-19 00:00:00,2020-05-20 00:00:00,2020-05-19 02:00:00,2020-05-20 02:00:00,324.3279
2020-05-20 00:00:00,2020-05-21 00:00:00,2020-05-20 02:00:00,2020-05-21 02:00:00,264.1765
2020-05-22 00:00:00,2020-05-23 00:00:00,2020-05-22 02:00:00,2020-05-23 02:00:00,236.6788
2020-05-23 00:00:00,2020-05-24 00:00:00,2020-05-23 02:00:00,2020-05-24 02:00:00,56.26957
2020-05-24 00:00:00,2020-05-25 00:00:00,2020-05-24 02:00:00,2020-05-25 02:00:00,251.9406
2020-05-25 00:00:00,2020-05-26 00:00:00,2020-05-25 02:00:00,2020-05-26 02:00:00,279.5046
2020-05-26 00:00:00,2020-05-27 00:00:00,2020-05-26 02:00:00,2020-05-27 02:00:00,339.9504
2020-05-27 00:00:00,2020-05-28 00:00:00,2020-05-27 02:00:00,2020-05-28 02:00:00,349.8537
2020-05-28 00:00:00,2020-05-29 00:00:00,2020-05-28 02:00:00,2020-05-29 02:00:00,309.4801
2020-05-29 00:00:00,2020-05-30 00:00:00,2020-05-29 02:00:00,2020-05-30 02:00:00,302.9571
2020-05-30 00:00:00,2020-05-31 00:00:00,2020-05-30 02:00:00,2020-05-31 02:00:00,248.4469
2020-05-31 00:00:00,2020-06-01 00:00:00,2020-05-31 02:00:00,2020-06-01 02:00:00,346.6592
2020-06-01 00:00:00,2020-06-02 00:00:00,2020-06-01 02:00:00,2020-06-02 02:00:00,444.0963
2020-06-02 00:00:00,2020-06-03 00:00:00,2020-06-02 02:00:00,2020-06-03 02:00:00,346.6086
2020-06-03 00:00:00,2020-06-04 00:00:00,2020-06-03 02:00:00,2020-06-04 02:00:00,229.4025
