Beginn-UTC,Ende-UTC,Beginn-Lokalzeit,Ende-Lokalzeit,Globalstrahlung (W/m²)
2019-01-19 00:00:00,2019-01-20 00:00:00,2019-01-19 01:00:00,2019-01-20 01:00:00,84.58417
2019-01-20 00:00:00,2019-01-21 00:00:00,2019-01-20 01:00:00,2019-01-21 01:00:00,36.82339
2019-01-21 00:00:00,2019-01-22 00:00:00,2019-01-21 01:00:00,2019-01-22 01:00:00,16.39895
2019-01-22 00:00:00,2019-01-23 00:00:00,2019-01-22 01:00:00,2019-01-23 01:00:00,38.7649
2019-01-23 00:00:00,2019-01-24 00:00:00,2019-01-23 01:00:00,2019-01-24 01:00:00,25.80796
2019-01-24 00:00:00,2019-01-25 00:00:00,2019-01-24 01:00:00,2019-01-25 01:00:00,14.33555
2019-01-25 00:00:00,2019-01-26 00:00:00,2019-01-25 01:00:00,2019-01-26 01:00:00,40.39553
2019-01-26 00:00:00,2019-01-27 00:00:00,2019-01-26 01:00:00,2019-01-27 01:00:00,37.13424
2019-01-27 00:00:00,2019-01-28 00:00:00,2019-01-27 01:00:00,2019-01-28 01:00:00,28.9029
2019-01-28 00:00:00,2019-01-29 00:00:00,2019-01-28 01:00:00,2019-01-29 01:00:00,26.91214
2019-01-29 00:00:00,2019-01-30 00:00:00,2019-01-29 01:00:00,2019-01-30 01:00:00,81.43054
2019-01-30 00:00:00,2019-01-31 00:00:00,2019-01-30 01:00:00,2019-01-31 01:00:00,50.50933
2019-01-31 00:00:00,2019-02-01 00:00:00,2019-01-31 01:00:00,2019-02-01 01:00:00,75.74154
2019-02-01 00:00:00,2019-02-02 00:00:00,2019-02-01 01:00:00,2019-02-02 01:00:00,15.63093
2019-02-02 00:00:00,2019-02-03 00:00:00,2019-02-02 01:00:00,2019-02-03 01:00:00,59.35216
2019-02-03 00:00:00,2019-02-04 00:00:00,2019-02-03 01:00:00,2019-02-04 01:00:00,9.112737
2019-02-04 00:00:00,2019-02-05 00:00:00,2019-02-04 01:00:00,2019-02-05 01:00:00,104.42
2019-02-05 00:00:00,2019-02-06 00:00:00,2019-02-05 01:00:00,2019-02-06 01:00:00,113.004
2019-02-06 00:00:00,2019-02-07 00:00:00,2019-02-06 01:00:00,2019-02-07 01:00:00,110.1262
2019-02-07 00:00:00,2019-02-08 00:00:00,2019-02-07 01:00:00,2019-02-08 01:00:00,13.76792
2019-02-08 00:00:00,2019-02-09 00:00:00,2019-02-08 01:00:00,2019-02-09 01:00:00,91.48952
2019-02-09 00:00:00,2019-02-10 00:00:00,2019-02-09 01:00:00,2019-02-10 01:00:00,56.67301
2019-02-10 00:00:00,2019-02-11 00:00:00,2019-02-10 01:00:00,2019-02-11 01:00:00,34.54656
2019-02-11 00:00:00,2019-02-12 00:00:00,2019-02-11 01:00:00,2019-02-12 01:00:00,46.16563
2019-02-12 00:00:00,2019-02-13 00:00:00,2019-02-12 01:00:00,2019-02-13 01:00:00,78.50573
2019-02-13 00:00:00,2019-02-14 00:00:00,2019-02-13 01:00:00,2019-02-14 01:00:00,128.6618
2019-02-14 00:00:00,2019-02-15 00:00:00,2019-02-14 01:00:00,2019-02-15 01:00:00,133.7327
2019-02-15 00:00:00,2019-02-16 00:00:00,2019-02-15 01:00:00,2019-02-16 01:00:00,135.4574
2019-02-16 00:00:00,2019-02-17 00:00:00,2019-02-16 01:00:00,2019-02-17 01:00:00,141.5223
2019-02-17 00:00:00,2019-02-18 00:00:00,2019-02-17 01:00:00,2019-02-18 01:00:00,144.8329
2019-02-18 00:00:00,2019-02-19 00:00:00,2019-02-18 01:00:00,2019-02-19 01:00:00,141.3347
2019-02-19 00:00:00,2019-02-20 00:00:00,2019-02-19 01:00:00,2019-02-20 01:00:00,83.80473
2019-02-20 00:00:00,2019-02-21 00:00:00,2019-02-20 01:00:00,2019-02-21 01:00:00,110.1166
2019-02-21 00:00:00,2019-02-22 00:00:00,2019-02-21 01:00:00,2019-02-22 01:00:00,138.7759
2019-02-22 00:00:00,2019-02-23 00:00:00,2019-02-22 01:00:00,2019-02-23 01:00:00,70.97253
2019-02-23 00:00:00,2019-02-24 00:00:00,2019-02-23 01:00:00,2019-02-24 01:00:00,145.8883
2019-02-24 00:00:00,2019-02-25 00:00:00,2019-02-24 01:00:00,2019-02-25 01:00:00,159.558
2019-02-25 00:00:00,2019-02-26 00:00:00,2019-02-25 01:00:00,2019-02-26 01:00:00,157.422
2019-02-26 00:00:00,2019-02-27 00:00:00,2019-02-26 01:00:00,2019-02-27 01:00:00,159.8634
2019-02-27 00:00:00,2019-02-28 00:00:00,2019-02-27 01:00:00,2019-02-28 01:00:00,161.1914
2019-02-28 00:00:00,2019-03-01 00:00:00,2019-02-28 01:00:00,2019-03-01 01:00:00,154.6357
2019-03-01 00:00:00,2019-03-02 00:00:00,2019-03-01 01:00:00,2019-03-02 01:00:00,3.751289
2019-03-02 00:00:00,2019-03-03 00:00:00,2019-03-02 01:00:00,2019-03-03 01:00:00,84.11042
2019-03-03 00:00:00,2019-03-04 00:00:00,2019-03-03 01:00:00,2019-03-04 01:00:00,101.6065
2019-03-04 00:00:00,2019-03-05 00:00:00,2019-03-04 01:00:00,2019-03-05 01:00:00,48.937
2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-05 01:00:00,2019-03-06 01:00:00,41.13169
2019-03-06 00:00:00,2019-03-07 00:00:00,2019-03-06 01:00:00,2019-03-07 01:00:00,106.6186
2019-03-07 00:00:00,2019-03-08 00:00:00,2019-03-07 01:00:00,2019-03-08 01:00:00,106.6566
2019-03-08 00:00:00,2019-03-09 00:00:00,2019-03-08 01:00:00,2019-03-09 01:00:00,137.8993
2019-03-09 00:00:00,2019-03-10 00:00:00,2019-03-09 01:00:00,2019-03-10 01:00:00,50.82486
2019-03-10 00:00:00,2019-03-11 00:00:00,2019-03-10 01:00:00,2019-03-11 01:00:00,82.68472
2019-03-11 00:00:00,2019-03-12 00:00:00,2019-03-11 01:00:00,2019-03-12 01:00:00,70.75609
2019-03-12 00:00:00,2019-03-13 00:00:00,2019-03-12 01:00:00,2019-03-13 01:00:00,147.3919
2019-03-13 00:00:00,2019-03-14 00:00:00,2019-03-13 01:00:00,2019-03-14 01:00:00,94.84041
2019-03-14 00:00:00,2019-03-15 00:00:00,2019-03-14 01:00:00,2019-03-15 01:00:00,28.1734
2019-03-15 00:00:00,2019-03-16 00:00:00,2019-03-15 01:00:00,2019-03-16 01:00:00,18.17481
2019-03-16 00:00:00,2019-03-17 00:00:00,2019-03-16 01:00:00,2019-03-17 01:00:00,160.994
2019-03-17 00:00:00,2019-03-18 00:00:00,2019-03-17 01:00:00,2019-03-18 01:00:00,119.3793
2019-03-18 00:00:00,2019-03-19 00:00:00,2019-03-18 01:00:00,2019-03-19 01:00:00,124.7811
2019-03-19 00:00:00,2019-03-20 00:00:00,2019-03-19 01:00:00,2019-03-20 01:00:00,161.5471
2019-03-20 00:00:00,2019-03-21 00:00:00,2019-03-20 01:00:00,2019-03-21 01:00:00,218.6309
2019-03-21 00:00:00,2019-03-22 00:00:00,2019-03-21 01:00:00,2019-03-22 01:00:00,222.3614
2019-03-22 00:00:00,2019-03-23 00:00:00,2019-03-22 01:00:00,2019-03-23 01:00:00,221.9148
2019-03-23 00:00:00,2019-03-24 00:00:00,2019-03-23 01:00:00,2019-03-24 01:00:00,226.249
2019-03-24 00:00:00,2019-03-25 00:00:00,2019-03-24 01:00:00,2019-03-25 01:00:00,211.7627
2019-03-26 00:00:00,2019-03-27 00:00:00,2019-03-26 01:00:00,2019-03-27 01:00:00,155.2558
2019-03-27 00:00:00,2019-03-28 00:00:00,2019-03-27 01:00:00,2019-03-28 01:00:00,98.15983
2019-03-28 00:00:00,2019-03-29 00:00:00,2019-03-28 01:00:00,2019-03-29 01:00:00,231.9039
2019-03-29 00:00:00,2019-03-30 00:00:00,2019-03-29 01:00:00,2019-03-30 01:00:00,236.2066
2019-03-30 00:00:00,2019-03-31 00:00:00,2019-03-30 01:00:00,2019-03-31 01:00:00,238.8163
2019-03-30 23:00:00,2019-04-01 00:00:00,2019-03-31 01:00:00,2019-04-01 02:00:00,232.5589
2019-04-01 00:00:00,2019-04-02 00:00:00,2019-04-01 02:00:00,2019-04-02 02:00:00,221.9576
2019-04-02 00:00:00,2019-04-03 00:00:00,2019-04-02 02:00:00,2019-04-03 02:00:00,225.2522
2019-04-03 00:00:00,2019-04-04 00:00:00,2019-04-03 02:00:00,2019-04-04 02:00:00,28.2161
2019-04-04 00:00:00,2019-04-05 00:00:00,2019-04-04 02:00:00,2019-04-05 02:00:00,36.72502
2019-04-05 00:00:00,2019-04-06 00:00:00,2019-04-05 02:00:00,2019-04-06 02:00:00,90.92948
2019-04-06 00:00:00,2019-04-07 00:00:00,2019-04-06 02:00:00,2019-04-07 02:00:00,194.9245
2019-04-07 00:00:00,2019-04-08 00:00:00,2019-04-07 02:00:00,2019-04-08 02:00:00,36.59132
2019-04-08 00:00:00,2019-04-09 00:00:00,2019-04-08 02:00:00,2019-04-09 02:00:00,96.69137
2019-04-09 00:00:00,2019-04-10 00:00:00,2019-04-09 02:00:00,2019-04-10 02:00:00,55.61885
2019-04-10 00:00:00,2019-04-11 00:00:00,2019-04-10 02:00:00,2019-04-11 02:00:00,24.64389
2019-04-11 00:00:00,2019-04-12 00:00:00,2019-04-11 02:00:00,2019-04-12 02:00:00,197.9109
2019-04-12 00:00:00,2019-04-13 00:00:00,2019-04-12 02:00:00,2019-04-13 02:00:00,234.3522
2019-04-13 00:00:00,2019-04-14 00:00:00,2019-04-13 02:00:00,2019-04-14 02:00:00,112.8455
2019-04-14 00:00:00,2019-04-15 00:00:00,2019-04-14 02:00:00,2019-04-15 02:00:00,45.11564
2019-04-15 00:00:00,2019-04-16 00:00:00,2019-04-15 02:00:00,2019-04-16 02:00:00,270.8359
2019-04-16 00:00:00,2019-04-17 00:00:00,2019-04-16 02:00:00,2019-04-17 02:00:00,189.3646
2019-04-17 00:00:00,2019-04-18 00:00:00,2019-04-17 02:00:00,2019-04-18 02:00:00,183.4326
2019-04-18 00:00:00,2019-04-19 00:00:00,2019-04-18 02:00:00,2019-04-19 02:00:00,276.3373
2019-04-19 00:00:00,2019-04-20 00:00:00,2019-04-19 02:00:00,2019-04-20 02:00:00,272.2341
2019-04-20 00:00:00,2019-04-21 00:00:00,2019-04-20 02:00:00,2019-04-21 02:00:00,283.674
2019-04-21 00:00:00,2019-04-22 00:00:00,2019-04-21 02:00:00,2019-04-22 02:00:00,218.3576
2019-04-22 00:00:00,2019-04-23 00:00:00,2019-04-22 02:00:00,2019-04-23 02:00:00,268.9442
2019-04-23 00:00:00,2019-04-24 00:00:00,2019-04-23 02:00:00,2019-04-24 02:00:00,195.5873
2019-04-24 00:00:00,2019-04-25 00:00:00,2019-04-24 02:00:00,2019-04-25 02:00:00,205.9097
2019-04-25 00:00:00,2019-04-26 00:00:00,2019-04-25 02:00:00,2019-04-26 02:00:00,230.198
2019-04-26 00:00:00,2019-04-27 00:00:00,2019-04-26 02:00:00,2019-04-27 02:00:00,93.41414
2019-04-27 00:00:00,2019-04-28 00:00:00,2019-04-27 02:00:00,2019-04-28 02:00:00,81.00511
2019-04-28 00:00:00,2019-04-29 00:00:00,2019-04-28 02:00:00,2019-04-29 02:00:00,168.8753
2019-04-29 00:00:00,2019-04-30 00:00:00,2019-04-29 02:00:00,2019-04-30 02:00:00,159.033
2019-04-30 00:00:00,2019-05-01 00:00:00,2019-04-30 02:00:00,2019-05-01 02:00:00,122.2555
2019-05-01 00:00:00,2019-05-02 00:00:00,2019-05-01 02:00:00,2019-05-02 02:00:00,307.5851
2019-05-02 00:00:00,2019-05-03 00:00:00,2019-05-02 02:00:00,2019-05-03 02:00:00,194.5769
2019-05-03 00:00:00,2019-05-04 00:00:00,2019-05-03 02:00:00,2019-05-04 02:00:00,144.6442
2019-05-04 00:00:00,2019-05-05 00:00:00,2019-05-04 02:00:00,2019-05-05 02:00:00,47.78798
2019-05-05 00:00:00,2019-05-06 00:00:00,2019-05-05 02:00:00,2019-05-06 02:00:00,155.6685
2019-05-06 00:00:00,2019-05-07 00:00:00,2019-05-06 02:00:00,2019-05-07 02:00:00,221.7912
2019-05-07 00:00:00,2019-05-08 00:00:00,2019-05-07 02:00:00,2019-05-08 02:00:00,266.4339
2019-05-08 00:00:00,2019-05-09 00:00:00,2019-05-08 02:00:00,2019-05-09 02:00:00,46.41488
2019-05-09 00:00:00,2019-05-10 00:00:00,2019-05-09 02:00:00,2019-05-10 02:00:00,100.0156
2019-05-10 00:00:00,2019-05-11 00:00:00,2019-05-10 02:00:00,2019-05-11 02:00:00,173.4211
2019-05-11 00:00:00,2019-05-12 00:00:00,2019-05-11 02:00:00,2019-05-12 02:00:00,198.6041
2019-05-12 00:00:00,2019-05-13 00:00:00,2019-05-12 02:00:00,2019-05-13 02:00:00,257.4623
2019-05-13 00:00:00,2019-05-14 00:00:00,2019-05-13 02:00:00,2019-05-14 02:00:00,246.4591
2019-05-14 00:00:00,2019-05-15 00:00:00,2019-05-14 02:00:00,2019-05-15 02:00:00,293.2133
2019-05-15 00:00:00,2019-05-16 00:00:00,2019-05-15 02:00:00,2019-05-16 02:00:00,225.6853
2019-05-16 00:00:00,2019-05-17 00:00:00,2019-05-16 02:00:00,2019-05-17 02:00:00,198.1453
2019-05-17 00:00:00,2019-05-18 00:00:00,2019-05-17 02:00:00,2019-05-18 02:00:00,240.0741
2019-05-18 00:00:00,2019-05-19 00:00:00,2019-05-18 02:00:00,2019-05-19 02:00:00,172.4185
2019-05-19 00:00:00,2019-05-20 00:00:00,2019-05-19 02:00:00,2019-05-20 02:00:00,148.6301
2019-05-20 00:00:00,2019-05-21 00:00:00,2019-05-20 02:00:00,2019-05-21 02:00:00,53.8135
2019-05-21 00:00:00,2019-05-22 00:00:00,2019-05-21 02:00:00,2019-05-22 02:00:00,38.6701
2019-05-22 00:00:00,2019-05-23 00:00:00,2019-05-22 02:00:00,2019-05-23 02:00:00,346.7752
2019-05-23 00:00:00,2019-05-24 00:00:00,2019-05-23 02:00:00,2019-05-24 02:00:00,337.0586
2019-05-24 00:00:00,2019-05-25 00:00:00,2019-05-24 02:00:00,2019-05-25 02:00:00,286.4768
2019-05-25 00:00:00,2019-05-26 00:00:00,2019-05-25 02:00:00,2019-05-26 02:00:00,247.2985
2019-05-26 00:00:00,2019-05-27 00:00:00,2019-05-26 02:00:00,2019-05-27 02:00:00,323.6106
2019-05-27 00:00:00,2019-05-28 00:00:00,2019-05-27 02:00:00,2019-05-28 02:00:00,213.8804
2019-05-28 00:00:00,2019-05-29 00:00:00,2019-05-28 02:00:00,2019-05-29 02:00:00,142.2094
2019-05-29 00:00:00,2019-05-30 00:00:00,2019-05-29 02:00:00,2019-05-30 02:00:00,228.5721
2019-05-30 00:00:00,2019-05-31 00:00:00,2019-05-30 02:00:00,2019-05-31 02:00:00,323.8883
2019-05-31 00:00:00,2019-06-01 00:00:00,2019-05-31 02:00:00,2019-06-01 02:00:00,269.7033
2019-06-01 00:00:00,2019-06-02 00:00:00,2019-06-01 02:00:00,2019-06-02 02:00:00,348.4456
2019-06-02 00:00:00,2019-06-03 00:00:00,2019-06-02 02:00:00,2019-06-03 02:00:00,357.9413
2019-06-03 00:00:00,2019-06-04 00:00:00,2019-06-03 02:00:00,2019-06-04 02:00:00,281.0527
2019-06-04 00:00:00,2019-06-05 00:00:00,2019-06-04 02:00:00,2019-06-05 02:00:00,323.7701
2019-06-05 00:00:00,2019-06-06 00:00:00,2019-06-05 02:00:00,2019-06-06 02:00:00,303.7025
2019-06-06 00:00:00,2019-06-07 00:00:00,2019-06-06 02:00:00,2019-06-07 02:00:00,65.85031
2019-06-07 00:00:00,2019-06-08 00:00:00,2019-06-07 02:00:00,2019-06-08 02:00:00,279.733
2019-06-08 00:00:00,2019-06-09 00:00:00,2019-06-08 02:00:00,2019-06-09 02:00:00,364.2583
2019-06-11 00:00:00,2019-06-12 00:00:00,2019-06-11 02:00:00,2019-06-12 02:00:00,87.91453
2019-06-12 00:00:00,2019-06-13 00:00:00,2019-06-12 02:00:00,2019-06-13 02:00:00,294.2115
2019-06-13 00:00:00,2019-06-14 00:00:00,2019-06-13 02:00:00,2019-06-14 02:00:00,351.0948
2019-06-14 00:00:00,2019-06-15 00:00:00,2019-06-14 02:00:00,2019-06-15 02:00:00,167.3298
2019-06-15 00:00:00,2019-06-16 00:00:00,2019-06-15 02:00:00,2019-06-16 02:00:00,221.055
2019-06-16 00:00:00,2019-06-17 00:00:00,2019-06-16 02:00:00,2019-06-17 02:00:00,289.0263
2019-06-17 00:00:00,2019-06-18 00:00:00,2019-06-17 02:00:00,2019-06-18 02:00:00,357.221
2019-06-18 00:00:00,2019-06-19 00:00:00,2019-06-18 02:00:00,2019-06-19 02:00:00,307.2831
2019-06-19 00:00:00,2019-06-20 00:00:00,2019-06-19 02:00:00,2019-06-20 02:00:00,313.387
2019-06-20 00:00:00,2019-06-21 00:00:00,2019-06-20 02:00:00,2019-06-21 02:00:00,221.3237
2019-06-21 00:00:00,2019-06-22 00:00:00,2019-06-21 02:00:00,2019-06-22 02:00:00,311.5583
2019-06-22 00:00:00,2019-06-23 00:00:00,2019-06-22 02:00:00,2019-06-23 02:00:00,114.5015
2019-06-23 00:00:00,2019-06-24 00:00:00,2019-06-23 02:00:00,2019-06-24 02:00:00,261.9115
2019-06-24 00:00:00,2019-06-25 00:00:00,2019-06-24 02:00:00,2019-06-25 02:00:00,337.3655
2019-06-25 00:00:00,2019-06-26 00:00:00,2019-06-25 02:00:00,2019-06-26 02:00:00,340.144
2019-06-26 00:00:00,2019-06-27 00:00:00,2019-06-26 02:00:00,2019-06-27 02:00:00,337.0142
2019-06-27 00:00:00,2019-06-28 00:00:00,2019-06-27 02:00:00,2019-06-28 02:00:00,323.6191
2019-06-28 00:00:00,2019-06-29 00:00:00,2019-06-28 02:00:00,2019-06-29 02:00:00,358.6531
2019-06-29 00:00:00,2019-06-30 00:00:00,2019-06-29 02:00:00,2019-06-30 02:00:00,359.3428
2019-06-30 00:00:00,2019-07-01 00:00:00,2019-06-30 02:00:00,2019-07-01 02:00:00,343.9312
2019-07-01 00:00:00,2019-07-02 00:00:00,2019-07-01 02:00:00,2019-07-02 02:00:00,245.3553
2019-07-02 00:00:00,2019-07-03 00:00:00,2019-07-02 02:00:00,2019-07-03 02:00:00,338.108
2019-07-03 00:00:00,2019-07-04 00:00:00,2019-07-03 02:00:00,2019-07-04 02:00:00,316.6057
2019-07-04 00:00:00,2019-07-05 00:00:00,2019-07-04 02:00:00,2019-07-05 02:00:00,346.3246
2019-07-05 00:00:00,2019-07-06 00:00:00,2019-07-05 02:00:00,2019-07-06 02:00:00,359.0834
2019-07-06 00:00:00,2019-07-07 00:00:00,2019-07-06 02:00:00,2019-07-07 02:00:00,221.033
2019-07-07 00:00:00,2019-07-08 00:00:00,2019-07-07 02:00:00,2019-07-08 02:00:00,288.9719
2019-07-08 00:00:00,2019-07-09 00:00:00,2019-07-08 02:00:00,2019-07-09 02:00:00,100.9087
2019-07-09 00:00:00,2019-07-10 00:00:00,2019-07-09 02:00:00,2019-07-10 02:00:00,348.8082
2019-07-10 00:00:00,2019-07-11 00:00:00,2019-07-10 02:00:00,2019-07-11 02:00:00,354.132
2019-07-11 00:00:00,2019-07-12 00:00:00,2019-07-11 02:00:00,2019-07-12 02:00:00,155.7443
2019-07-12 00:00:00,2019-07-13 00:00:00,2019-07-12 02:00:00,2019-07-13 02:00:00,194.1469
2019-07-13 00:00:00,2019-07-14 00:00:00,2019-07-13 02:00:00,2019-07-14 02:00:00,224.1835
2019-07-14 00:00:00,2019-07-15 00:00:00,2019-07-14 02:00:00,2019-07-15 02:00:00,166.5926
2019-07-15 00:00:00,2019-07-16 00:00:00,2019-07-15 02:00:00,2019-07-16 02:00:00,259.2867
2019-07-16 00:00:00,2019-07-17 00:00:00,2019-07-16 02:00:00,2019-07-17 02:00:00,339.1482
2019-07-17 00:00:00,2019-07-18 00:00:00,2019-07-17 02:00:00,2019-07-18 02:00:00,315.9814
2019-07-18 00:00:00,2019-07-19 00:00:00,2019-07-18 02:00:00,2019-07-19 02:00:00,292.9224
2019-07-19 00:00:00,2019-07-20 00:00:00,2019-07-19 02:00:00,2019-07-20 02:00:00,301.809
2019-07-20 00:00:00,2019-07-21 00:00:00,2019-07-20 02:00:00,2019-07-21 02:00:00,270.3041
2019-07-21 00:00:00,2019-07-22 00:00:00,2019-07-21 02:00:00,2019-07-22 02:00:00,277.3914
2019-07-22 00:00:00,2019-07-23 00:00:00,2019-07-22 02:00:00,2019-07-23 02:00:00,293.3152
2019-07-23 00:00:00,2019-07-24 00:00:00,2019-07-23 02:00:00,2019-07-24 02:00:00,324.8157
2019-07-24 00:00:00,2019-07-25 00:00:00,2019-07-24 02:00:00,2019-07-25 02:00:00,324.7806
2019-07-25 00:00:00,2019-07-26 00:00:00,2019-07-25 02:00:00,2019-07-26 02:00:00,312.5224
2019-07-26 00:00:00,2019-07-27 00:00:00,2019-07-26 02:00:00,2019-07-27 02:00:00,299.1889
2019-07-27 00:00:00,2019-07-28 00:00:00,2019-07-27 02:00:00,2019-07-28 02:00:00,240.4677
2019-07-28 00:00:00,2019-07-29 00:00:00,2019-07-28 02:00:00,2019-07-29 02:00:00,31.85293
2019-07-29 00:00:00,2019-07-30 00:00:00,2019-07-29 02:00:00,2019-07-30 02:00:00,324.6348
2019-07-30 00:00:00,2019-07-31 00:00:00,2019-07-30 02:00:00,2019-07-31 02:00:00,294.8651
2019-07-31 00:00:00,2019-08-01 00:00:00,2019-07-31 02:00:00,2019-08-01 02:00:00,251.4899
2019-08-01 00:00:00,2019-08-02 00:00:00,2019-08-01 02:00:00,2019-08-02 02:00:00,302.1124
2019-08-02 00:00:00,2019-08-03 00:00:00,2019-08-02 02:00:00,2019-08-03 02:00:00,250.402
2019-08-03 00:00:00,2019-08-04 00:00:00,2019-08-03 02:00:00,2019-08-04 02:00:00,303.4428
2019-08-04 00:00:00,2019-08-05 00:00:00,2019-08-04 02:00:00,2019-08-05 02:00:00,302.9328
2019-08-05 00:00:00,2019-08-06 00:00:00,2019-08-05 02:00:00,2019-08-06 02:00:00,238.8434
2019-08-06 00:00:00,2019-08-07 00:00:00,2019-08-06 02:00:00,2019-08-07 02:00:00,201.0225
2019-08-07 00:00:00,2019-08-08 00:00:00,2019-08-07 02:00:00,2019-08-08 02:00:00,63.10928
2019-08-08 00:00:00,2019-08-09 00:00:00,2019-08-08 02:00:00,2019-08-09 02:00:00,294.7305
2019-08-09 00:00:00,2019-08-10 00:00:00,2019-08-09 02:00:00,2019-08-10 02:00:00,245.5602
2019-08-10 00:00:00,2019-08-11 00:00:00,2019-08-10 02:00:00,2019-08-11 02:00:00,260.249
2019-08-11 00:00:00,2019-08-12 00:00:00,2019-08-11 02:00:00,2019-08-12 02:00:00,229.534
2019-08-12 00:00:00,2019-08-13 00:00:00,2019-08-12 02:00:00,2019-08-13 02:00:00,114.4432
2019-08-13 00:00:00,2019-08-14 00:00:00,2019-08-13 02:00:00,2019-08-14 02:00:00,204.6868
2019-08-14 00:00:00,2019-08-15 00:00:00,2019-08-14 02:00:00,2019-08-15 02:00:00,300.3459
2019-08-15 00:00:00,2019-08-16 00:00:00,2019-08-15 02:00:00,2019-08-16 02:00:00,131.8651
2019-08-16 00:00:00,2019-08-17 00:00:00,2019-08-16 02:00:00,2019-08-17 02:00:00,271.5273
2019-08-17 00:00:00,2019-08-18 00:00:00,2019-08-17 02:00:00,2019-08-18 02:00:00,111.1981
2019-08-18 00:00:00,2019-08-19 00:00:00,2019-08-18 02:00:00,2019-08-19 02:00:00,249.5636
2019-08-19 00:00:00,2019-08-20 00:00:00,2019-08-19 02:00:00,2019-08-20 02:00:00,116.5286
2019-08-20 00:00:00,2019-08-21 00:00:00,2019-08-20 02:00:00,2019-08-21 02:00:00,43.59342
2019-08-21 00:00:00,2019-08-22 00:00:00,2019-08-21 02:00:00,2019-08-22 02:00:00,222.0847
2019-08-22 00:00:00,2019-08-23 00:00:00,2019-08-22 02:00:00,2019-08-23 02:00:00,280.7481
2019-08-23 00:00:00,2019-08-24 00:00:00,2019-08-23 02:00:00,2019-08-24 02:00:00,280.723
2019-08-24 00:00:00,2019-08-25 00:00:00,2019-08-24 02:00:00,2019-08-25 02:00:00,274.4824
2019-08-25 00:00:00,2019-08-26 00:00:00,2019-08-25 02:00:00,2019-08-26 02:00:00,273.4841
2019-08-26 00:00:00,2019-08-27 00:00:00,2019-08-26 02:00:00,2019-08-27 02:00:00,268.1088
2019-08-27 00:00:00,2019-08-28 00:00:00,2019-08-27 02:00:00,2019-08-28 02:00:00,262.4877
2019-08-28 00:00:00,2019-08-29 00:00:00,2019-08-28 02:00:00,2019-08-29 02:00:00,218.4708
2019-08-29 00:00:00,2019-08-30 00:00:00,2019-08-29 02:00:00,2019-08-30 02:00:00,220.9466
2019-08-30 00:00:00,2019-08-31 00:00:00,2019-08-30 02:00:00,2019-08-31 02:00:00,248.6918
2019-08-31 00:00:00,2019-09-01 00:00:00,2019-08-31 02:00:00,2019-09-01 02:00:00,257.5866
2019-09-01 00:00:00,2019-09-02 00:00:00,2019-09-01 02:00:00,2019-09-02 02:00:00,167.5216
2019-09-02 00:00:00,2019-09-03 00:00:00,2019-09-02 02:00:00,2019-09-03 02:00:00,169.863
2019-09-03 00:00:00,2019-09-04 00:00:00,2019-09-03 02:00:00,2019-09-04 02:00:00,256.2246
2019-09-04 00:00:00,2019-09-05 00:00:00,2019-09-04 02:00:00,2019-09-05 02:00:00,257.4862
2019-09-06 00:00:00,2019-09-07 00:00:00,2019-09-06 02:00:00,2019-09-07 02:00:00,111.556
2019-09-07 00:00:00,2019-09-08 00:00:00,2019-09-07 02:00:00,2019-09-08 02:00:00,163.9248
2019-09-08 00:00:00,2019-09-09 00:00:00,2019-09-08 02:00:00,2019-09-09 02:00:00,35.80253
2019-09-09 00:00:00,2019-09-10 00:00:00,2019-09-09 02:00:00,2019-09-10 02:00:00,178.247
2019-09-10 00:00:00,2019-09-11 00:00:00,2019-09-10 02:00:00,2019-09-11 02:00:00,219.8046
2019-09-11 00:00:00,2019-09-12 00:00:00,2019-09-11 02:00:00,2019-09-12 02:00:00,169.7829
2019-09-12 00:00:00,2019-09-13 00:00:00,2019-09-12 02:00:00,2019-09-13 02:00:00,232.5401
2019-09-13 00:00:00,2019-09-14 00:00:00,2019-09-13 02:00:00,2019-09-14 02:00:00,228.5651
2019-09-14 00:00:00,2019-09-15 00:00:00,2019-09-14 02:00:00,2019-09-15 02:00:00,182.4999
2019-09-15 00:00:00,2019-09-16 00:00:00,2019-09-15 02:00:00,2019-09-16 02:00:00,222.229
2019-09-16 00:00:00,2019-09-17 00:00:00,2019-09-16 02:00:00,2019-09-17 02:00:00,215.1026
2019-09-17 00:00:00,2019-09-18 00:00:00,2019-09-17 02:00:00,2019-09-18 02:00:00,177.8783
2019-09-18 00:00:00,2019-09-19 00:00:00,2019-09-18 02:00:00,2019-09-19 02:00:00,219.2636
2019-09-19 00:00:00,2019-09-20 00:00:00,2019-09-19 02:00:00,2019-09-20 02:00:00,221.1379
2019-09-20 00:00:00,2019-09-21 00:00:00,2019-09-20 02:00:00,2019-09-21 02:00:00,217.2247
2019-09-21 00:00:00,2019-09-22 00:00:00,2019-09-21 02:00:00,2019-09-22 02:00:00,210.5121
2019-09-22 00:00:00,2019-09-23 00:00:00,2019-09-22 02:00:00,2019-09-23 02:00:00,160.6985
2019-09-23 00:00:00,2019-09-24 00:00:00,2019-09-23 02:00:00,2019-09-24 02:00:00,105.2892
2019-09-24 00:00:00,2019-09-25 00:00:00,2019-09-24 02:00:00,2019-09-25 02:00:00,78.48842
