Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 10, 2022;Apr 11, 2022;12,245.75;12,245.75;11,151.75
Apr 11, 2022;Apr 12, 2022;14,093.75;14,093.75;11,573.75
Apr 12, 2022;Apr 13, 2022;14,150.75;14,150.75;11,720.00
Apr 13, 2022;Apr 14, 2022;14,078.00;14,078.00;12,925.00
Apr 14, 2022;Apr 15, 2022;13,895.75;13,895.75;12,556.50
Apr 15, 2022;Apr 16, 2022;13,557.25;13,557.25;11,939.00
Apr 16, 2022;Apr 17, 2022;12,025.00;12,025.00;9,570.25
Apr 17, 2022;Apr 18, 2022;11,167.75;11,167.75;8,672.00
Apr 18, 2022;Apr 19, 2022;11,383.50;11,383.50;9,533.75
Apr 19, 2022;Apr 20, 2022;13,735.00;13,735.00;12,225.75
Apr 20, 2022;Apr 21, 2022;13,946.50;13,946.50;11,503.75
Apr 21, 2022;Apr 22, 2022;14,161.00;14,161.00;11,803.75
Apr 22, 2022;Apr 23, 2022;13,922.00;13,922.00;11,657.00
Apr 23, 2022;Apr 24, 2022;12,120.00;12,120.00;9,863.25
Apr 24, 2022;Apr 25, 2022;11,443.00;11,443.00;10,039.25
Apr 25, 2022;Apr 26, 2022;13,908.25;13,908.25;12,592.25
Apr 26, 2022;Apr 27, 2022;14,495.75;14,495.75;13,368.00
Apr 27, 2022;Apr 28, 2022;14,470.25;14,470.25;12,605.50
Apr 28, 2022;Apr 29, 2022;14,331.75;14,331.75;12,100.75
Apr 29, 2022;Apr 30, 2022;14,266.00;14,266.00;12,938.25
Apr 30, 2022;May 1, 2022;12,333.00;12,333.00;10,443.25
May 1, 2022;May 2, 2022;11,252.25;11,252.25;9,885.50
May 2, 2022;May 3, 2022;13,887.00;13,887.00;12,187.00
May 3, 2022;May 4, 2022;14,325.00;14,325.00;12,412.75
May 4, 2022;May 5, 2022;14,506.50;14,506.50;13,059.50
May 5, 2022;May 6, 2022;14,523.50;14,523.50;13,390.25
May 6, 2022;May 7, 2022;14,392.25;14,392.25;12,729.25
May 7, 2022;May 8, 2022;12,418.25;12,418.25;10,937.50
May 8, 2022;May 9, 2022;11,236.00;11,236.00;9,230.25
May 9, 2022;May 10, 2022;11,594.00;11,594.00;9,922.25
May 10, 2022;May 11, 2022;14,138.25;14,138.25;12,158.00
May 11, 2022;May 12, 2022;14,507.00;14,507.00;11,107.50
May 12, 2022;May 13, 2022;14,325.75;14,325.75;12,255.75
May 13, 2022;May 14, 2022;14,183.75;14,183.75;12,069.75
May 14, 2022;May 15, 2022;12,278.25;12,278.25;10,522.50
May 15, 2022;May 16, 2022;11,431.00;11,431.00;9,181.25
May 16, 2022;May 17, 2022;14,048.25;14,048.25;12,399.25
May 17, 2022;May 18, 2022;14,353.25;14,353.25;12,992.75
May 18, 2022;May 19, 2022;14,472.25;14,472.25;12,673.00
May 19, 2022;May 20, 2022;14,718.00;14,718.00;12,837.25
May 20, 2022;May 21, 2022;14,645.25;14,645.25;12,958.25
May 21, 2022;May 22, 2022;12,213.75;12,213.75;10,185.00
May 22, 2022;May 23, 2022;11,243.00;11,243.00;9,933.75
May 23, 2022;May 24, 2022;13,753.50;13,753.50;12,050.50
May 24, 2022;May 25, 2022;14,017.75;14,017.75;12,088.00
May 25, 2022;May 26, 2022;13,803.25;13,803.25;11,634.50
May 26, 2022;May 27, 2022;11,758.25;11,758.25;9,715.50
May 27, 2022;May 28, 2022;12,941.50;12,941.50;10,951.75
May 28, 2022;May 29, 2022;11,875.50;11,875.50;10,150.75
May 29, 2022;May 30, 2022;11,238.75;11,238.75;9,483.00
May 30, 2022;May 31, 2022;13,788.75;13,788.75;12,336.50
May 31, 2022;Jun 1, 2022;14,109.50;14,109.50;12,462.00
Jun 1, 2022;Jun 2, 2022;14,065.00;14,065.00;12,190.50
Jun 2, 2022;Jun 3, 2022;14,098.25;14,098.25;12,287.25
Jun 3, 2022;Jun 4, 2022;14,166.75;14,166.75;12,773.00
Jun 4, 2022;Jun 5, 2022;12,238.00;12,238.00;10,810.75
Jun 5, 2022;Jun 6, 2022;11,526.25;11,526.25;10,036.75
Jun 6, 2022;Jun 7, 2022;11,553.50;11,553.50;9,498.50
Jun 7, 2022;Jun 8, 2022;13,952.75;13,952.75;12,576.25
Jun 8, 2022;Jun 9, 2022;14,460.75;14,460.75;13,369.00
Jun 9, 2022;Jun 10, 2022;14,424.75;14,424.75;12,735.25
Jun 10, 2022;Jun 11, 2022;14,297.50;14,297.50;13,036.75
Jun 11, 2022;Jun 12, 2022;12,495.75;12,495.75;10,896.00
Jun 12, 2022;Jun 13, 2022;11,452.00;11,452.00;9,463.50
Jun 13, 2022;Jun 14, 2022;13,799.50;13,799.50;12,011.75
Jun 14, 2022;Jun 15, 2022;14,224.50;14,224.50;12,428.75
Jun 15, 2022;Jun 16, 2022;14,417.50;14,417.50;12,567.75
Jun 16, 2022;Jun 17, 2022;14,485.25;14,485.25;12,397.50
Jun 17, 2022;Jun 18, 2022;14,414.50;14,414.50;12,631.75
Jun 18, 2022;Jun 19, 2022;12,808.25;12,808.25;10,880.75
Jun 19, 2022;Jun 20, 2022;11,806.25;11,806.25;9,502.25
Jun 20, 2022;Jun 21, 2022;14,086.00;14,086.00;12,824.75
Jun 21, 2022;Jun 22, 2022;14,280.50;14,280.50;12,303.25
Jun 22, 2022;Jun 23, 2022;14,264.00;14,264.00;12,913.25
Jun 23, 2022;Jun 24, 2022;12,070.50;12,070.50;10,604.75
Jun 24, 2022;Jun 25, 2022;13,459.50;13,459.50;12,065.00
Jun 25, 2022;Jun 26, 2022;11,990.75;11,990.75;10,363.75
Jun 26, 2022;Jun 27, 2022;11,287.50;11,287.50;10,670.50
Jun 27, 2022;Jun 28, 2022;13,799.75;13,799.75;12,943.50
Jun 28, 2022;Jun 29, 2022;14,073.75;14,073.75;12,506.50
Jun 29, 2022;Jun 30, 2022;14,323.25;14,323.25;12,940.00
Jun 30, 2022;Jul 1, 2022;14,388.75;14,388.75;12,808.00
Jul 1, 2022;Jul 2, 2022;14,011.00;14,011.00;12,464.50
Jul 2, 2022;Jul 3, 2022;12,172.00;12,172.00;10,452.25
Jul 3, 2022;Jul 4, 2022;11,305.25;11,305.25;9,453.25
Jul 4, 2022;Jul 5, 2022;13,824.50;13,824.50;12,138.00
Jul 5, 2022;Jul 6, 2022;14,142.50;14,142.50;12,258.75
Jul 6, 2022;Jul 7, 2022;13,965.50;13,965.50;12,171.50
Jul 7, 2022;Jul 8, 2022;14,175.25;14,175.25;12,236.50
Jul 8, 2022;Jul 9, 2022;13,967.25;13,967.25;12,081.75
Jul 9, 2022;Jul 10, 2022;12,124.00;12,124.00;10,328.50
Jul 10, 2022;Jul 11, 2022;11,151.00;11,151.00;9,403.75
Jul 11, 2022;Jul 12, 2022;13,687.00;13,687.00;12,274.50
Jul 12, 2022;Jul 13, 2022;14,092.75;14,092.75;12,455.25
Jul 13, 2022;Jul 14, 2022;14,502.75;14,502.75;12,819.50
Jul 14, 2022;Jul 15, 2022;14,463.75;14,463.75;12,699.25
Jul 15, 2022;Jul 16, 2022;13,886.75;13,886.75;11,979.50
Jul 16, 2022;Jul 17, 2022;12,107.50;12,107.50;10,368.00
Jul 17, 2022;Jul 18, 2022;11,205.25;11,205.25;9,333.75
Jul 18, 2022;Jul 19, 2022;13,826.50;13,826.50;12,201.75
Jul 19, 2022;Jul 20, 2022;14,378.75;14,378.75;12,231.00
Jul 20, 2022;Jul 21, 2022;14,232.50;14,232.50;12,557.75
Jul 21, 2022;Jul 22, 2022;14,078.00;14,078.00;12,580.50
Jul 22, 2022;Jul 23, 2022;13,934.00;13,934.00;12,625.50
Jul 23, 2022;Jul 24, 2022;12,067.75;12,067.75;10,741.50
Jul 24, 2022;Jul 25, 2022;11,265.00;11,265.00;9,707.75
Jul 25, 2022;Jul 26, 2022;13,826.50;13,826.50;11,700.50
Jul 26, 2022;Jul 27, 2022;13,745.00;13,745.00;12,376.75
Jul 27, 2022;Jul 28, 2022;13,574.50;13,574.50;11,740.25
Jul 28, 2022;Jul 29, 2022;13,613.50;13,613.50;11,850.50
Jul 29, 2022;Jul 30, 2022;13,356.75;13,356.75;11,704.00
Jul 30, 2022;Jul 31, 2022;11,572.75;11,572.75;10,082.75
Jul 31, 2022;Aug 1, 2022;10,830.75;10,830.75;9,026.75
Aug 1, 2022;Aug 2, 2022;12,776.25;12,776.25;11,943.75
Aug 2, 2022;Aug 3, 2022;13,025.75;13,025.75;11,651.50
Aug 3, 2022;Aug 4, 2022;13,362.00;13,362.00;11,955.75
Aug 4, 2022;Aug 5, 2022;13,486.25;13,486.25;12,210.75
Aug 5, 2022;Aug 6, 2022;13,012.75;13,012.75;11,356.25
Aug 6, 2022;Aug 7, 2022;11,115.75;11,115.75;8,817.00
Aug 7, 2022;Aug 8, 2022;10,461.50;10,461.50;7,955.75
Aug 8, 2022;Aug 9, 2022;12,248.25;12,248.25;9,742.75
Aug 9, 2022;Aug 10, 2022;12,654.50;12,654.50;10,204.00
Aug 10, 2022;Aug 11, 2022;12,731.00;12,731.00;10,318.50
Aug 11, 2022;Aug 12, 2022;12,820.50;12,820.50;10,684.50
Aug 12, 2022;Aug 13, 2022;12,552.00;12,552.00;10,388.25
Aug 13, 2022;Aug 14, 2022;11,104.00;11,104.00;9,157.75
Aug 14, 2022;Aug 15, 2022;10,429.75;10,429.75;8,742.75
Aug 15, 2022;Aug 16, 2022;10,523.75;10,523.75;9,357.00
Aug 16, 2022;Aug 17, 2022;12,650.25;12,650.25;11,458.50
Aug 17, 2022;Aug 18, 2022;13,203.75;13,203.75;12,367.75
Aug 18, 2022;Aug 19, 2022;13,247.25;13,247.25;12,282.25
Aug 19, 2022;Aug 20, 2022;13,232.25;13,232.25;11,906.00
Aug 20, 2022;Aug 21, 2022;11,572.00;11,572.00;10,136.50
Aug 21, 2022;Aug 22, 2022;10,660.25;10,660.25;9,405.25
Aug 22, 2022;Aug 23, 2022;12,938.00;12,938.00;11,517.00
Aug 23, 2022;Aug 24, 2022;13,374.00;13,374.00;12,133.25
Aug 24, 2022;Aug 25, 2022;13,592.75;13,592.75;12,155.00
Aug 25, 2022;Aug 26, 2022;13,723.50;13,723.50;12,289.75
Aug 26, 2022;Aug 27, 2022;13,497.75;13,497.75;12,343.00
Aug 27, 2022;Aug 28, 2022;11,528.25;11,528.25;10,736.75
Aug 28, 2022;Aug 29, 2022;10,682.50;10,682.50;9,204.50
Aug 29, 2022;Aug 30, 2022;13,015.75;13,015.75;11,177.75
Aug 30, 2022;Aug 31, 2022;13,452.25;13,452.25;12,103.50
Aug 31, 2022;Sep 1, 2022;13,468.00;13,468.00;12,168.50
Sep 1, 2022;Sep 2, 2022;13,373.25;13,373.25;11,688.25
Sep 2, 2022;Sep 3, 2022;13,339.75;13,339.75;11,320.50
Sep 3, 2022;Sep 4, 2022;11,683.75;11,683.75;10,633.75
Sep 4, 2022;Sep 5, 2022;10,943.75;10,943.75;9,784.50
Sep 5, 2022;Sep 6, 2022;13,168.25;13,168.25;11,965.50
Sep 6, 2022;Sep 7, 2022;13,788.25;13,788.25;12,170.75
Sep 7, 2022;Sep 8, 2022;13,608.25;13,608.25;12,401.00
Sep 8, 2022;Sep 9, 2022;13,545.25;13,545.25;11,925.50
Sep 9, 2022;Sep 10, 2022;13,390.00;13,390.00;11,490.50
Sep 10, 2022;Sep 11, 2022;11,744.25;11,744.25;10,078.25
Sep 11, 2022;Sep 12, 2022;10,857.25;10,857.25;9,905.50
Sep 12, 2022;Sep 13, 2022;13,063.75;13,063.75;11,693.00
Sep 13, 2022;Sep 14, 2022;13,555.50;13,555.50;12,764.75
Sep 14, 2022;Sep 15, 2022;13,870.75;13,870.75;13,041.00
Sep 15, 2022;Sep 16, 2022;13,514.25;13,514.25;12,420.75
Sep 16, 2022;Sep 17, 2022;13,397.00;13,397.00;11,886.25
Sep 17, 2022;Sep 18, 2022;11,735.00;11,735.00;9,614.00
Sep 18, 2022;Sep 19, 2022;10,919.00;10,919.00;8,455.25
Sep 19, 2022;Sep 20, 2022;13,300.00;13,300.00;11,839.00
Sep 20, 2022;Sep 21, 2022;13,792.50;13,792.50;13,046.25
Sep 21, 2022;Sep 22, 2022;13,732.00;13,732.00;12,596.75
Sep 22, 2022;Sep 23, 2022;13,865.75;13,865.75;12,546.25
Sep 23, 2022;Sep 24, 2022;13,633.25;13,633.25;12,774.00
Sep 24, 2022;Sep 25, 2022;11,937.25;11,937.25;11,560.75
Sep 25, 2022;Sep 26, 2022;11,101.75;11,101.75;10,054.50
Sep 26, 2022;Sep 27, 2022;13,781.75;13,781.75;11,884.75
Sep 27, 2022;Sep 28, 2022;14,041.25;14,041.25;12,245.75
Sep 28, 2022;Sep 29, 2022;14,020.25;14,020.25;12,874.75
Sep 29, 2022;Sep 30, 2022;14,110.50;14,110.50;13,415.25
Sep 30, 2022;Oct 1, 2022;13,746.00;13,746.00;12,323.75
Oct 1, 2022;Oct 2, 2022;12,003.00;12,003.00;9,508.50
Oct 2, 2022;Oct 3, 2022;11,256.75;11,256.75;10,394.25
Oct 3, 2022;Oct 4, 2022;13,783.50;13,783.50;13,000.25
Oct 4, 2022;Oct 5, 2022;14,083.25;14,083.25;12,797.50
Oct 5, 2022;Oct 6, 2022;14,138.00;14,138.00;11,950.00
Oct 6, 2022;Oct 7, 2022;14,071.25;14,071.25;12,675.00
Oct 7, 2022;Oct 8, 2022;14,127.75;14,127.75;13,030.25
Oct 8, 2022;Oct 9, 2022;12,354.25;12,354.25;10,921.75
Oct 9, 2022;Oct 10, 2022;11,497.25;11,497.25;9,529.25
Oct 10, 2022;Oct 11, 2022;14,060.75;14,060.75;12,857.50
Oct 11, 2022;Oct 12, 2022;14,361.25;14,361.25;13,067.00
Oct 12, 2022;Oct 13, 2022;14,472.25;14,472.25;13,813.75
Oct 13, 2022;Oct 14, 2022;14,311.75;14,311.75;13,450.75
Oct 14, 2022;Oct 15, 2022;14,317.25;14,317.25;13,690.50
Oct 15, 2022;Oct 16, 2022;12,355.50;12,355.50;11,176.75
Oct 16, 2022;Oct 17, 2022;11,565.75;11,565.75;10,675.50
Oct 17, 2022;Oct 18, 2022;13,781.00;13,781.00;12,275.50
Oct 18, 2022;Oct 19, 2022;14,239.00;14,239.00;13,841.75
Oct 19, 2022;Oct 20, 2022;14,124.00;14,124.00;12,797.75
Oct 20, 2022;Oct 21, 2022;14,397.50;14,397.50;12,895.75
Oct 21, 2022;Oct 22, 2022;14,153.25;14,153.25;13,042.75
Oct 22, 2022;Oct 23, 2022;12,177.25;12,177.25;10,870.25
Oct 23, 2022;Oct 24, 2022;11,508.25;11,508.25;9,500.50
Oct 24, 2022;Oct 25, 2022;13,641.75;13,641.75;10,922.25
Oct 25, 2022;Oct 26, 2022;13,982.00;13,982.00;12,861.75
Oct 26, 2022;Oct 27, 2022;13,886.25;13,886.25;12,244.50
Oct 27, 2022;Oct 28, 2022;13,951.75;13,951.75;12,344.50
Oct 28, 2022;Oct 29, 2022;13,791.00;13,791.00;12,082.50
Oct 29, 2022;Oct 30, 2022;11,823.50;11,823.50;10,647.25
Oct 30, 2022;Oct 31, 2022;11,398.75;11,398.75;10,384.00
Oct 31, 2022;Nov 1, 2022;12,351.50;12,351.50;10,971.00
Nov 1, 2022;Nov 2, 2022;10,881.75;10,881.75;8,179.25
Nov 2, 2022;Nov 3, 2022;12,917.75;12,917.75;10,840.75
Nov 3, 2022;Nov 4, 2022;13,573.50;13,573.50;11,637.00
Nov 4, 2022;Nov 5, 2022;13,612.50;13,612.50;12,774.00
Nov 5, 2022;Nov 6, 2022;11,860.75;11,860.75;11,124.25
Nov 6, 2022;Nov 7, 2022;11,129.50;11,129.50;9,437.00
Nov 7, 2022;Nov 8, 2022;13,503.75;13,503.75;11,463.25
Nov 8, 2022;Nov 9, 2022;13,916.00;13,916.00;11,346.25
Nov 9, 2022;Nov 10, 2022;14,032.75;14,032.75;12,110.50
Nov 10, 2022;Nov 11, 2022;14,295.50;14,295.50;13,289.75
Nov 11, 2022;Nov 12, 2022;14,143.75;14,143.75;13,355.50
Nov 12, 2022;Nov 13, 2022;12,316.50;12,316.50;11,712.50
Nov 13, 2022;Nov 14, 2022;11,267.00;11,267.00;9,746.00
Nov 14, 2022;Nov 15, 2022;14,096.75;14,096.75;13,156.00
Nov 15, 2022;Nov 16, 2022;14,137.25;14,137.25;12,454.75
Nov 16, 2022;Nov 17, 2022;14,284.50;14,284.50;12,592.25
Nov 17, 2022;Nov 18, 2022;14,399.75;14,399.75;12,177.25
Nov 18, 2022;Nov 19, 2022;14,273.25;14,273.25;13,477.25
Nov 19, 2022;Nov 20, 2022;12,296.25;12,296.25;11,499.75
Nov 20, 2022;Nov 21, 2022;11,527.25;11,527.25;9,787.00
Nov 21, 2022;Nov 22, 2022;14,064.00;14,064.00;12,387.25
Nov 22, 2022;Nov 23, 2022;14,563.25;14,563.25;12,483.75
Nov 23, 2022;Nov 24, 2022;14,434.50;14,434.50;12,513.75
Nov 24, 2022;Nov 25, 2022;14,472.50;14,472.50;12,601.25
Nov 25, 2022;Nov 26, 2022;14,232.00;14,232.00;12,988.50
Nov 26, 2022;Nov 27, 2022;12,471.25;12,471.25;12,146.25
Nov 27, 2022;Nov 28, 2022;11,853.00;11,853.00;10,782.00
Nov 28, 2022;Nov 29, 2022;14,283.00;14,283.00;13,759.25
Nov 29, 2022;Nov 30, 2022;14,515.75;14,515.75;14,064.75
Nov 30, 2022;Dec 1, 2022;14,834.00;14,834.00;14,165.50
Dec 1, 2022;Dec 2, 2022;14,799.00;14,799.00;14,006.00
Dec 2, 2022;Dec 3, 2022;14,943.75;14,943.75;14,435.75
Dec 3, 2022;Dec 4, 2022;13,118.50;13,118.50;12,495.25
Dec 4, 2022;Dec 5, 2022;12,364.00;12,364.00;12,096.50
Dec 5, 2022;Dec 6, 2022;14,934.00;14,934.00;14,893.25
Dec 6, 2022;Dec 7, 2022;15,309.50;15,309.50;15,087.75
Dec 7, 2022;Dec 8, 2022;15,251.50;15,251.50;14,638.75
Dec 8, 2022;Dec 9, 2022;15,376.25;15,376.25;14,882.25
Dec 9, 2022;Dec 10, 2022;15,321.50;15,321.50;14,942.75
Dec 10, 2022;Dec 11, 2022;13,461.75;13,461.75;13,023.50
Dec 11, 2022;Dec 12, 2022;12,906.75;12,906.75;12,821.25
Dec 12, 2022;Dec 13, 2022;15,385.00;15,385.00;14,913.50
Dec 13, 2022;Dec 14, 2022;16,039.50;16,039.50;14,365.00
Dec 14, 2022;Dec 15, 2022;15,986.00;15,986.00;15,662.00
Dec 15, 2022;Dec 16, 2022;15,979.75;15,979.75;14,934.00
Dec 16, 2022;Dec 17, 2022;15,862.75;15,862.75;14,651.25
Dec 17, 2022;Dec 18, 2022;14,232.75;14,232.75;13,697.75
Dec 18, 2022;Dec 19, 2022;13,575.00;13,575.00;11,558.00
Dec 19, 2022;Dec 20, 2022;14,914.75;14,914.75;12,559.25
Dec 20, 2022;Dec 21, 2022;14,569.00;14,569.00;12,230.25
Dec 21, 2022;Dec 22, 2022;14,117.75;14,117.75;12,223.00
Dec 22, 2022;Dec 23, 2022;13,853.25;13,853.25;11,592.75
Dec 23, 2022;Dec 24, 2022;12,886.75;12,886.75;10,788.00
Dec 24, 2022;Dec 25, 2022;11,053.50;11,053.50;9,551.50
Dec 25, 2022;Dec 26, 2022;9,968.25;9,968.25;8,106.50
Dec 26, 2022;Dec 27, 2022;10,346.25;10,346.25;7,673.25
Dec 27, 2022;Dec 28, 2022;12,010.75;12,010.75;10,301.00
Dec 28, 2022;Dec 29, 2022;11,826.75;11,826.75;8,780.00
Dec 29, 2022;Dec 30, 2022;11,732.50;11,732.50;8,814.00
Dec 30, 2022;Dec 31, 2022;11,842.50;11,842.50;9,040.00
Dec 31, 2022;Jan 1, 2023;10,552.75;10,552.75;8,362.75
Jan 1, 2023;Jan 2, 2023;9,599.75;9,599.75;7,873.00
Jan 2, 2023;Jan 3, 2023;12,052.75;12,052.75;9,855.00
Jan 3, 2023;Jan 4, 2023;12,860.50;12,860.50;11,417.25
Jan 4, 2023;Jan 5, 2023;13,453.25;13,453.25;10,217.00
Jan 5, 2023;Jan 6, 2023;13,375.25;13,375.25;11,416.25
Jan 6, 2023;Jan 7, 2023;13,365.25;13,365.25;11,519.75
Jan 7, 2023;Jan 8, 2023;11,762.00;11,762.00;9,667.50
Jan 8, 2023;Jan 9, 2023;11,309.50;11,309.50;8,827.50
Jan 9, 2023;Jan 10, 2023;14,044.50;14,044.50;11,652.50
Jan 10, 2023;Jan 11, 2023;14,694.00;14,694.00;12,451.50
Jan 11, 2023;Jan 12, 2023;14,547.00;14,547.00;11,909.00
Jan 12, 2023;Jan 13, 2023;14,769.00;14,769.00;11,481.00
Jan 13, 2023;Jan 14, 2023;14,471.25;14,471.25;11,311.25
Jan 14, 2023;Jan 15, 2023;12,816.75;12,816.75;9,887.50
Jan 15, 2023;Jan 16, 2023;12,020.50;12,020.50;9,273.25
Jan 16, 2023;Jan 17, 2023;14,816.00;14,816.00;11,776.25
Jan 17, 2023;Jan 18, 2023;15,197.25;15,197.25;14,455.25
Jan 18, 2023;Jan 19, 2023;15,392.50;15,392.50;14,196.50
Jan 19, 2023;Jan 20, 2023;15,530.75;15,530.75;14,814.50
Jan 20, 2023;Jan 21, 2023;15,657.00;15,657.00;14,871.00
Jan 21, 2023;Jan 22, 2023;13,770.00;13,770.00;11,965.00
Jan 22, 2023;Jan 23, 2023;13,033.25;13,033.25;11,994.00
Jan 23, 2023;Jan 24, 2023;15,047.00;15,047.00;14,294.00
Jan 24, 2023;Jan 25, 2023;15,454.75;15,454.75;15,043.75
Jan 25, 2023;Jan 26, 2023;15,566.75;15,566.75;15,504.25
Jan 26, 2023;Jan 27, 2023;15,785.50;15,785.50;15,404.25
Jan 27, 2023;Jan 28, 2023;15,401.50;15,401.50;14,298.00
Jan 28, 2023;Jan 29, 2023;13,623.50;13,623.50;13,152.50
Jan 29, 2023;Jan 30, 2023;12,888.25;12,888.25;12,361.75
Jan 30, 2023;Jan 31, 2023;15,074.50;15,074.50;13,478.75
Jan 31, 2023;Feb 1, 2023;15,576.00;15,576.00;13,577.25
Feb 1, 2023;Feb 2, 2023;15,350.50;15,350.50;12,405.75
Feb 2, 2023;Feb 3, 2023;15,308.50;15,308.50;12,900.75
Feb 3, 2023;Feb 4, 2023;15,072.50;15,072.50;12,331.25
Feb 4, 2023;Feb 5, 2023;12,891.25;12,891.25;12,033.00
Feb 5, 2023;Feb 6, 2023;12,291.50;12,291.50;10,056.75
Feb 6, 2023;Feb 7, 2023;14,669.50;14,669.50;12,675.50
Feb 7, 2023;Feb 8, 2023;15,249.25;15,249.25;13,468.75
Feb 8, 2023;Feb 9, 2023;15,437.00;15,437.00;13,607.75
Feb 9, 2023;Feb 10, 2023;15,689.00;15,689.00;14,691.00
Feb 10, 2023;Feb 11, 2023;15,355.50;15,355.50;14,555.75
Feb 11, 2023;Feb 12, 2023;13,193.50;13,193.50;12,424.75
Feb 12, 2023;Feb 13, 2023;12,096.75;12,096.75;11,360.75
Feb 13, 2023;Feb 14, 2023;13,906.50;13,906.50;12,584.00
Feb 14, 2023;Feb 15, 2023;14,377.00;14,377.00;13,219.25
Feb 15, 2023;Feb 16, 2023;14,268.50;14,268.50;12,809.25
Feb 16, 2023;Feb 17, 2023;14,607.25;14,607.25;12,520.00
Feb 17, 2023;Feb 18, 2023;14,205.00;14,205.00;11,227.50
Feb 18, 2023;Feb 19, 2023;12,433.25;12,433.25;9,444.75
Feb 19, 2023;Feb 20, 2023;11,881.25;11,881.25;9,942.50
Feb 20, 2023;Feb 21, 2023;13,940.00;13,940.00;11,660.00
Feb 21, 2023;Feb 22, 2023;14,258.50;14,258.50;13,051.00
Feb 22, 2023;Feb 23, 2023;14,124.00;14,124.00;12,895.25
Feb 23, 2023;Feb 24, 2023;14,275.50;14,275.50;13,809.00
Feb 24, 2023;Feb 25, 2023;13,826.75;13,826.75;12,387.50
Feb 25, 2023;Feb 26, 2023;12,772.00;12,772.00;10,960.75
Feb 26, 2023;Feb 27, 2023;12,287.00;12,287.00;9,096.50
Feb 27, 2023;Feb 28, 2023;14,645.00;14,645.00;11,576.75
Feb 28, 2023;Mar 1, 2023;15,161.25;15,161.25;12,742.50
Mar 1, 2023;Mar 2, 2023;15,132.25;15,132.25;12,643.00
Mar 2, 2023;Mar 3, 2023;14,855.25;14,855.25;12,871.75
Mar 3, 2023;Mar 4, 2023;14,664.50;14,664.50;12,892.25
Mar 4, 2023;Mar 5, 2023;12,965.25;12,965.25;11,903.25
Mar 5, 2023;Mar 6, 2023;12,139.75;12,139.75;11,708.75
Mar 6, 2023;Mar 7, 2023;14,662.50;14,662.50;13,737.75
Mar 7, 2023;Mar 8, 2023;15,042.50;15,042.50;12,221.00
Mar 8, 2023;Mar 9, 2023;15,045.00;15,045.00;13,170.00
Mar 9, 2023;Mar 10, 2023;14,618.00;14,618.00;11,214.50
Mar 10, 2023;Mar 11, 2023;14,642.25;14,642.25;11,284.25
Mar 11, 2023;Mar 12, 2023;12,839.25;12,839.25;11,598.75
Mar 12, 2023;Mar 13, 2023;11,945.25;11,945.25;9,508.00
Mar 13, 2023;Mar 14, 2023;14,161.75;14,161.75;10,661.00
Mar 14, 2023;Mar 15, 2023;14,588.75;14,588.75;11,406.75
Mar 15, 2023;Mar 16, 2023;14,831.25;14,831.25;13,586.50
Mar 16, 2023;Mar 17, 2023;14,162.25;14,162.25;11,870.25
Mar 17, 2023;Mar 18, 2023;14,141.25;14,141.25;12,159.50
Mar 18, 2023;Mar 19, 2023;11,779.25;11,779.25;10,313.00
Mar 19, 2023;Mar 20, 2023;11,313.50;11,313.50;10,422.75
Mar 20, 2023;Mar 21, 2023;13,671.50;13,671.50;12,499.75
Mar 21, 2023;Mar 22, 2023;13,983.25;13,983.25;12,401.50
Mar 22, 2023;Mar 23, 2023;14,121.25;14,121.25;11,098.25
Mar 23, 2023;Mar 24, 2023;14,178.25;14,178.25;10,821.50
Mar 24, 2023;Mar 25, 2023;13,723.00;13,723.00;10,046.50
Mar 25, 2023;Mar 26, 2023;11,954.50;11,954.50;8,967.25
Mar 26, 2023;Mar 27, 2023;11,089.25;11,089.25;8,305.00
Mar 27, 2023;Mar 28, 2023;13,805.00;13,805.00;11,482.00
Mar 28, 2023;Mar 29, 2023;14,264.25;14,264.25;12,831.00
Mar 29, 2023;Mar 30, 2023;14,070.25;14,070.25;12,053.50
Mar 30, 2023;Mar 31, 2023;13,871.75;13,871.75;10,265.75
Mar 31, 2023;Apr 1, 2023;13,307.75;13,307.75;9,645.50
Apr 1, 2023;Apr 2, 2023;11,909.50;11,909.50;8,788.00
Apr 2, 2023;Apr 3, 2023;11,147.75;11,147.75;9,282.00
Apr 3, 2023;Apr 4, 2023;13,487.75;13,487.75;10,597.75
Apr 4, 2023;Apr 5, 2023;13,963.75;13,963.75;11,533.50
Apr 5, 2023;Apr 6, 2023;13,745.25;13,745.25;12,234.25
Apr 6, 2023;Apr 7, 2023;13,967.50;13,967.50;12,538.00
Apr 7, 2023;Apr 8, 2023;13,446.25;13,446.25;12,341.50
Apr 8, 2023;Apr 9, 2023;11,723.75;11,723.75;10,472.25
Apr 9, 2023;Apr 10, 2023;10,492.25;10,492.25;8,898.50
Apr 10, 2023;Apr 11, 2023;10,364.75;10,364.75;7,794.50
Apr 11, 2023;Apr 12, 2023;12,789.00;12,789.00;9,816.25
Apr 12, 2023;Apr 13, 2023;13,355.00;13,355.00;10,433.75
Apr 13, 2023;Apr 14, 2023;13,615.75;13,615.75;10,638.00
