STATIONS_ID;MESS_DATUM;QN_4;DK_TER;FK_TER;eor
       5100;2024040818;    9;  16;   1;eor
       5100;2024040906;    9;  20;   4;eor
       5100;2024040912;    9;  20;   5;eor
       5100;2024040918;    9;  24;   4;eor
       5100;2024041006;    9;  20;   2;eor
       5100;2024041012;    9;  16;   2;eor
       5100;2024041018;    9;  20;   2;eor
       5100;2024041106;    9;  12;   1;eor
       5100;2024041112;    9;  20;   3;eor
       5100;2024041118;    9;  16;   2;eor
       5100;2024041206;    9;  16;   1;eor
       5100;2024041212;    9;  20;   2;eor
       5100;2024041218;    9;  20;   1;eor
       5100;2024041306;    9;  32;   1;eor
       5100;2024041312;    9;  20;   3;eor
       5100;2024041318;    9;  20;   3;eor
       5100;2024041406;    9;  24;   2;eor
       5100;2024041412;    9;  24;   2;eor
       5100;2024041418;    9;  24;   3;eor
       5100;2024041506;    9;  20;   2;eor
       5100;2024041512;    9;  20;   6;eor
       5100;2024041518;    9;  20;   3;eor
       5100;2024041606;    9;  20;   4;eor
       5100;2024041612;    9;  20;   4;eor
       5100;2024041618;    9;  28;   2;eor
       5100;2024041706;    9;  28;   2;eor
       5100;2024041712;    9;  24;   2;eor
       5100;2024041718;    9;  28;   2;eor
       5100;2024041806;    9;   4;   1;eor
       5100;2024041812;    9;   8;   2;eor
       5100;2024041818;    9;  28;   2;eor
       5100;2024041906;    9;  20;   5;eor
       5100;2024041912;    9;  20;   4;eor
       5100;2024041918;    9;  28;   3;eor
       5100;2024042006;    9;  24;   2;eor
       5100;2024042012;    9;  28;   3;eor
       5100;2024042018;    9;  28;   2;eor
       5100;2024042106;    9;  32;   2;eor
       5100;2024042112;    9;   4;   4;eor
       5100;2024042118;    9;   8;   2;eor
       5100;2024042206;    9;  32;   2;eor
       5100;2024042212;    9;  32;   3;eor
       5100;2024042218;    9;  32;   3;eor
       5100;2024042306;    9;   4;   2;eor
       5100;2024042312;    9;   4;   2;eor
       5100;2024042318;    9;  28;   2;eor
       5100;2024042406;    9;  24;   2;eor
       5100;2024042412;    9;  28;   3;eor
       5100;2024042418;    9;  28;   2;eor
       5100;2024042506;    9;  20;   3;eor
       5100;2024042512;    9;  20;   4;eor
       5100;2024042518;    9;  20;   3;eor
       5100;2024042606;    9;  16;   1;eor
       5100;2024042612;    9;  20;   4;eor
       5100;2024042618;    9;  16;   3;eor
       5100;2024042706;    9;  20;   2;eor
       5100;2024042712;    9;  16;   4;eor
       5100;2024042718;    9;  20;   4;eor
       5100;2024042806;    9;  16;   3;eor
       5100;2024042812;    9;  20;   5;eor
       5100;2024042818;    9;  20;   4;eor
       5100;2024042906;    9;  32;   2;eor
       5100;2024042912;    9;  16;   3;eor
       5100;2024042918;    9;  16;   3;eor
       5100;2024043006;    9;   4;   2;eor
       5100;2024043012;    9;  32;   2;eor
       5100;2024043018;    9;   8;   2;eor
       5100;2024050106;    9;  32;   2;eor
       5100;2024050112;    9;  32;   3;eor
       5100;2024050118;    9;   8;   3;eor
       5100;2024050206;    9;  32;   1;eor
       5100;2024050212;    9;  20;   4;eor
       5100;2024050218;    9;  20;   4;eor
       5100;2024050306;    9;  20;   3;eor
       5100;2024050312;    9;  20;   4;eor
       5100;2024050318;    9;  20;   3;eor
       5100;2024050406;    9;   4;   2;eor
       5100;2024050412;    9;  16;   4;eor
       5100;2024050418;    9;  16;   1;eor
       5100;2024050506;    9;  20;   1;eor
       5100;2024050512;    9;  20;   3;eor
       5100;2024050518;    9;  16;   1;eor
